time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/learning_rate,train/loss,train/n_updates
150,-22.81364,0.9928750000000003,0,150.0,7027,0.0,1,,,
300,-14.259798,0.98575,0,150.0,7011,0.0,2,,,
450,-15.867812,0.9786250000000003,0,150.0,7119,0.0,3,,,
600,-16.64159025,0.9715,0,150.0,7175,0.0,4,,,
750,-15.174951799999999,0.9643750000000002,0,150.0,7175,0.0,5,,,
900,-16.573592666666666,0.9572499999999999,0,150.0,7186,0.0,6,,,
1050,-15.665086714285712,0.9501250000000002,0,150.0,6890,0.0,7,0.001,0.030014730989933014,12
1200,-14.832598375,0.943,0,150.0,6300,0.0,8,0.001,0.03326808288693428,49
1350,-14.394494555555557,0.9358750000000002,0,150.0,5935,0.0,9,0.001,0.004367280285805464,87
1500,-14.91552,0.92875,0,150.0,5695,0.0,10,0.001,0.00800849124789238,124
1650,-14.144802090909092,0.9216250000000002,0,150.0,5484,0.0,11,0.001,0.014130456373095512,162
1800,-14.479910000000002,0.9145,0,150.0,5337,0.0,12,0.001,0.0039035200607031584,199
1950,-14.936597846153848,0.9073750000000002,0,150.0,5223,0.0,13,0.001,0.0061455536633729935,237
2100,-14.821519785714287,0.9002499999999999,0,150.0,5141,0.0,14,0.001,0.024993570521473885,274
2250,-13.8541702,0.8931250000000002,0,150.0,5065,0.0,15,0.001,0.023621099069714546,312
2400,-14.074796625,0.8859999999999999,0,150.0,5007,0.0,16,0.001,0.008434899151325226,349
2550,-13.999183411764704,0.8788750000000002,0,150.0,4944,0.0,17,0.001,0.016573602333664894,387
2700,-13.902081444444443,0.8717499999999999,0,150.0,4890,0.0,18,0.001,0.009818794205784798,424
2850,-14.037649,0.8646250000000002,0,150.0,4848,0.0,19,0.001,0.019064253196120262,462
3000,-13.442326549999999,0.8574999999999999,0,150.0,4797,0.0,20,0.001,0.010773051530122757,499
3150,-13.364720571428572,0.8503750000000001,0,150.0,4729,0.0,21,0.001,0.0169513002038002,537
3300,-12.863186863636365,0.8432499999999998,0,150.0,4692,0.0,22,0.001,0.016768435016274452,574
3450,-12.886770347826086,0.8361250000000001,0,150.0,4652,0.0,23,0.001,0.028632940724492073,612
3600,-12.904304958333332,0.8289999999999998,0,150.0,4626,0.0,24,0.001,0.04580731317400932,649
3750,-13.009732519999998,0.8218750000000001,0,150.0,4602,0.0,25,0.001,0.04917627573013306,687
3900,-12.70739419230769,0.8147499999999999,0,150.0,4582,0.0,26,0.001,0.037169333547353745,724
4050,-12.210406518518516,0.807625,0,150.0,4560,0.0,27,0.001,0.037008821964263916,762
4200,-11.897129249999997,0.8004999999999999,0,150.0,4540,0.0,28,0.001,0.026959162205457687,799
4350,-11.531611482758619,0.7933750000000002,0,150.0,4523,0.0,29,0.001,0.020624322816729546,837
4500,-10.982917266666666,0.7862499999999998,0,150.0,4506,0.0,30,0.001,0.02247931808233261,874
4650,-10.636210806451613,0.7791250000000001,1,150.0,4496,0.0,31,0.001,0.0487750880420208,912
4800,-10.755618375000001,0.7719999999999998,1,150.0,4479,0.0,32,0.001,0.020518040284514427,949
4950,-10.55123496969697,0.7648750000000001,1,150.0,4455,0.0,33,0.001,0.03419876843690872,987
5100,-10.824773088235295,0.7577499999999998,1,150.0,4438,0.0,34,0.001,0.037313204258680344,1024
5250,-10.897603085714287,0.7506250000000001,1,150.0,4421,0.0,35,0.001,0.03478080779314041,1062
5400,-11.058151833333335,0.7434999999999998,1,150.0,4406,0.0,36,0.001,0.02370207943022251,1099
5550,-11.182265243243245,0.736375,1,150.0,4391,0.0,37,0.001,0.0363815575838089,1137
5700,-10.98079571052632,0.7292499999999997,1,150.0,4381,0.0,38,0.001,0.024143217131495476,1174
5850,-11.059864974358979,0.7221250000000001,1,150.0,4368,0.0,39,0.001,0.025956856086850166,1212
6000,-11.426794574999999,0.7149999999999997,1,150.0,4362,0.0,40,0.001,0.03728264942765236,1249
6150,-11.66318456097561,0.707875,1,150.0,4353,0.0,41,0.001,0.04559899494051933,1287
6300,-11.409890761904762,0.7007500000000003,1,150.0,4343,0.0,42,0.001,0.05573337525129318,1324
6450,-11.307160325581396,0.693625,1,150.0,4333,0.0,43,0.001,0.042692720890045166,1362
6600,-11.507068954545455,0.6864999999999998,1,150.0,4328,0.0,44,0.001,0.05307656526565552,1399
6750,-11.492646155555557,0.6793750000000001,1,150.0,4275,0.0,45,0.001,0.0269160158932209,1437
6900,-11.4823215,0.6722500000000002,1,150.0,4268,0.0,46,0.001,0.03677556663751602,1474
7050,-11.58618129787234,0.665125,1,150.0,4259,0.0,47,0.001,0.04767441004514694,1512
7200,-11.346131625,0.6580000000000004,1,150.0,4254,0.0,48,0.001,0.0645214393734932,1549
7350,-11.35780567346939,0.650875,1,150.0,4244,0.0,49,0.001,0.0470864437520504,1587
7500,-11.491062280000001,0.6437500000000003,1,150.0,4178,0.0,50,0.001,0.04868272691965103,1624
7650,-11.422304117647059,0.636625,1,150.0,4163,0.0,51,0.001,0.0758257657289505,1662
7800,-11.406022865384616,0.6295000000000002,1,150.0,4160,0.0,52,0.001,0.03554181754589081,1699
7950,-11.400746603773586,0.6223749999999999,1,150.0,4151,0.0,53,0.001,0.039344049990177155,1737
8100,-11.553573796296298,0.6152500000000002,1,150.0,4145,0.0,54,0.001,0.042863186448812485,1774
8250,-11.772936090909093,0.608125,1,150.0,4141,0.0,55,0.001,0.03634113445878029,1812
8400,-11.584318999999999,0.6010000000000002,2,150.0,4135,0.0,56,0.001,0.044525161385536194,1849
8550,-11.468525105263158,0.5938749999999999,2,150.0,4130,0.0,57,0.001,0.05855856463313103,1887
8700,-11.454426189655173,0.5867500000000002,2,150.0,4127,0.0,58,0.001,0.06277778744697571,1924
8850,-11.653813457627118,0.5796249999999998,2,150.0,4125,0.0,59,0.001,0.020389419049024582,1962
9000,-11.566997033333333,0.5725000000000002,2,150.0,4121,0.0,60,0.001,0.026250772178173065,1999
9150,-11.50829042622951,0.565375,2,150.0,4115,0.0,61,0.001,0.05532693490386009,2037
9300,-11.630448451612903,0.5582500000000001,2,150.0,4111,0.0,62,0.001,0.026252631098031998,2074
9450,-11.766973095238095,0.5511249999999999,2,150.0,4106,0.0,63,0.001,0.01806938648223877,2112
9600,-11.72990615625,0.5440000000000002,2,150.0,4104,0.0,64,0.001,0.021418016403913498,2149
9750,-11.628362876923076,0.5368749999999999,2,150.0,4102,0.0,65,0.001,0.049553073942661285,2187
9900,-11.68000924242424,0.5297500000000002,2,150.0,4098,0.0,66,0.001,0.08475158363580704,2224
10050,-11.41935147761194,0.5226249999999999,2,150.0,4096,0.0,67,0.001,0.05401846766471863,2262
10200,-11.279051367647059,0.5155000000000002,2,150.0,4094,0.0,68,0.001,0.04408766329288483,2299
10350,-11.295062101449275,0.5083749999999999,2,150.0,4088,0.0,69,0.001,0.03001212701201439,2337
10500,-11.210202542857141,0.5012500000000002,2,150.0,4085,0.0,70,0.001,0.05077081546187401,2374
10650,-11.250348760563378,0.4941249999999999,2,150.0,4082,0.0,71,0.001,0.06889370083808899,2412
10800,-11.404721361111111,0.4870000000000001,2,150.0,4075,0.0,72,0.001,0.020312869921326637,2449
10950,-11.473605643835617,0.47987499999999983,2,150.0,4066,0.0,73,0.001,0.03179234266281128,2487
11100,-11.555371648648649,0.4727500000000001,2,150.0,4062,0.0,74,0.001,0.038019176572561264,2524
11250,-11.748133093333333,0.46562499999999984,2,150.0,4059,0.0,75,0.001,0.04748518019914627,2562
11400,-11.661610578947368,0.45850000000000013,2,150.0,4058,0.0,76,0.001,0.03166103735566139,2599
11550,-11.556247350649349,0.45137499999999986,2,150.0,4055,0.0,77,0.001,0.033828217536211014,2637
11700,-11.604316564102563,0.44425000000000014,2,150.0,4053,0.0,78,0.001,0.029161015525460243,2674
11850,-11.635857911392405,0.4371249999999999,2,150.0,4051,0.0,79,0.001,0.036894798278808594,2712
12000,-11.680192712499998,0.43000000000000005,2,150.0,4048,0.0,80,0.001,0.06744065880775452,2749
12150,-11.586178654320987,0.42287500000000033,3,150.0,4043,0.0,81,0.001,0.050412725657224655,2787
