time/fps,time/iterations,rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/n_updates,train/clip_fraction
11032,1,0.0,-15.97562775,1024,0,150.0,,,,,,,,,,
6806,2,0.0,-13.858313583333333,2048,0,150.0,0.001,0.021121148,0.2,0.02753124013543129,-2.1798535361886024,0.08870166540145874,-0.029066540859639646,0.39442341481335463,10,0.1880859375
6156,3,0.0,-13.076813650000002,3072,0,150.0,0.001,0.018073631,0.2,-0.006828103214502335,-2.167760343849659,0.49613285064697266,-0.031146404013270512,0.3655530231073499,20,0.23984375
5731,4,0.0,-12.947442125,4096,0,150.0,0.001,0.024220346,0.2,0.021503418684005737,-2.15410548299551,0.399477481842041,-0.03480647169635631,0.3311469731386751,30,0.2126953125
5562,5,0.0,-12.7414470625,5120,0,150.0,0.001,0.028280165,0.2,-0.041873499751091,-2.142628537118435,0.2916649580001831,-0.03841735736350529,0.31029847597237675,40,0.26796875
5484,6,0.0,-12.7875339,6144,1,150.0,0.001,0.01851262,0.2,0.003150530159473419,-2.1361781656742096,0.7197203636169434,-0.028422985915676692,0.3246727977180853,50,0.1916015625
5437,7,0.0,-12.809412659090908,7168,1,150.0,0.001,0.023116898,0.2,0.008598577231168747,-2.1151839420199394,0.8025707006454468,-0.031072993529960513,0.23972306959331036,60,0.223046875
5377,8,0.0,-12.768529653846155,8192,1,150.0,0.001,0.02514898,0.2,-0.02304568514227867,-2.104834479093552,0.8076914548873901,-0.04162166223395616,0.25396241128910335,70,0.278125
5321,9,0.0,-13.090955416666668,9216,1,150.0,0.001,0.021949448,0.2,0.03108636662364006,-2.1019712716341017,0.8549319505691528,-0.0292995493800845,0.12500939550809562,80,0.25380859375
5290,10,0.0,-12.880675647058823,10240,1,150.0,0.001,0.031770967,0.2,-0.047686055302619934,-2.077427516877651,0.7170569896697998,-0.040129625104600566,0.275384027720429,90,0.28427734375
5271,11,0.0,-12.832086319444445,11264,2,150.0,0.001,0.025932003,0.2,0.005014553666114807,-2.028313783556223,0.8826711177825928,-0.029833192139631138,0.20366503761615604,100,0.314453125
5257,12,0.0,-12.81141125,12288,2,150.0,0.001,0.022699771,0.2,-0.024788344278931618,-2.0446016117930412,0.7147810459136963,-0.03518736149417236,0.21188770702574403,110,0.276171875
5242,13,0.0,-12.695102545454544,13312,2,150.0,0.001,0.026862934,0.2,-0.0021683424711227417,-2.0455341920256616,0.6070761680603027,-0.03309636965277605,0.20019918913021684,120,0.27626953125
5234,14,0.0,-12.60006217391304,14336,2,150.0,0.001,0.026862394,0.2,-0.023205973207950592,-2.0036260306835176,0.7077516913414001,-0.03350287831854075,0.286334741814062,130,0.2802734375
5222,15,0.0,-12.73275537,15360,2,150.0,0.001,0.028103687,0.2,0.004025571048259735,-2.0142033480107786,0.7265229225158691,-0.03227354259579442,0.2508504514116794,140,0.32177734375
5218,16,0.0,-11.92855472,16384,3,150.0,0.001,0.030387942,0.2,-0.02803272008895874,-2.023107223212719,0.9266122579574585,-0.04076145951985381,0.16045366311445833,150,0.32109375
5217,17,0.0,-11.285069510000003,17408,3,150.0,0.001,0.02825939,0.2,-0.04648369550704956,-1.9647211335599422,0.4966999292373657,-0.040650036541046576,0.2774518099846318,160,0.291796875
5201,18,0.0,-11.112037520000003,18432,3,150.0,0.001,0.031402178,0.2,-0.05206071212887764,-1.90566526055336,0.6692445874214172,-0.03130358315538615,0.3420902512036264,170,0.268359375
5197,19,0.0,-10.757659020000004,19456,3,150.0,0.001,0.03888187,0.2,-0.047299325466156006,-1.8987064473330975,0.756339430809021,-0.033423127271817066,0.19899728388991206,180,0.3298828125
5189,20,0.0,-10.27951305,20480,3,150.0,0.001,0.024050936,0.2,0.001018468290567398,-1.9106454350054265,0.71699458360672,-0.040544617926934735,0.2740641672164202,190,0.29619140625
