time/fps,time/iterations,rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/n_updates,train/clip_fraction
5187,21,0.0,-10.267800379999999,21504,4,150.0,0.001,0.038658865,0.2,-0.046433135867118835,-1.8505371913313866,0.8439875841140747,-0.03765065588522702,0.15694968230091036,200,0.26220703125
5192,22,0.0,-9.884566770000001,22528,4,150.0,0.001,0.034475982,0.2,-0.033576324582099915,-1.8150472469627856,0.7605130076408386,-0.03594000343000516,0.2223951873369515,210,0.316796875
5127,23,0.01,-9.298214129999998,23552,4,150.0,0.001,0.029503588,0.2,-0.06365365535020828,-1.8630401708185673,0.7820383906364441,-0.03687779803876765,0.21402325185481458,220,0.2888671875
5128,24,0.01,-9.10581096,24576,4,150.0,0.001,0.023243533,0.2,0.014611605554819107,-1.8374017171561718,0.7786615490913391,-0.0300544994068332,0.25477382228709755,230,0.28291015625
5122,25,0.01,-9.4188369,25600,4,150.0,0.001,0.034749918,0.2,-0.017793938517570496,-1.866047065705061,0.8506883978843689,-0.03005518058780581,0.20860294802114368,240,0.28359375
5124,26,0.01,-9.322895240000001,26624,5,150.0,0.001,0.031474598,0.2,-0.034816641360521317,-1.8476565219461918,0.8822239637374878,-0.034905030275695026,0.15028888063970952,250,0.3236328125
5124,27,0.01,-9.11361292,27648,5,150.0,0.001,0.029915007,0.2,-0.008508030325174332,-1.8831836000084876,0.8198876976966858,-0.03614432149915956,0.2018895489280112,260,0.2927734375
5123,28,0.01,-9.006948079999999,28672,5,150.0,0.001,0.03154243,0.2,-0.005902271717786789,-1.8682087279856205,0.9131417274475098,-0.03555616065859794,0.1616716887569055,270,0.2923828125
5125,29,0.01,-8.81777451,29696,5,150.0,0.001,0.031172715,0.2,-0.012564100325107574,-1.848220159858465,0.896944522857666,-0.037034509045770395,0.14289967315271496,280,0.33203125
5124,30,0.01,-8.67833505,30720,5,150.0,0.001,0.04229231,0.2,-0.06877455115318298,-1.7994824722409248,0.8914386630058289,-0.0389461528218817,0.11615090462146327,290,0.3412109375
5126,31,0.01,-8.92393862,31744,6,150.0,0.001,0.031987987,0.2,-0.047815386205911636,-1.80604789853096,0.9268293976783752,-0.03398299367399886,0.15697468700818717,300,0.3552734375
5125,32,0.02,-9.31388449,32768,6,150.0,0.001,0.029933613,0.2,-0.013220854103565216,-1.7508911229670048,0.9053215384483337,-0.03527465451334137,0.17600473151542245,310,0.28388671875
5068,33,0.02,-9.50588485,33792,6,150.0,0.001,0.0248198,0.2,-0.03049132600426674,-1.776525118201971,0.7597721815109253,-0.02914670446771197,0.3138227405725047,320,0.27978515625
5034,34,0.02,-9.72197478,34816,6,150.0,0.001,0.045899272,0.2,-0.05278925225138664,-1.7518419101834297,0.9046946167945862,-0.05072283085319214,0.1481525418581441,330,0.358984375
5031,35,0.02,-9.76967159,35840,7,150.0,0.001,0.040382728,0.2,-0.014859242364764214,-1.6605261914432048,0.903142511844635,-0.03729524402297102,0.13599396792706103,340,0.334375
5030,36,0.02,-9.62493453,36864,7,150.0,0.001,0.03175238,0.2,-0.03410927951335907,-1.716655369848013,0.9169476628303528,-0.03496731804916635,0.14788370179012417,350,0.33857421875
5030,37,0.02,-9.58496951,37888,7,150.0,0.001,0.028696828,0.2,0.01167387142777443,-1.6415961869060993,0.8405057787895203,-0.029995857720496132,0.19631044105626644,360,0.325390625
5033,38,0.03,-9.406262790000001,38912,7,150.0,0.001,0.0336501,0.2,-0.027300385758280754,-1.6076445162296296,0.7720707654953003,-0.03510189467924647,0.20062859640456737,370,0.296875
5036,39,0.04,-8.583490359999999,39936,7,150.0,0.001,0.02748757,0.2,-0.01787557452917099,-1.596698734164238,0.813616156578064,-0.016967779770493508,0.36714940425008535,380,0.31044921875
5041,40,0.05,-8.513246819999999,40960,8,150.0,0.001,0.039476186,0.2,0.04178531467914581,-1.6023240625858306,0.8312984704971313,-0.03183179602492601,0.3501275443006307,390,0.36123046875
5043,41,0.05,-8.54668798,41984,8,150.0,0.001,0.030208085,0.2,0.022968199104070663,-1.6071330294013024,0.8067010641098022,-0.02458542048407253,0.22870019979309292,400,0.28125
5000,42,0.05,-8.41977654,43008,8,150.0,0.001,0.036642514,0.2,-0.028619986027479172,-1.6318096324801445,0.859066367149353,-0.028896496584638953,0.3044942510547116,410,0.29423828125
4999,43,0.08,-7.489714329999999,44032,8,150.0,0.001,0.026286898,0.2,-0.0005023665726184845,-1.5751413211226464,0.776053249835968,-0.038451553735649215,0.2868939498439431,420,0.31162109375
5002,44,0.1,-6.9938397,45056,9,150.0,0.001,0.02550401,0.2,0.012982163578271866,-1.5308658115565776,0.6990360021591187,-0.02574041861225851,0.4038233397528529,430,0.29892578125
5003,45,0.11,-6.79137167,46080,9,150.0,0.001,0.038907863,0.2,-0.006529480218887329,-1.5875369541347026,0.8167954087257385,-0.02673060637025628,0.3369345244485885,440,0.36708984375
5004,46,0.1,-7.45135946,47104,9,150.0,0.001,0.028278489,0.2,-0.016322162002325058,-1.6343920342624187,0.7143676280975342,-0.02899683387367986,0.36639887895435097,450,0.316015625
5008,47,0.1,-7.218903380000001,48128,9,150.0,0.001,0.03711751,0.2,-0.05531110614538193,-1.6405834607779979,0.7843902111053467,-0.03211530738917645,0.2831835163990036,460,0.33056640625
5011,48,0.11,-6.814195249999999,49152,9,150.0,0.001,0.037345115,0.2,-0.009205397218465805,-1.6141382470726966,0.8500714302062988,-0.030418664391618222,0.206822188408114,470,0.3474609375
5013,49,0.13,-6.139981690000001,50176,10,150.0,0.001,0.042713284,0.2,-0.02485252358019352,-1.5868239670991897,0.5572546720504761,-0.030733894498553127,0.2691928619984537,480,0.32734375
5015,50,0.13,-5.984109269999999,51200,10,150.0,0.001,0.030218018,0.2,0.06630069017410278,-1.6155489183962346,0.5733401775360107,-0.034754674043506385,0.2946545688435435,490,0.35517578125
5016,51,0.14,-5.4198156299999996,52224,10,150.0,0.001,0.03474293,0.2,-0.05073516443371773,-1.5435727961361407,0.5639325380325317,-0.03536774102249183,0.22990216712933034,500,0.36201171875
5018,52,0.15,-5.174705110000001,53248,10,150.0,0.001,0.033459604,0.2,0.009086407721042633,-1.6480557806789875,0.8118496537208557,-0.025186457674135455,0.26778031447902323,510,0.34951171875
5021,53,0.13,-5.4753644,54272,10,150.0,0.001,0.042733546,0.2,-0.03989241272211075,-1.6065180502831935,0.6745660901069641,-0.0327714363404084,0.3152642408851534,520,0.36162109375
5025,54,0.11,-5.30554064,55296,11,150.0,0.001,0.043114044,0.2,-0.0553685687482357,-1.6093868404626845,0.8876695036888123,-0.03772576185292564,0.12760861141141505,530,0.39296875
5027,55,0.11,-4.89314432,56320,11,150.0,0.001,0.042531785,0.2,-0.03563921898603439,-1.4956769578158855,0.6873242855072021,-0.04790276578278281,0.219044918124564,540,0.356640625
5030,56,0.11,-4.394032510000001,57344,11,150.0,0.001,0.03434474,0.2,-0.015510674566030502,-1.5648162961006165,0.6611393690109253,-0.03733242232701741,0.20941403650213034,550,0.320703125
5033,57,0.11,-4.386589809999999,58368,11,150.0,0.001,0.037973873,0.2,-0.053246624767780304,-1.5454325020313262,0.9268376231193542,-0.039072638226207344,0.12779560508206486,560,0.340625
5036,58,0.09,-5.28801982,59392,11,150.0,0.001,0.038925722,0.2,-0.006594749167561531,-1.57926304936409,0.6378921866416931,-0.032675920194014905,0.2029366321163252,570,0.3671875
5039,59,0.07,-5.4454793100000005,60416,11,150.0,0.001,0.041903064,0.2,-0.043382540345191956,-1.5548857390880584,0.8230133056640625,-0.033062824589433146,0.1917745529441163,580,0.35322265625
5038,60,0.08,-4.21162304,61440,12,150.0,0.001,0.038074143,0.2,-0.05148204788565636,-1.5271419703960418,0.7532955408096313,-0.03169759081501979,0.19217612722422928,590,0.36162109375
5041,61,0.1,-3.2392620900000004,62464,12,150.0,0.001,0.045310967,0.2,-0.026169057935476303,-1.4390354454517365,0.7430508136749268,-0.031047560955630615,0.24730535990092903,600,0.3458984375
5042,62,0.11,-3.2362438699999996,63488,12,150.0,0.001,0.03179801,0.2,-0.0562952384352684,-1.4122462317347526,0.6054482460021973,-0.02920321753481403,0.3066289328970015,610,0.33525390625
5043,63,0.08,-3.5693749899999996,64512,12,150.0,0.001,0.05126392,0.2,-0.025268372148275375,-1.5040372259914876,0.6814852952957153,-0.0496707207756117,0.2153209301875904,620,0.40302734375
5045,64,0.11,-2.8849338299999996,65536,12,150.0,0.001,0.030378073,0.2,-0.015197314321994781,-1.4230515152215957,0.6586756706237793,-0.03171712631592527,0.1884909146465361,630,0.3517578125
5046,65,0.12,-2.49954404,66560,13,150.0,0.001,0.02856849,0.2,0.06645658612251282,-1.341280774027109,0.5349864363670349,-0.02637167249340564,0.5057610508054495,640,0.282421875
5048,66,0.13,-2.2397699399999995,67584,13,150.0,0.001,0.03400707,0.2,-0.009609401226043701,-1.4068051621317863,0.7643423080444336,-0.027337578899459914,0.24353947883937507,650,0.32021484375
5048,67,0.14,-1.4518616400000002,68608,13,150.0,0.001,0.042687368,0.2,0.015620797872543335,-1.3417508356273173,0.6256606578826904,-0.028227326413616537,0.2992995536420494,660,0.3419921875
5048,68,0.16,-0.65062203,69632,13,150.0,0.001,0.026920097,0.2,0.06845859438180923,-1.45262605920434,0.5293434858322144,-0.015003117657033726,0.34155300660058857,670,0.338671875
5049,69,0.18,-0.22988355000000013,70656,13,150.0,0.001,0.039866716,0.2,-0.015284575521945953,-1.3789110377430915,0.6990796327590942,-0.028453508374514058,0.3984308846062049,680,0.320703125
5051,70,0.18,0.06265303999999969,71680,14,150.0,0.001,0.043465354,0.2,0.06928050518035889,-1.395340521633625,0.7292991280555725,-0.017032590333838016,0.2861523230560124,690,0.36240234375
5053,71,0.21,0.7752389799999999,72704,14,150.0,0.001,0.04278122,0.2,-0.011163409799337387,-1.4253423355519772,0.7571585178375244,-0.029182737623341382,0.23028717855922878,700,0.34453125
5054,72,0.21,0.7849834199999998,73728,14,150.0,0.001,0.03048985,0.2,0.016643188893795013,-1.3861223369836808,0.2089281678199768,-0.01938007654971443,0.4038605976384133,710,0.3650390625
5056,73,0.23,1.52649251,74752,14,150.0,0.001,0.052491184,0.2,-0.03257687762379646,-1.5658681094646454,0.8454596996307373,-0.04442662533256225,0.16914967008633539,720,0.3447265625
5055,74,0.24,1.56743862,75776,14,150.0,0.001,0.048626326,0.2,0.10119836777448654,-1.4751208148896695,0.6231157779693604,-0.023814382712589576,0.25318389490712434,730,0.3318359375
5056,75,0.25,1.6153544300000002,76800,15,150.0,0.001,0.036908608,0.2,-0.016914011910557747,-1.3896449945867062,0.6944948434829712,-0.03057436301605776,0.2314709564903751,740,0.32021484375
5058,76,0.25,1.5420156499999995,77824,15,150.0,0.001,0.050886355,0.2,0.07100005447864532,-1.4103092432022095,0.530359148979187,-0.02688788422383368,0.2571088131982833,750,0.3048828125
5058,77,0.26,2.2634784900000002,78848,15,150.0,0.001,0.042930808,0.2,-0.003740765154361725,-1.448960366100073,0.5431167483329773,-0.034905296482611446,0.2815907387062907,760,0.3158203125
5043,78,0.29,2.50054334,79872,15,150.0,0.001,0.04911541,0.2,0.0003998279571533203,-1.4082650423049927,0.7496955394744873,-0.022394218808040024,0.2879583325702697,770,0.33837890625
5044,79,0.28,2.1343679400000006,80896,16,150.0,0.001,0.033848286,0.2,0.01309339702129364,-1.4751631788909436,0.5917606353759766,-0.033916046214289966,0.2976113865617663,780,0.326171875
5046,80,0.31,2.6481652600000003,81920,16,150.0,0.001,0.03900504,0.2,0.004768200218677521,-1.4299059852957725,0.6634472608566284,-0.02760500930598937,0.3291394370608032,790,0.32197265625
5048,81,0.3,2.0010041800000002,82944,16,150.0,0.001,0.039314527,0.2,-0.012941557914018631,-1.3429490007460116,0.6570913791656494,-0.022889644632232375,0.3674156188033521,800,0.31728515625
5049,82,0.3,1.87836993,83968,16,150.0,0.001,0.032050166,0.2,0.09801863878965378,-1.4354635305702685,0.655572772026062,-0.030274529493181036,0.3276560960104689,810,0.3173828125
5051,83,0.28,1.1478367900000002,84992,16,150.0,0.001,0.054757982,0.2,0.005977824330329895,-1.2406825788319111,0.6283254623413086,-0.02303795647167135,0.3558646701741964,820,0.35166015625
5052,84,0.27,0.59759667,86016,17,150.0,0.001,0.080806956,0.2,-0.03855080157518387,-1.3367428965866566,0.7715535759925842,-0.034765494527528064,0.18584901141002774,830,0.35966796875
5052,85,0.29,1.2372700099999998,87040,17,150.0,0.001,0.041716695,0.2,0.08973656594753265,-1.315888948738575,0.3000888228416443,-0.02313432954251766,0.26304505014559254,840,0.32861328125
5054,86,0.28,0.91042537,88064,17,150.0,0.001,0.029761774,0.2,0.010234013199806213,-1.3947994276881217,0.5161731243133545,-0.022395521588623523,0.28082673114258794,850,0.34189453125
5055,87,0.28,1.18744259,89088,17,150.0,0.001,0.04539556,0.2,-0.03456258401274681,-1.4286220207810403,0.6524881720542908,-0.03298915920313448,0.22368905742187054,860,0.36298828125
5057,88,0.3,1.95395131,90112,17,150.0,0.001,0.033120476,0.2,-0.01519472524523735,-1.328880102932453,0.6783931255340576,-0.03180367814493366,0.3045429877238348,870,0.36884765625
5058,89,0.31,2.2146585500000002,91136,18,150.0,0.001,0.048120018,0.2,0.007818326354026794,-1.324070256948471,0.5277788639068604,-0.023163531217142007,0.40184846078045666,880,0.29775390625
5060,90,0.33,2.5930260499999997,92160,18,150.0,0.001,0.040002458,0.2,0.0010270215570926666,-1.3163748279213905,0.5589957237243652,-0.028473042708355933,0.259947153669782,890,0.31494140625
5062,91,0.34,2.8233611300000003,93184,18,150.0,0.001,0.052970737,0.2,0.01587749272584915,-1.478400556743145,0.37228071689605713,-0.03478390379459597,0.36966617964208126,900,0.38046875
5061,92,0.34,2.54601057,94208,18,150.0,0.001,0.037446856,0.2,-0.03487725183367729,-1.3489756546914577,0.7180978059768677,-0.024119271867675707,0.3897651527542621,910,0.32392578125
5062,93,0.33,2.35103033,95232,18,150.0,0.001,0.03601019,0.2,-0.026811331510543823,-1.4874391429126264,0.5577902793884277,-0.032101075467653575,0.48023868445307016,920,0.3603515625
5063,94,0.33,2.50328982,96256,19,150.0,0.001,0.056073077,0.2,-0.027005687355995178,-1.3493171721696853,0.5564628839492798,-0.01973234923207201,0.3777061236323789,930,0.32041015625
5062,95,0.31,2.47206149,97280,19,150.0,0.001,0.04243391,0.2,-0.013689152896404266,-1.4194576062262059,0.8754128217697144,-0.0336789641645737,0.3161055850563571,940,0.36689453125
5063,96,0.31,2.70935497,98304,19,150.0,0.001,0.033042256,0.2,0.03843872994184494,-1.3597251288592815,0.6635184288024902,-0.038469734753016384,0.43171086921356616,950,0.32705078125
5064,97,0.31,2.6900501300000004,99328,19,150.0,0.001,0.03521061,0.2,-0.02285877615213394,-1.2688025832176208,0.4797176718711853,-0.03999918652116321,0.3523819884285331,960,0.32392578125
5063,98,0.34,3.3539422299999995,100352,19,150.0,0.001,0.050738838,0.2,0.030637215822935104,-1.405726870149374,0.6297810077667236,-0.029595805529970674,0.24770297924987972,970,0.35498046875
