episode,total_timesteps,reward
1,600,-22.908
2,600,-22.9076
3,600,-17.0837
4,600,-8.2186
5,1200,-11.4493
6,1200,-16.2478
7,1200,-10.8294
8,1200,-26.872
9,1800,-16.6795
10,1800,-21.7579
11,1800,-15.9919
12,1800,-17.7456
13,2400,-17.8113
14,2400,-2.8277
15,2400,-8.339
16,2400,-11.0472
17,3000,-10.5399
18,3000,-23.1008
19,3000,-25.6158
20,3000,-21.8847
21,3600,-23.1457
22,3600,-29.9176
23,3600,-20.7547
24,3600,-15.3543
25,4200,-28.3146
26,4200,-22.8289
27,4200,-15.6011
28,4200,-5.7595
29,4800,-17.0311
30,4800,-20.1759
31,4800,-5.2355
32,4800,-6.8778
33,5400,-18.2917
34,5400,-19.5448
35,5400,-3.752
36,5400,-1.6976
37,6000,-21.2194
38,6000,-8.6664
39,6000,-28.2814
40,6000,-21.0378
41,6600,-18.767
42,6600,-30.427
43,6600,-15.3888
44,6600,-8.3052
45,7200,-21.6676
46,7200,-5.4723
47,7200,-18.0171
48,7200,-18.9169
49,7800,-18.4831
50,7800,-12.5303
51,7800,-19.4322
52,7800,-8.7947
53,8400,-13.3912
54,8400,-30.3716
55,8400,-14.5079
56,8400,-14.722
57,9000,-22.4666
58,9000,-14.8793
59,9000,-14.1101
60,9000,-23.4051
61,9600,-9.594
62,9600,-20.7626
63,9600,-16.9013
64,9600,-11.6172
65,10200,-16.6839
66,10200,-17.2035
67,10200,-16.9314
68,10200,-9.5987
69,10800,-1.0242
70,10800,-11.5591
71,10800,-19.1366
72,10800,-20.8348
73,11400,-6.9286
74,11400,-20.853
75,11400,-9.5765
76,11400,-17.6217
77,12000,-17.3861
78,12000,-0.7703
79,12000,-6.15
80,12000,-7.3296
81,12600,-23.6774
82,12600,-14.8199
83,12600,-23.3815
84,12600,-21.4928
85,13200,-20.051
86,13200,-25.0789
87,13200,-15.1569
88,13200,-18.4971
89,13800,-12.5661
90,13800,-12.9137
91,13800,-25.4262
92,13800,-21.7549
93,14400,-21.1683
94,14400,-1.9417
95,14400,-8.6601
96,14400,-18.1186
97,15000,-7.8925
98,15000,-12.3304
99,15000,-8.7184
100,15000,-19.2605
101,15600,0.2281
102,15600,-14.5984
103,15600,-20.0428
104,15600,-5.8456
105,16200,-19.254
106,16200,-9.2212
107,16200,-19.8737
108,16200,-11.8468
109,16800,-12.3693
110,16800,-15.4567
111,16800,-20.613
112,16800,-4.9114
113,17400,-11.3963
114,17400,-18.5958
115,17400,-14.1429
116,17400,-28.0438
117,18000,-15.2411
118,18000,-23.5265
119,18000,-9.9288
120,18000,-7.0145
121,18600,-17.1657
122,18600,-16.4508
123,18600,-29.0803
124,18600,-20.6127
125,19200,-12.781
126,19200,-23.3148
127,19200,-22.2393
128,19200,-18.2936
129,19800,-5.6522
130,19800,-13.9988
131,19800,-20.4132
132,19800,-20.2052
133,20400,-29.9359
134,20400,-12.7254
135,20400,-27.2395
136,20400,-30.7162
137,21000,-12.8155
138,21000,-22.1873
139,21000,-5.4729
140,21000,-18.3509
141,21600,-23.0412
142,21600,-18.2337
143,21600,-20.4507
144,21600,-28.0458
145,22200,-12.5094
146,22200,-16.9585
147,22200,-26.9321
148,22200,-13.9098
149,22800,-24.5561
150,22800,-7.6822
151,22800,-24.0042
152,22800,-27.7738
153,23400,-26.6412
154,23400,-10.636
155,23400,-20.3245
156,23400,-20.1054
157,24000,-12.9864
158,24000,-16.5925
159,24000,-15.733
160,24000,-10.1263
161,24600,-27.9346
162,24600,-6.39
163,24600,-22.9427
164,24600,-16.0483
165,25200,-16.7261
166,25200,-20.7087
167,25200,-26.3563
168,25200,-19.3133
169,25800,-26.4919
170,25800,-6.5732
171,25800,-22.9947
172,25800,-29.824
173,26400,-19.1693
174,26400,-19.6011
175,26400,-12.5841
176,26400,-18.0398
177,27000,-24.4422
178,27000,-23.4443
179,27000,-19.2843
180,27000,-24.5274
181,27600,-21.5022
182,27600,-23.6709
183,27600,-13.3723
184,27600,-18.2883
185,28200,-14.7789
186,28200,-16.142
187,28200,-11.2431
188,28200,-20.5596
189,28800,-6.0192
190,28800,-6.71
191,28800,-12.3678
192,28800,-22.1644
193,29400,-16.0551
194,29400,-15.752
195,29400,-9.1489
196,29400,-22.2034
197,30000,-18.2099
198,30000,-21.483
199,30000,-22.8536
200,30000,-11.3627
201,30600,-15.8294
202,30600,-23.4368
203,30600,-7.9504
204,30600,-5.0333
205,31200,-16.3031
206,31200,-12.2175
207,31200,-11.1335
208,31200,-21.8917
209,31800,-29.6163
210,31800,-12.2019
211,31800,-13.7572
212,31800,-7.2465
213,32400,-16.6901
214,32400,-9.3924
215,32400,-14.1117
216,32400,-21.8827
217,33000,-11.093
218,33000,-8.2066
219,33000,-12.4759
220,33000,-23.4671
221,33600,-21.393
222,33600,-12.7527
223,33600,-19.727
224,33600,-21.2733
225,34200,-22.0604
