time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/value_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/policy_loss,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean
22912,3,7241,358,0.9807772636413574,0.24076688289642334,0.0007,-2.136335849761963,357,-0.13161048293113708,-16.446675779999996,0.0,150.0
22976,3,7245,359,-0.8541556596755981,2.6524224281311035,0.0007,-2.1274797916412354,358,2.544463872909546,-16.446675779999996,0.0,150.0
23040,3,7247,360,-1.4890496730804443,0.7267932295799255,0.0007,-2.1255404949188232,359,-0.6203640699386597,-16.446675779999996,0.0,150.0
23104,3,7250,361,0.5075711011886597,2.85546612739563,0.0007,-2.1147055625915527,360,-0.8512932062149048,-16.446675779999996,0.0,150.0
23168,3,7252,362,0.6312817931175232,0.7067739367485046,0.0007,-2.1271374225616455,361,-0.5414009094238281,-16.446675779999996,0.0,150.0
23232,3,7255,363,0.3948884606361389,0.7300542593002319,0.0007,-2.1268973350524902,362,-1.043593168258667,-16.446675779999996,0.0,150.0
23296,3,7260,364,-0.20036113262176514,1.0031821727752686,0.0007,-2.130645751953125,363,-1.8592556715011597,-16.446675779999996,0.0,150.0
23360,3,7265,365,0.06790471076965332,0.8859081268310547,0.0007,-2.1280858516693115,364,-1.2578461170196533,-16.446675779999996,0.0,150.0
23424,3,7269,366,0.020960092544555664,1.9815280437469482,0.0007,-2.1296579837799072,365,-2.4406685829162598,-16.493818479999998,0.0,150.0
23488,3,7263,367,0.9667177200317383,0.5379573106765747,0.0007,-2.1384453773498535,366,-0.858496904373169,-16.493818479999998,0.0,150.0
23552,3,7260,368,0.5218985080718994,0.5823066234588623,0.0007,-2.148672580718994,367,-0.03448758274316788,-16.493818479999998,0.0,150.0
23616,3,7257,369,0.7066935896873474,0.6232073903083801,0.0007,-2.1268951892852783,368,0.5188891887664795,-16.493818479999998,0.0,150.0
23680,3,7144,370,-0.08010852336883545,2.159334182739258,0.0007,-2.1293742656707764,369,1.103111743927002,-16.493818479999998,0.0,150.0
23744,3,7126,371,0.5205600261688232,0.8814359903335571,0.0007,-2.133744239807129,370,-0.19881467521190643,-16.493818479999998,0.0,150.0
23808,3,7126,372,0.5717990398406982,0.6356489062309265,0.0007,-2.1323397159576416,371,-0.2030240148305893,-16.493818479999998,0.0,150.0
23872,3,7130,373,0.5727411508560181,0.3350013792514801,0.0007,-2.143554449081421,372,-1.0371980667114258,-16.493818479999998,0.0,150.0
23936,3,7134,374,-0.4775289297103882,0.42751544713974,0.0007,-2.1491358280181885,373,-1.0208220481872559,-16.493818479999998,0.0,150.0
24000,3,7137,375,0.018792331218719482,0.3550686836242676,0.0007,-2.1558785438537598,374,-0.8895304203033447,-16.299590369999997,0.0,150.0
24064,3,7139,376,0.016941964626312256,0.4195193350315094,0.0007,-2.1634440422058105,375,-0.8537759780883789,-16.299590369999997,0.0,150.0
24128,3,7142,377,0.639462947845459,0.7960807085037231,0.0007,-2.1324596405029297,376,0.43647265434265137,-16.299590369999997,0.0,150.0
24192,3,7145,378,0.7958912253379822,0.9129639267921448,0.0007,-2.130561351776123,377,-1.64278244972229,-16.299590369999997,0.0,150.0
24256,3,7150,379,0.5822286605834961,0.6596798300743103,0.0007,-2.135542869567871,378,-1.3863048553466797,-16.299590369999997,0.0,150.0
24320,3,7154,380,0.37552309036254883,2.3722803592681885,0.0007,-2.1362833976745605,379,1.8876774311065674,-16.299590369999997,0.0,150.0
24384,3,7157,381,0.3690412640571594,2.1467831134796143,0.0007,-2.1445791721343994,380,1.3498923778533936,-16.299590369999997,0.0,150.0
24448,3,7161,382,-0.5832606554031372,0.6469799280166626,0.0007,-2.141091823577881,381,-1.1845815181732178,-16.299590369999997,0.0,150.0
24512,3,7164,383,-0.031941890716552734,1.2075743675231934,0.0007,-2.142699956893921,382,-1.1040279865264893,-16.299590369999997,0.0,150.0
24576,3,7168,384,0.03379857540130615,1.8837413787841797,0.0007,-2.1463537216186523,383,-1.4927234649658203,-16.299590369999997,0.0,150.0
24640,3,7172,385,0.0545772910118103,1.4679908752441406,0.0007,-2.1474390029907227,384,-1.7869062423706055,-16.443994229999998,0.0,150.0
24704,3,7177,386,0.9557745456695557,0.7342219352722168,0.0007,-2.144441604614258,385,-1.2448382377624512,-16.443994229999998,0.0,150.0
24768,3,7182,387,0.7646580338478088,0.5254085659980774,0.0007,-2.144758939743042,386,0.412483811378479,-16.443994229999998,0.0,150.0
24832,3,7186,388,0.6798428297042847,0.5186244249343872,0.0007,-2.133039951324463,387,0.5132227540016174,-16.443994229999998,0.0,150.0
24896,3,7190,389,-0.3621917963027954,2.2186412811279297,0.0007,-2.1331844329833984,388,0.7612309455871582,-16.443994229999998,0.0,150.0
24960,3,7195,390,0.8118768334388733,0.2219778597354889,0.0007,-2.1115002632141113,389,-0.09827809780836105,-16.443994229999998,0.0,150.0
25024,3,7186,391,-0.19991350173950195,0.4622271656990051,0.0007,-2.083134651184082,390,-0.9928116202354431,-16.443994229999998,0.0,150.0
25088,3,7189,392,-0.07036292552947998,0.5034727454185486,0.0007,-2.093662738800049,391,-1.2035887241363525,-16.443994229999998,0.0,150.0
25152,3,7193,393,0.03654658794403076,1.0908862352371216,0.0007,-2.103144645690918,392,-1.6794272661209106,-16.443994229999998,0.0,150.0
25216,3,7196,394,0.029505670070648193,0.9204572439193726,0.0007,-2.109236240386963,393,-1.5012789964675903,-16.670863089999997,0.0,150.0
25280,3,7199,395,0.9774481654167175,0.41825857758522034,0.0007,-2.1049158573150635,394,-0.9118168950080872,-16.670863089999997,0.0,150.0
25344,3,7203,396,0.7735592722892761,0.6879212856292725,0.0007,-2.089296817779541,395,-0.9595329165458679,-16.670863089999997,0.0,150.0
25408,3,7207,397,0.8458236455917358,0.6240324974060059,0.0007,-2.0883564949035645,396,0.2863910496234894,-16.670863089999997,0.0,150.0
25472,3,7210,398,0.9267275929450989,0.3510141968727112,0.0007,-2.0800838470458984,397,-0.17044314742088318,-16.670863089999997,0.0,150.0
25536,3,7214,399,0.8404461145401001,1.8625562191009521,0.0007,-2.087392568588257,398,0.4544217586517334,-16.670863089999997,0.0,150.0
25600,3,7218,400,0.9398235082626343,0.49894601106643677,0.0007,-2.0873193740844727,399,-0.8825277090072632,-16.670863089999997,0.0,150.0
25664,3,7222,401,0.877983808517456,0.6887105703353882,0.0007,-2.084033250808716,400,-1.2342476844787598,-16.670863089999997,0.0,150.0
25728,3,7227,402,0.7373532056808472,0.6085929870605469,0.0007,-2.101409435272217,401,-1.2241604328155518,-16.670863089999997,0.0,150.0
25792,3,7231,403,0.4482400417327881,0.5840792655944824,0.0007,-2.120339870452881,402,-1.27081298828125,-16.670863089999997,0.0,150.0
25856,3,7234,404,-0.0954434871673584,0.2741583287715912,0.0007,-2.1195156574249268,403,-0.6216410398483276,-17.00415354,0.0,150.0
25920,3,7237,405,0.976022481918335,0.2507658302783966,0.0007,-2.1122055053710938,404,-0.6920388340950012,-17.00415354,0.0,150.0
25984,3,7240,406,-0.08669912815093994,1.905550479888916,0.0007,-2.1095633506774902,405,0.40438634157180786,-17.00415354,0.0,150.0
26048,3,7242,407,0.499477744102478,0.812587320804596,0.0007,-2.1225810050964355,406,-0.8431895971298218,-17.00415354,0.0,150.0
26112,3,7246,408,0.5688697099685669,0.8705212473869324,0.0007,-2.1322102546691895,407,0.96149080991745,-17.00415354,0.0,150.0
26176,3,7250,409,0.655139684677124,0.6156509518623352,0.0007,-2.137202262878418,408,0.436134397983551,-17.00415354,0.0,150.0
26240,3,7254,410,0.7545791268348694,0.3099140524864197,0.0007,-2.135561943054199,409,-0.6522069573402405,-17.00415354,0.0,150.0
26304,3,7256,411,0.6192675232887268,0.1847122311592102,0.0007,-2.139385223388672,410,-0.07810971885919571,-17.00415354,0.0,150.0
26368,3,7260,412,-0.29452812671661377,0.2913742661476135,0.0007,-2.1395740509033203,411,-0.36210373044013977,-17.00415354,0.0,150.0
26432,3,7263,413,0.02283555269241333,0.289115846157074,0.0007,-2.1468324661254883,412,-0.4092806577682495,-17.14829877,0.0,150.0
26496,3,7266,414,0.9922081828117371,0.11030193418264389,0.0007,-2.1421096324920654,413,-0.02120330184698105,-17.14829877,0.0,150.0
26560,3,7270,415,0.7934019565582275,0.40197792649269104,0.0007,-2.1360299587249756,414,-0.8829500079154968,-17.14829877,0.0,150.0
26624,3,7274,416,0.7947617769241333,0.44315803050994873,0.0007,-2.1430583000183105,415,-0.3941028118133545,-17.14829877,0.0,150.0
26688,3,7279,417,0.8985355496406555,0.12891504168510437,0.0007,-2.1531500816345215,416,0.1720399260520935,-17.14829877,0.0,150.0
26752,3,7283,418,0.5115772485733032,0.2998129725456238,0.0007,-2.1495134830474854,417,0.3969482183456421,-17.14829877,0.0,150.0
26816,3,7287,419,-1.720271110534668,0.37089377641677856,0.0007,-2.1372058391571045,418,-0.21085554361343384,-17.14829877,0.0,150.0
26880,3,7292,420,0.11583435535430908,0.2664015293121338,0.0007,-2.136749744415283,419,-0.548469066619873,-17.14829877,0.0,150.0
26944,3,7296,421,-0.004634261131286621,0.5850834250450134,0.0007,-2.138432502746582,420,-1.0582088232040405,-17.14829877,0.0,150.0
27008,3,7299,422,-0.015502452850341797,1.4497737884521484,0.0007,-2.1437768936157227,421,-2.182868480682373,-17.748920870000003,0.0,150.0
27072,3,7301,423,0.9092639088630676,1.6949771642684937,0.0007,-2.14258074760437,422,-2.134892225265503,-17.748920870000003,0.0,150.0
27136,3,7304,424,0.8208059072494507,0.4276340901851654,0.0007,-2.119596004486084,423,-0.7680405974388123,-17.748920870000003,0.0,150.0
27200,3,7307,425,0.3282109498977661,0.258504718542099,0.0007,-2.121411085128784,424,-0.06655661016702652,-17.748920870000003,0.0,150.0
27264,3,7311,426,0.16091829538345337,0.7529318928718567,0.0007,-2.117976188659668,425,0.46472474932670593,-17.748920870000003,0.0,150.0
27328,3,7314,427,0.3610164523124695,0.3140140771865845,0.0007,-2.123103141784668,426,0.725409746170044,-17.748920870000003,0.0,150.0
27392,3,7317,428,-0.34085774421691895,0.6900691986083984,0.0007,-2.119722366333008,427,0.7861576080322266,-17.748920870000003,0.0,150.0
27456,3,7321,429,-0.21962833404541016,0.1608773022890091,0.0007,-2.12569260597229,428,-0.19287928938865662,-17.748920870000003,0.0,150.0
27520,3,7324,430,-0.01194310188293457,2.460871696472168,0.0007,-2.1465439796447754,429,0.4564037322998047,-17.748920870000003,0.0,150.0
27584,3,7328,431,0.015596151351928711,2.1972484588623047,0.0007,-2.163139581680298,430,1.1417217254638672,-17.748920870000003,0.0,150.0
27648,3,7331,432,-0.005926251411437988,0.5281586050987244,0.0007,-2.16574764251709,431,-1.2647452354431152,-17.68354063,0.0,150.0
27712,3,7335,433,0.9342281222343445,0.34542378783226013,0.0007,-2.159139633178711,432,0.01805264875292778,-17.68354063,0.0,150.0
27776,3,7339,434,0.8027886748313904,0.7443625926971436,0.0007,-2.1604878902435303,433,0.9402394890785217,-17.68354063,0.0,150.0
27840,3,7343,435,-0.15185880661010742,1.7237013578414917,0.0007,-2.1597635746002197,434,0.8804858922958374,-17.68354063,0.0,150.0
27904,3,7347,436,0.5090640783309937,0.7480002045631409,0.0007,-2.1602416038513184,435,-0.947641909122467,-17.68354063,0.0,150.0
27968,3,7351,437,0.3299252390861511,1.432008981704712,0.0007,-2.1579527854919434,436,1.410099744796753,-17.68354063,0.0,150.0
28032,3,7353,438,-0.0768817663192749,2.903137445449829,0.0007,-2.1475679874420166,437,0.7577422857284546,-17.68354063,0.0,150.0
28096,3,7353,439,-0.027063608169555664,0.5242957472801208,0.0007,-2.1433253288269043,438,-0.3228064775466919,-17.68354063,0.0,150.0
28160,3,7356,440,-0.07482516765594482,0.7701330184936523,0.0007,-2.1084859371185303,439,0.5178146958351135,-17.68354063,0.0,150.0
