time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/value_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/policy_loss,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean
1408,0,7720,22,0.14459633827209473,0.18772569298744202,0.0007,-2.1334383487701416,21,0.7083497047424316,-17.06456,0.0,150.0
1472,0,7767,23,0.2073880434036255,1.0676281452178955,0.0007,-2.1336257457733154,22,1.280718445777893,-17.06456,0.0,150.0
1536,0,7820,24,0.4020967483520508,0.2306670844554901,0.0007,-2.136990547180176,23,-0.6392502188682556,-17.06456,0.0,150.0
1600,0,7844,25,0.15537047386169434,0.6204116344451904,0.0007,-2.1394028663635254,24,-1.413447380065918,-17.06456,0.0,150.0
1664,0,7829,26,0.17968887090682983,0.49133074283599854,0.0007,-2.1474125385284424,25,-1.2560628652572632,-17.06456,0.0,150.0
1728,0,7844,27,0.02763456106185913,1.5582354068756104,0.0007,-2.143800735473633,26,-2.2073378562927246,-17.06456,0.0,150.0
1792,0,7859,28,-0.035883545875549316,2.8274178504943848,0.0007,-2.133500814437866,27,-3.1794726848602295,-17.06456,0.0,150.0
1856,0,7881,29,-0.08127832412719727,2.6481356620788574,0.0007,-2.127110481262207,28,-2.656709909439087,-17.39094675,0.0,150.0
1920,0,7928,30,0.10559207201004028,0.9755270481109619,0.0007,-2.130739450454712,29,1.310101866722107,-17.39094675,0.0,150.0
1984,0,7976,31,0.08583366870880127,1.2412269115447998,0.0007,-2.1364409923553467,30,1.3539986610412598,-17.39094675,0.0,150.0
2048,0,8008,32,0.14900320768356323,0.5880193710327148,0.0007,-2.133530855178833,31,0.7531111240386963,-17.39094675,0.0,150.0
2112,0,8053,33,0.1584162712097168,0.1666557639837265,0.0007,-2.1341567039489746,32,0.14655235409736633,-17.39094675,0.0,150.0
2176,0,8087,34,0.053098082542419434,2.155463933944702,0.0007,-2.1520462036132812,33,1.58333420753479,-17.39094675,0.0,150.0
2240,0,8123,35,-0.27512550354003906,1.2978096008300781,0.0007,-2.160409927368164,34,0.6724926233291626,-17.39094675,0.0,150.0
2304,0,8138,36,0.07864880561828613,2.0932912826538086,0.0007,-2.1403398513793945,35,0.13065442442893982,-17.39094675,0.0,150.0
2368,0,8172,37,0.10384476184844971,1.5829768180847168,0.0007,-2.0962002277374268,36,-1.5312613248825073,-17.39094675,0.0,150.0
2432,0,8185,38,-0.0345989465713501,2.6804726123809814,0.0007,-2.117086410522461,37,-2.7858781814575195,-15.5447828125,0.0,150.0
2496,0,8187,39,0.4785270094871521,0.3896474242210388,0.0007,-2.122715473175049,38,-0.28324615955352783,-15.5447828125,0.0,150.0
2560,0,8103,40,0.27373039722442627,0.20972666144371033,0.0007,-2.1478514671325684,39,0.5207252502441406,-15.5447828125,0.0,150.0
2624,0,8074,41,0.30987298488616943,0.43032360076904297,0.0007,-2.1404294967651367,40,0.22563576698303223,-15.5447828125,0.0,150.0
2688,0,8028,42,-0.5893861055374146,0.8846638202667236,0.0007,-2.112532138824463,41,0.3590703010559082,-15.5447828125,0.0,150.0
2752,0,7940,43,0.44622713327407837,1.1268365383148193,0.0007,-2.101922035217285,42,-1.8173527717590332,-15.5447828125,0.0,150.0
2816,0,7891,44,0.3867267966270447,2.185483455657959,0.0007,-2.081676483154297,43,-1.9469799995422363,-15.5447828125,0.0,150.0
2880,0,7732,45,0.4422147870063782,2.147756576538086,0.0007,-2.0891523361206055,44,-2.388183832168579,-15.5447828125,0.0,150.0
2944,0,7666,46,0.2899287939071655,2.152550458908081,0.0007,-2.099489688873291,45,-2.536180019378662,-15.5447828125,0.0,150.0
3008,0,7557,47,0.10918450355529785,1.8665112257003784,0.0007,-2.1050853729248047,46,-2.2344298362731934,-16.492891649999997,0.0,150.0
3072,0,7376,48,0.3550909161567688,0.955237090587616,0.0007,-2.1172244548797607,47,-1.1759512424468994,-16.492891649999997,0.0,150.0
3136,0,7355,49,0.23087280988693237,0.2637135088443756,0.0007,-2.117001533508301,48,0.7757805585861206,-16.492891649999997,0.0,150.0
3200,0,7333,50,0.15669214725494385,0.23123009502887726,0.0007,-2.1073741912841797,49,0.10955339670181274,-16.492891649999997,0.0,150.0
3264,0,7317,51,0.4174894094467163,0.34383147954940796,0.0007,-2.070185661315918,50,-0.3282761573791504,-16.492891649999997,0.0,150.0
3328,0,7298,52,-0.16898179054260254,1.954011082649231,0.0007,-2.084517240524292,51,-0.05455414950847626,-16.492891649999997,0.0,150.0
3392,0,7283,53,0.0243380069732666,1.2325944900512695,0.0007,-2.0897953510284424,52,-1.9020136594772339,-16.492891649999997,0.0,150.0
3456,0,7270,54,-0.05345785617828369,1.7621493339538574,0.0007,-2.0818605422973633,53,-2.0134520530700684,-16.492891649999997,0.0,150.0
3520,0,7203,55,-0.052507877349853516,4.057023048400879,0.0007,-2.0882279872894287,54,-2.8538382053375244,-16.492891649999997,0.0,150.0
3584,0,7068,56,0.008491754531860352,3.6543073654174805,0.0007,-2.1012585163116455,55,-3.186992883682251,-16.492891649999997,0.0,150.0
3648,0,6971,57,0.05412501096725464,2.411684513092041,0.0007,-2.1184306144714355,56,-2.4679605960845947,-17.459590375,0.0,150.0
3712,0,6945,58,0.5309179425239563,0.29990246891975403,0.0007,-2.117318630218506,57,0.5525417327880859,-17.459590375,0.0,150.0
3776,0,6904,59,0.11381351947784424,0.3960117995738983,0.0007,-2.122795343399048,58,-0.26776883006095886,-17.459590375,0.0,150.0
3840,0,6891,60,0.23839247226715088,0.4587729275226593,0.0007,-2.105508804321289,59,-0.41829076409339905,-17.459590375,0.0,150.0
3904,0,6852,61,0.06861430406570435,0.9857698678970337,0.0007,-2.0945515632629395,60,0.1791599541902542,-17.459590375,0.0,150.0
3968,0,6784,62,0.18709754943847656,0.8856979012489319,0.0007,-2.061878204345703,61,-0.9187890887260437,-17.459590375,0.0,150.0
4032,0,6715,63,0.1217305064201355,1.9485139846801758,0.0007,-2.061840534210205,62,-0.8781373500823975,-17.459590375,0.0,150.0
4096,0,5456,64,0.24992209672927856,1.21043062210083,0.0007,-2.0766115188598633,63,-1.6368687152862549,-17.459590375,0.0,150.0
4160,0,5368,65,0.24148672819137573,1.416642189025879,0.0007,-2.0836243629455566,64,-1.9020440578460693,-17.459590375,0.0,150.0
4224,0,5310,66,0.2170400619506836,1.4616446495056152,0.0007,-2.0926108360290527,65,-1.8056610822677612,-17.554795357142858,0.0,150.0
4288,0,5277,67,0.6403208374977112,0.4012252390384674,0.0007,-2.0981643199920654,66,-0.6598678827285767,-17.554795357142858,0.0,150.0
4352,0,5286,68,0.15149307250976562,0.341776579618454,0.0007,-2.08109188079834,67,0.7545887231826782,-17.554795357142858,0.0,150.0
