rollout/success_rate,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate
0.0,13564,1024,-23.836927,0,200.0,1,,,,,,,,,,
0.0,9881,2048,-23.963324375000003,0,200.0,2,-2.192408323287964,-0.0068073969159740955,-0.4197756052017212,0.6479874239885248,0.011385825,0.07126785814762115,4,0.2,0.02197265625,0.0003
0.0,9610,3072,-23.98377891666667,0,200.0,3,-2.1766719818115234,-0.00513142763520591,0.7159376740455627,0.4403461270267144,0.008743299,0.004490538500249386,8,0.2,0.021728515625,0.0003
0.0,9461,4096,-24.028355799999996,0,200.0,4,-2.171415712684393,-0.005801312916446477,0.9154087901115417,0.3154408143600449,0.009133058,-0.013296252116560936,12,0.2,0.02978515625,0.0003
0.0,9323,5120,-23.897616791666668,0,200.0,5,-2.1692702919244766,-0.005964954441878945,0.962460994720459,0.2637080921558663,0.009698,0.03711974248290062,16,0.2,0.03125,0.0003
