episode,total_timesteps,reward
1,800,-23.8738
2,800,-24.2191
3,800,-23.4925
4,800,-23.7624
5,1600,-23.5202
6,1600,-24.1089
7,1600,-23.6927
8,1600,-25.0371
9,2400,-23.2629
10,2400,-23.5898
11,2400,-24.8051
12,2400,-24.4409
13,3200,-23.4822
14,3200,-23.0519
15,3200,-24.7191
16,3200,-24.1237
17,4000,-23.0626
18,4000,-25.7211
19,4000,-24.7332
20,4000,-23.8681
21,4800,-23.7313
22,4800,-23.1005
23,4800,-22.962
24,4800,-23.1819
