episode,total_timesteps,reward
1,150,-19.2357
2,300,-14.1265
3,450,-15.6056
4,600,-13.8086
5,750,-16.6343
6,900,-22.0383
7,1050,-14.0903
8,1200,-22.3458
9,1350,-4.8118
10,1500,-16.4362
11,1650,-23.4898
12,1800,-21.5932
13,1950,-24.3873
14,2100,-12.4204
15,2250,-18.2329
16,2400,-8.2549
17,2550,-22.4185
18,2700,-12.2697
19,2850,-23.2604
20,3000,-22.4423
21,3150,-1.5984
22,3300,-16.9258
23,3450,-8.1984
24,3600,-33.7944
25,3750,-8.1433
26,3900,-20.2632
27,4050,-9.9168
28,4200,-10.5752
29,4350,-21.3644
30,4500,-12.7233
31,4650,-9.7845
32,4800,-14.0149
33,4950,-22.0105
34,5100,-17.6894
35,5250,-16.813
36,5400,-20.4495
37,5550,-12.3873
38,5700,-12.6566
39,5850,-10.1641
40,6000,-24.4939
41,6150,-4.8989
42,6300,-15.5621
43,6450,-14.0397
44,6600,-12.9734
45,6750,-10.0212
46,6900,-24.2984
47,7050,-12.8907
48,7200,-13.427
49,7350,-2.1498
50,7500,-17.7053
51,7650,-26.1553
52,7800,-20.8111
53,7950,-12.5411
54,8100,-13.7218
55,8250,-29.5353
56,8400,-7.4055
57,8550,-19.3291
58,8700,-19.9934
59,8850,-9.5958
60,9000,-9.8833
61,9150,-13.3834
62,9300,-22.1181
63,9450,-18.8336
64,9600,-15.1984
65,9750,-15.6915
66,9900,-10.2904
67,10050,-26.8424
68,10200,-5.9657
69,10350,-14.9193
70,10500,-10.192
71,10650,-0.2248
72,10800,-13.1736
73,10950,-16.1324
74,11100,-24.0655
75,11250,-16.6182
76,11400,-11.569
77,11550,-17.209
78,11700,-15.1318
79,11850,-13.8745
80,12000,-20.0449
81,12150,-9.9
82,12300,-16.4864
83,12450,-13.2416
84,12600,-15.5307
85,12750,-14.4472
86,12900,-24.8059
87,13050,-15.3483
88,13200,-12.2661
89,13350,-2.5608
90,13500,-17.2807
91,13650,-20.2641
92,13800,-15.3878
93,13950,-12.8236
94,14100,-16.2745
95,14250,-22.0415
96,14400,-24.1881
97,14550,-6.2126
98,14700,-18.4587
99,14850,-7.0213
100,15000,-10.1383
101,15150,-12.6913
102,15300,-14.5145
103,15450,-17.5339
104,15600,-14.8268
105,15750,-17.2257
106,15900,-19.2523
107,16050,-17.2824
108,16200,-14.5287
109,16350,-16.3092
110,16500,-14.2164
111,16650,-8.179
112,16800,-16.6796
113,16950,-17.9009
114,17100,-19.3141
115,17250,-21.864
116,17400,-12.1862
117,17550,-16.0906
118,17700,-14.3741
119,17850,-3.2971
120,18000,-5.9921
121,18150,-12.2858
122,18300,-12.3286
123,18450,-6.0818
124,18600,-10.4013
125,18750,-8.7355
126,18900,-21.4965
127,19050,-19.7123
128,19200,-11.6034
129,19350,-5.1307
130,19500,-17.7398
131,19650,-13.2116
132,19800,-16.3674
133,19950,-8.2828
134,20100,-12.8666
135,20250,-23.4902
136,20400,-16.0909
137,20550,-6.7549
138,20700,-6.3871
139,20850,-18.0073
140,21000,-17.1267
141,21150,-8.423
142,21300,-13.633
143,21450,-18.2978
144,21600,-8.5962
145,21750,-18.5776
146,21900,-19.4708
147,22050,-6.6062
148,22200,-25.8815
149,22350,-20.0396
150,22500,-23.0278
151,22650,-1.5324
152,22800,-4.6203
153,22950,-17.1478
154,23100,-19.6633
155,23250,-12.667
156,23400,-10.6648
157,23550,-20.7123
158,23700,-24.3552
159,23850,-6.2543
160,24000,-16.7979
161,24150,-15.3597
162,24300,-18.1375
163,24450,3.7841
164,24600,-17.54
165,24750,-15.6728
166,24900,-4.406
167,25050,-19.6957
168,25200,-5.2547
169,25350,-23.4075
170,25500,-14.6154
171,25650,-33.4436
172,25800,-16.2976
173,25950,-7.273
174,26100,-18.8292
175,26250,-19.0875
176,26400,-19.5762
177,26550,-16.7025
178,26700,-5.9858
179,26850,-16.1804
180,27000,-4.0909
181,27150,-0.1735
182,27300,-17.9698
183,27450,-21.9105
184,27600,-6.1295
185,27750,-17.9053
186,27900,-5.9073
187,28050,-12.5147
188,28200,1.2829
189,28350,-14.3209
190,28500,-18.0236
191,28650,-1.261
192,28800,-13.4858
193,28950,-15.7043
194,29100,-18.7266
