time/total_timesteps,rollout/ep_rew_mean,train/entropy,train/policy_loss,train/value_loss
300,-16.6811,2.1927,-5.4997,19.1683
600,-15.6941,2.1913,-0.3294,10.9424
900,-16.9082,2.1882,-0.9572,16.0148
1200,-17.2356,2.1867,-0.5553,5.262
1500,-15.9133,2.1876,1.9241,19.2298
1800,-17.018,2.1818,-3.7844,7.0354
2100,-17.216,2.1824,0.0365,12.6431
2400,-16.7195,2.1781,2.0763,15.9483
2700,-16.7889,2.1773,0.275,12.3086
3000,-17.3951,2.1747,-1.1427,15.8086
3300,-16.6558,2.1734,1.7497,19.4139
3600,-17.0175,2.1673,-0.9994,40.8713
3900,-16.801,2.1703,1.3282,14.0915
4200,-16.3328,2.1701,3.0508,4.8433
4500,-16.3802,2.1662,-1.7389,14.942
4800,-16.1002,2.1651,-0.2904,4.9488
5100,-16.3207,2.1606,-2.7241,10.9126
5400,-16.4491,2.16,-1.4212,6.2683
5700,-16.2424,2.1633,2.8686,7.3922
6000,-16.2967,2.1598,0.0718,14.1028
6300,-16.0079,2.1568,2.1238,12.0237
6600,-15.8942,2.1552,0.8211,4.374
6900,-15.9492,2.1601,-1.3134,21.473
7200,-15.8329,2.1566,-0.3831,2.7584
7500,-15.5967,2.157,0.7892,13.0259
7800,-15.9,2.1594,-5.2756,43.1541
8100,-15.7975,2.1596,-1.9911,4.0902
8400,-15.893,2.1608,-1.0562,31.141
8700,-16.0229,2.1591,-0.8819,13.2918
9000,-15.8135,2.1605,5.0308,23.7211
9300,-15.876,2.1616,0.7686,12.8961
9600,-15.9116,2.1645,0.5818,3.847
9900,-15.8231,2.1656,1.3867,4.9331
10200,-15.8402,2.1687,-0.908,27.7248
10500,-15.7463,2.1688,-0.0708,2.9607
10800,-15.495,2.1692,2.8905,18.3777
11100,-15.6194,2.1741,-2.3295,18.9557
11400,-15.5793,2.168,-1.1173,3.0951
11700,-15.5944,2.1657,-0.4402,2.4443
12000,-15.6286,2.1672,-0.3003,5.8846
12300,-15.5692,2.1669,1.7938,13.7568
12600,-15.541,2.1584,0.8012,3.1657
12900,-15.636,2.1653,-1.7043,8.6329
13200,-15.5945,2.1593,3.7706,4.9112
13500,-15.4684,2.1635,1.4853,23.1572
13800,-15.5196,2.159,-2.7443,6.7491
