time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/learning_rate,train/explained_variance,train/value_loss,train/n_updates,train/policy_loss,train/entropy_loss,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean
7101,47,0,3008,0.0007,-0.012434840202331543,1.8558344841003418,46,-2.5119194984436035,-2.1102452278137207,0.0,-17.18556585,150.0
7109,48,0,3072,0.0007,0.3933732509613037,1.612922191619873,47,-2.022212505340576,-2.115577220916748,0.0,-17.18556585,150.0
7084,49,0,3136,0.0007,0.06237131357192993,0.3150169849395752,48,0.7422173023223877,-2.0700743198394775,0.0,-17.18556585,150.0
7108,50,0,3200,0.0007,0.14443761110305786,0.8140209317207336,49,0.9996472597122192,-2.0566515922546387,0.0,-17.18556585,150.0
7128,51,0,3264,0.0007,-1.4855709075927734,0.30728843808174133,50,0.42753690481185913,-2.0719728469848633,0.0,-17.18556585,150.0
7141,52,0,3328,0.0007,-0.14882969856262207,2.2132673263549805,51,-0.13645097613334656,-2.0499932765960693,0.0,-17.18556585,150.0
7166,53,0,3392,0.0007,-0.20317602157592773,1.7754076719284058,52,-1.2714279890060425,-1.9600329399108887,0.0,-17.18556585,150.0
7179,54,0,3456,0.0007,0.1476394534111023,1.408055067062378,53,-1.7127983570098877,-1.9800851345062256,0.0,-17.18556585,150.0
7191,55,0,3520,0.0007,0.10090094804763794,2.165302038192749,54,-2.5349082946777344,-1.984474778175354,0.0,-17.18556585,150.0
7177,56,0,3584,0.0007,0.11675351858139038,2.305978536605835,55,-2.6528055667877197,-1.9864661693572998,0.0,-17.18556585,150.0
7188,57,0,3648,0.0007,0.08925718069076538,1.8910082578659058,56,-2.367950439453125,-1.9913321733474731,0.0,-17.466083833333332,150.0
7202,58,0,3712,0.0007,0.682328462600708,0.33838582038879395,57,0.3867270350456238,-1.9699814319610596,0.0,-17.466083833333332,150.0
7223,59,0,3776,0.0007,-0.07512521743774414,0.16240428388118744,58,-0.10545924305915833,-1.9593713283538818,0.0,-17.466083833333332,150.0
7244,60,0,3840,0.0007,0.10556119680404663,0.730579674243927,59,0.5767212510108948,-2.0106539726257324,0.0,-17.466083833333332,150.0
7261,61,0,3904,0.0007,0.3368000388145447,0.4442676901817322,60,-0.8035975694656372,-1.9992865324020386,0.0,-17.466083833333332,150.0
7277,62,0,3968,0.0007,0.23476314544677734,0.6623774766921997,61,-0.551080048084259,-1.98594069480896,0.0,-17.466083833333332,150.0
7294,63,0,4032,0.0007,0.11255240440368652,2.0401246547698975,62,-2.2351489067077637,-2.002242088317871,0.0,-17.466083833333332,150.0
7291,64,0,4096,0.0007,0.04498028755187988,3.105700969696045,63,-2.958543539047241,-2.0135278701782227,0.0,-17.466083833333332,150.0
7307,65,0,4160,0.0007,0.0367969274520874,2.682413101196289,64,-2.8029961585998535,-2.024268865585327,0.0,-17.466083833333332,150.0
