time/total_timesteps,rollout/ep_rew_mean,train/entropy,train/policy_loss,train/value_loss
300,-15.7826,2.1928,-0.019,0.0
600,-17.082,2.186,-0.014,0.0
900,-16.1139,2.1752,-0.0338,0.0
1200,-15.6871,2.1619,-0.049,0.0
1500,-15.475,2.1484,0.0049,0.0
1800,-15.7116,2.1272,-0.0218,0.0
2100,-14.9482,2.1154,-0.0103,0.0
2400,-15.1286,2.1001,0.0053,0.0
2700,-15.3589,2.0842,0.0047,0.0
3000,-15.378,2.0682,0.0222,0.0
3300,-15.7706,2.0941,-0.0018,0.0
3600,-16.2317,2.0776,0.009,0.0
3900,-16.5153,2.0709,0.0149,0.0
4200,-16.5196,2.0658,-0.045,0.0
4500,-16.5593,2.0625,0.0204,0.0
4800,-16.14,2.0428,-0.1055,0.0
5100,-16.0311,2.0118,0.0393,0.0
5400,-16.258,2.023,0.0016,0.0
5700,-16.0711,1.9971,-0.0788,0.0
6000,-15.6417,1.9463,0.0158,0.0
6300,-16.0336,1.9849,0.0372,0.0
6600,-16.3826,1.9628,0.0254,0.0
6900,-16.4822,1.9591,0.0823,0.0
7200,-16.9208,1.9545,0.0217,0.0
7500,-17.2091,1.9147,0.098,0.0
7800,-17.4083,1.9118,0.1028,0.0
8100,-17.8037,1.9396,0.0933,0.0
8400,-17.8989,1.8837,0.063,0.0
8700,-17.856,1.9021,0.0313,0.0
9000,-17.8621,1.9288,0.0441,0.0
9300,-17.8954,1.934,-0.0088,0.0
9600,-17.8898,1.9546,0.0494,0.0
9900,-17.814,1.9393,-0.0246,0.0
10200,-17.6765,1.9904,0.0581,0.0
10500,-17.833,2.0323,0.0827,0.0
10800,-17.7696,2.0197,0.0597,0.0
11100,-17.8312,2.0583,0.0036,0.0
11400,-17.8898,2.0731,0.0159,0.0
11700,-17.8206,2.0807,0.0113,0.0
12000,-17.9857,2.1148,0.0233,0.0
12300,-18.0577,2.1263,-0.0048,0.0
12600,-18.1442,2.1361,-0.0012,0.0
12900,-18.1904,2.1474,-0.0151,0.0
13200,-18.1168,2.1427,-0.0264,0.0
13500,-18.082,2.1378,-0.0307,0.0
13800,-18.0718,2.1479,-0.0213,0.0
14100,-17.9695,2.1332,0.0385,0.0
14400,-17.9384,2.142,0.0004,0.0
14700,-17.8695,2.1457,-0.0119,0.0
15000,-17.9946,2.1507,-0.0159,0.0
15300,-18.0791,2.1394,-0.0322,0.0
15600,-18.0727,2.1471,0.0034,0.0
15900,-18.0236,2.1372,-0.0009,0.0
16200,-18.0444,2.13,-0.0282,0.0
16500,-18.036,2.1359,0.0004,0.0
16800,-17.8502,2.1204,-0.0265,0.0
17100,-17.9844,2.1231,-0.0447,0.0
17400,-18.0769,2.1276,-0.0009,0.0
17700,-17.963,2.1038,-0.0166,0.0
18000,-17.9912,2.1059,-0.0147,0.0
18300,-17.925,2.1047,-0.016,0.0
18600,-17.8255,2.1124,-0.0088,0.0
18900,-17.6657,2.0982,-0.0045,0.0
19200,-17.6825,2.1002,0.0295,0.0
19500,-17.7236,2.0957,-0.0002,0.0
19800,-17.7414,2.0805,0.0096,0.0
20100,-17.7839,2.1011,-0.0213,0.0
20400,-17.6517,2.0877,0.02,0.0
20700,-17.7202,2.0799,-0.005,0.0
21000,-17.8768,2.0732,-0.0325,0.0
21300,-17.6657,2.0627,-0.0162,0.0
21600,-17.5572,2.0754,0.0012,0.0
21900,-17.5171,2.0636,-0.0107,0.0
22200,-17.2556,2.0529,0.0186,0.0
22500,-17.0184,2.0616,0.0171,0.0
22800,-16.6509,2.0512,0.0216,0.0
23100,-16.4455,2.0807,0.0882,0.0
23400,-16.3485,2.0995,0.029,0.0
23700,-16.1076,2.0957,-0.0255,0.0
24000,-16.0112,2.1162,-0.0239,0.0
24300,-15.8536,2.118,-0.0391,0.0
24600,-15.8405,2.1095,-0.021,0.0
24900,-15.9191,2.1234,-0.0363,0.0
