episode,total_timesteps,reward
1,150,-17.5226
2,300,-20.8473
3,450,-19.6665
4,600,-10.8889
5,750,-14.9057
6,900,-21.5288
7,1050,-14.5576
8,1200,-18.3055
9,1350,-18.3428
10,1500,-16.6864
11,1650,-16.2699
12,1800,-16.9135
13,1950,-22.5368
14,2100,-6.1476
15,2250,-13.3515
16,2400,-30.3778
17,2550,-21.0828
18,2700,-17.5613
19,2850,-23.1747
20,3000,-20.9267
21,3150,-22.6726
22,3300,-21.4362
23,3450,-19.5958
24,3600,-16.5413
25,3750,-14.0522
26,3900,-13.4744
27,4050,-17.4416
28,4200,-20.6383
29,4350,-14.6202
30,4500,-21.7086
31,4650,-17.9748
32,4800,-20.105
33,4950,-13.0076
34,5100,-8.2429
35,5250,4.3374
36,5400,-13.3103
37,5550,-22.0552
38,5700,-20.6274
39,5850,-10.9064
40,6000,-21.9741
41,6150,-24.4231
42,6300,-4.8753
43,6450,1.7054
44,6600,-16.8258
45,6750,-19.2774
46,6900,-5.7048
47,7050,-3.4683
48,7200,-17.7852
49,7350,-21.0294
50,7500,-17.8896
51,7650,-9.8331
52,7800,-18.2781
53,7950,-9.747
54,8100,-21.7555
55,8250,-20.1092
56,8400,-18.3714
57,8550,-18.2445
58,8700,-25.4569
59,8850,-20.0452
60,9000,-16.2448
61,9150,-19.683
62,9300,-6.7394
63,9450,-2.6902
64,9600,-11.4513
65,9750,-12.1225
66,9900,-14.82
67,10050,-15.4588
68,10200,-13.7912
69,10350,-18.3102
70,10500,-23.9417
71,10650,-11.0123
72,10800,-21.6533
73,10950,-20.5515
74,11100,-16.2702
75,11250,-13.8776
76,11400,-12.2197
77,11550,-21.894
78,11700,-17.4898
79,11850,-18.8466
80,12000,-16.0282
81,12150,-19.6061
82,12300,-12.1957
83,12450,-15.1056
84,12600,-21.7941
85,12750,-15.6235
86,12900,-11.4431
87,13050,-15.1609
88,13200,7.2799
89,13350,-11.4614
90,13500,-12.7778
91,13650,-6.9094
92,13800,-23.0855
93,13950,-18.0875
94,14100,-12.282
95,14250,-3.4259
96,14400,-12.7237
97,14550,-23.9181
98,14700,-17.7802
99,14850,-13.6446
100,15000,-12.3307
101,15150,-9.7475
102,15300,-18.6588
103,15450,-23.8589
104,15600,-12.609
105,15750,-24.7368
