time/total_timesteps,rollout/ep_rew_mean,train/entropy,train/policy_loss,train/value_loss
600,-17.2313,2.1906,-4.9341,0.0
1200,-17.2779,2.1731,-4.3761,0.0
1800,-17.203,2.1575,-4.5722,0.0
2400,-17.4281,2.1575,-2.9048,0.0
3000,-18.0797,2.1492,-5.4976,0.0
3600,-18.41,2.1545,-5.2355,0.0
4200,-18.1231,2.1577,-4.6838,0.0
4800,-18.183,2.1618,-5.2447,0.0
5400,-17.0022,2.1527,-1.995,0.0
6000,-17.1911,2.1507,-3.8093,0.0
6600,-16.6378,2.1485,-1.8207,0.0
7200,-16.2145,2.1404,-2.4071,0.0
7800,-16.2563,2.142,-4.1806,0.0
8400,-16.3448,2.1326,-4.4394,0.0
9000,-16.5884,2.1372,-4.6723,0.0
9600,-16.1854,2.1427,-2.4615,0.0
10200,-16.0597,2.1435,-3.5964,0.0
10800,-16.208,2.1426,-3.9316,0.0
11400,-16.1828,2.1401,-5.1607,0.0
12000,-16.3019,2.1307,-4.7915,0.0
12600,-16.3435,2.1337,-4.4898,0.0
13200,-15.9978,2.1304,-1.5411,0.0
13800,-15.8917,2.1281,-3.4772,0.0
14400,-15.7141,2.1343,-3.6601,0.0
15000,-15.7623,2.1448,-4.1538,0.0
15600,-15.7218,2.1394,-4.3917,0.0
16200,-15.674,2.1345,-3.9167,0.0
16800,-15.6789,2.129,-4.4227,0.0
17400,-15.4976,2.1249,-4.2362,0.0
18000,-15.0989,2.118,-3.6131,0.0
18600,-14.9423,2.1077,-4.5886,0.0
19200,-15.2849,2.0847,-4.8625,0.0
19800,-15.2528,2.0692,-5.5016,0.0
20400,-15.621,2.0626,-3.9437,0.0
21000,-15.5522,2.0668,-5.227,0.0
21600,-15.9106,2.0523,-4.4583,0.0
22200,-16.0022,2.0508,-3.9929,0.0
22800,-15.9371,2.0473,-4.4853,0.0
23400,-15.9878,2.0378,-4.2089,0.0
24000,-16.0223,2.0252,-4.5766,0.0
24600,-16.5334,2.0086,-3.6012,0.0
25200,-16.7807,1.9874,-4.8916,0.0
25800,-16.8585,1.9836,-4.9028,0.0
26400,-16.8846,1.9429,-3.5875,0.0
27000,-16.9793,1.9208,-3.9225,0.0
27600,-17.017,1.8888,-4.5779,0.0
28200,-17.5297,1.8502,-4.1928,0.0
28800,-17.8422,1.8737,-2.9759,0.0
29400,-18.4086,1.8576,-3.9093,0.0
30000,-18.6807,1.8471,-4.5212,0.0
30600,-18.9936,1.8126,-3.0414,0.0
31200,-19.2766,1.8335,-3.869,0.0
31800,-19.4491,1.8202,-4.2047,0.0
32400,-19.8396,1.8411,-3.7308,0.0
33000,-20.1566,1.8301,-3.3439,0.0
33600,-20.3566,1.8311,-4.5334,0.0
34200,-20.2992,1.8252,-4.4412,0.0
34800,-20.6235,1.846,-4.2015,0.0
35400,-21.013,1.8454,-3.7827,0.0
36000,-21.2885,1.8714,-4.5843,0.0
36600,-21.3707,1.9082,-4.6992,0.0
37200,-21.8195,1.9235,-5.63,0.0
37800,-22.0828,1.9419,-5.3403,0.0
38400,-22.0537,1.9311,-3.2628,0.0
39000,-22.0362,1.905,-3.6151,0.0
39600,-22.0321,1.9241,-4.658,0.0
40200,-22.1277,1.9094,-4.7463,0.0
40800,-22.1564,1.8735,-4.562,0.0
41400,-22.3599,1.8403,-3.9996,0.0
42000,-22.2059,1.7772,-4.629,0.0
42600,-22.3532,1.7697,-4.0669,0.0
43200,-22.6814,1.7198,-4.4079,0.0
43800,-22.8786,1.6459,-3.0097,0.0
44400,-22.9982,1.5584,-3.6557,0.0
45000,-23.1342,1.4361,-3.5782,0.0
45600,-23.0796,1.3399,-3.0546,0.0
46200,-23.319,1.3825,-2.6912,0.0
46800,-23.5137,1.3165,-2.1822,0.0
47400,-23.5267,1.3228,-2.8663,0.0
48000,-23.9588,1.3334,-3.45,0.0
48600,-23.9777,1.3496,-2.8138,0.0
49200,-24.0746,1.3727,-3.8774,0.0
49800,-23.9965,1.3118,-2.3247,0.0
50400,-24.1969,1.3249,-3.2709,0.0
51000,-24.2547,1.3117,-3.1419,0.0
51600,-24.2992,1.2118,-2.8344,0.0
52200,-24.5749,1.2521,-3.2595,0.0
52800,-24.957,1.1828,-2.6079,0.0
53400,-25.491,1.1114,-2.1775,0.0
54000,-25.9367,1.0722,-1.9126,0.0
54600,-26.2043,1.0606,-2.7524,0.0
55200,-26.6168,1.0407,-2.3738,0.0
55800,-26.9914,1.0287,-2.3239,0.0
56400,-27.4341,1.0603,-2.5051,0.0
57000,-28.1305,1.0261,-2.3003,0.0
57600,-28.6294,1.007,-2.4378,0.0
58200,-28.6285,1.0025,-2.1727,0.0
58800,-28.6601,0.9463,-2.2462,0.0
59400,-28.9079,0.9659,-2.2351,0.0
60000,-29.1828,0.9215,-2.3882,0.0
60600,-29.6217,0.8343,-2.072,0.0
61200,-29.7703,0.7843,-1.5604,0.0
61800,-30.0812,0.713,-1.5116,0.0
62400,-30.5007,0.7646,-1.3648,0.0
63000,-30.5439,0.6932,-1.6521,0.0
63600,-30.8507,0.6754,-1.4201,0.0
64200,-31.096,0.7222,-1.5769,0.0
64800,-31.4289,0.7392,-1.9343,0.0
65400,-31.4915,0.7072,-1.4699,0.0
66000,-31.8363,0.8007,-1.5381,0.0
66600,-32.2446,0.7756,-1.7434,0.0
67200,-32.0872,0.7007,-1.7787,0.0
67800,-32.0117,0.7348,-1.4275,0.0
68400,-31.9821,0.7946,-1.6882,0.0
69000,-31.9827,0.7767,-2.074,0.0
69600,-32.1578,0.7777,-1.7825,0.0
70200,-32.2133,0.8195,-1.7052,0.0
70800,-32.1578,0.695,-1.7183,0.0
71400,-32.1533,0.6593,-1.6567,0.0
72000,-32.0062,0.6644,-1.1199,0.0
72600,-31.8418,0.6138,-1.3079,0.0
73200,-31.8984,0.6462,-1.3563,0.0
73800,-32.0018,0.6138,-1.3442,0.0
74400,-31.9607,0.6438,-1.3464,0.0
75000,-31.8794,0.5832,-1.0303,0.0
75600,-31.8595,0.6223,-1.1369,0.0
76200,-31.7714,0.7238,-0.9047,0.0
76800,-31.6936,0.6752,-1.2801,0.0
77400,-31.6055,0.7013,-1.304,0.0
78000,-31.8394,0.7532,-1.5938,0.0
78600,-32.0426,0.8674,-2.0156,0.0
79200,-32.094,0.9075,-1.9251,0.0
79800,-31.9722,0.8364,-1.9721,0.0
80400,-31.271,0.8558,-1.2434,0.0
81000,-31.0568,0.9966,-2.396,0.0
81600,-30.8242,0.9772,-2.0208,0.0
82200,-30.7524,1.0583,-2.3004,0.0
