rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/clip_range,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/loss,train/explained_variance,train/value_loss,train/entropy_loss
150.0,5168,6,0.02,-7.630545509999999,34816,17,0.2,160,-0.027378877726732753,0.17412109375,0.016011503,0.0003,0.02210238203406334,0.589817464351654,0.46595641495659945,-2.0275809314101934
150.0,5164,7,0.03,-7.0328112,36864,18,0.2,170,-0.021310443134279922,0.11337890625,0.011188198,0.0003,0.019170910120010376,0.4505290389060974,0.4550128564238548,-1.98693379573524
150.0,5162,7,0.04,-6.88585714,38912,19,0.2,180,-0.024887732416391372,0.1748046875,0.013775158,0.0003,0.009743347764015198,0.6072819828987122,0.47330894344486296,-1.9735027603805064
150.0,5154,7,0.07,-6.349665260000002,40960,20,0.2,190,-0.020244819414801895,0.129248046875,0.011804674,0.0003,0.08684006333351135,0.6520023345947266,0.447325943922624,-1.9825488075613975
150.0,5155,8,0.09,-5.9210319,43008,21,0.2,200,-0.018000790812948253,0.123486328125,0.013045985,0.0003,0.09625892341136932,0.5642421245574951,0.5005546189378947,-1.9111598271876573
150.0,5145,8,0.09,-5.760378190000001,45056,22,0.2,210,-0.022659328978625125,0.176416015625,0.016793193,0.0003,0.0352650061249733,0.6784453988075256,0.4766787099419162,-1.9607603702694179
150.0,5126,9,0.11,-4.879007400000001,47104,23,0.2,220,-0.022968418881646357,0.15126953125,0.014704107,0.0003,-0.00834999606013298,0.748956561088562,0.38110220776870846,-1.9482901554554701
150.0,5128,9,0.12,-5.03830916,49152,24,0.2,230,-0.0208630338544026,0.152587890625,0.014289174,0.0003,0.0077856555581092834,0.7633640766143799,0.4195435422239825,-1.8969736080616713
150.0,5125,9,0.15,-4.3298727900000005,51200,25,0.2,240,-0.02134776570746908,0.1404296875,0.011687939,0.0003,0.0873410701751709,0.6954909563064575,0.5308524612337351,-1.9319692835211755
150.0,5105,10,0.16,-3.8238993099999994,53248,26,0.2,250,-0.021314273060124834,0.15947265625,0.012962276,0.0003,0.04799984395503998,0.7906060218811035,0.4266366541851312,-1.8545598715543747
150.0,4887,11,0.12,-4.22135724,55296,27,0.2,260,-0.02348986635770416,0.18115234375,0.01735718,0.0003,0.09299466758966446,0.744345486164093,0.43401836128905413,-1.9307129226624966
150.0,4833,11,0.11,-3.7430025899999997,57344,28,0.2,270,-0.023391585156787187,0.1640625,0.015100689,0.0003,-0.010599009692668915,0.784564733505249,0.2872295262059197,-1.8380277898162602
150.0,4837,12,0.14,-3.1178559999999993,59392,29,0.2,280,-0.020833976785070263,0.14296875,0.011830829,0.0003,0.03331144154071808,0.7055143117904663,0.5120284987380728,-1.8580272693186999
150.0,4844,12,0.15,-2.8775397599999994,61440,30,0.2,290,-0.022759255608252715,0.1548828125,0.013452289,0.0003,0.11088386178016663,0.653759241104126,0.57391742519103,-1.8279554609209299
150.0,4831,13,0.16,-2.30568034,63488,31,0.2,300,-0.022579652196145616,0.165478515625,0.0135770105,0.0003,0.0660184919834137,0.6094764471054077,0.5661188778933137,-1.8308999627828597
150.0,4830,13,0.13,-2.15160228,65536,32,0.2,310,-0.021008891239762306,0.142041015625,0.01319363,0.0003,0.06753860414028168,0.8317478895187378,0.5036842843052,-1.7913390696048737
150.0,4835,13,0.15,-1.2228797500000004,67584,33,0.2,320,-0.021784627898887264,0.148193359375,0.013318807,0.0003,0.12232762575149536,0.8328149914741516,0.5547681245952845,-1.7404588591307402
150.0,4836,14,0.17,-0.9354211000000002,69632,34,0.2,330,-0.023979276575846597,0.173583984375,0.016022703,0.0003,0.09863729029893875,0.7160930037498474,0.4672689306316897,-1.7770543180406093
150.0,4842,14,0.17,-1.23348497,71680,35,0.2,340,-0.025979820056818426,0.188037109375,0.016222684,0.0003,0.022187866270542145,0.7669576406478882,0.4522494142409414,-1.6980086121708156
150.0,4845,15,0.15,-1.48365701,73728,36,0.2,350,-0.02501982784306165,0.16806640625,0.016882123,0.0003,0.06324058771133423,0.7241494655609131,0.4643292625434697,-1.7390682801604271
150.0,4850,15,0.13,-2.03116752,75776,37,0.2,360,-0.022047292528441176,0.188720703125,0.015047181,0.0003,0.03792929649353027,0.5932807922363281,0.35688270372338593,-1.7578419532626868
150.0,4857,16,0.14,-1.6740267000000002,77824,38,0.2,370,-0.02377032528165728,0.172705078125,0.016021632,0.0003,0.07148438692092896,0.7981973886489868,0.346561692818068,-1.748387375473976
150.0,4860,16,0.13,-2.5053825099999996,79872,39,0.2,380,-0.026041568935033864,0.183642578125,0.0147381965,0.0003,0.0629223957657814,0.6600827574729919,0.4577170943375677,-1.7437666404992342
150.0,4868,16,0.1,-2.9300795699999997,81920,40,0.2,390,-0.02003901576681528,0.16630859375,0.016140452,0.0003,0.03972025588154793,0.7373823523521423,0.3788837997242808,-1.6647581145167352
150.0,4872,17,0.1,-2.79042363,83968,41,0.2,400,-0.020627553746453486,0.16552734375,0.015373174,0.0003,0.08537789434194565,0.79355388879776,0.5001924813259393,-1.7418452233076096
150.0,4877,17,0.1,-2.3202898400000005,86016,42,0.2,410,-0.023813704823260194,0.19072265625,0.01888566,0.0003,0.008305974304676056,0.8609526753425598,0.3663240913534537,-1.6725242041051387
150.0,4882,18,0.12,-1.1910333199999998,88064,43,0.2,420,-0.01702187134360429,0.14248046875,0.012052413,0.0003,0.0567253977060318,0.8164831399917603,0.5088135686237365,-1.7097756691277026
150.0,4880,18,0.12,-0.37790355000000003,90112,44,0.2,430,-0.024218607760849407,0.18720703125,0.017189546,0.0003,0.0831487774848938,0.7370219826698303,0.4487805973971263,-1.6708181086927651
150.0,4885,18,0.14,0.67021614,92160,45,0.2,440,-0.020705313616781497,0.146826171875,0.01609458,0.0003,0.045010924339294434,0.7726115584373474,0.34280408909544346,-1.6218834277242422
150.0,4890,19,0.14,1.1729111499999998,94208,46,0.2,450,-0.023089003760833293,0.169921875,0.015456555,0.0003,-0.0009881407022476196,0.7806247472763062,0.33864106100518254,-1.6284001357853413
150.0,4883,19,0.15,1.05489629,96256,47,0.2,460,-0.016584262056858277,0.15302734375,0.014825198,0.0003,0.04719056189060211,0.716660737991333,0.401805960200727,-1.659340912476182
150.0,4880,20,0.17,1.8133287000000002,98304,48,0.2,470,-0.016442946347524412,0.152783203125,0.013704247,0.0003,0.019850004464387894,0.6937389969825745,0.3445534891448915,-1.5833420727401972
150.0,4870,20,0.17,2.52502546,100352,49,0.2,480,-0.019266572879860177,0.135888671875,0.014187425,0.0003,0.12598448991775513,0.7910376787185669,0.3992900602053851,-1.5767231706529856
150.0,4877,20,0.17,2.5614885600000004,102400,50,0.2,490,-0.023425914163817653,0.1638671875,0.015232514,0.0003,0.03714653104543686,0.797305166721344,0.3184575096471235,-1.5563982125371694
150.0,4886,21,0.19,3.4436202,104448,51,0.2,500,-0.01962738636211725,0.1353515625,0.017100658,0.0003,0.04118981212377548,0.7269763946533203,0.4668501364532858,-1.6091280598193407
150.0,4893,21,0.19,3.053943840000001,106496,52,0.2,510,-0.02140637362463167,0.1498046875,0.01608415,0.0003,0.012765929102897644,0.7989801168441772,0.35217626187950374,-1.6050138086080552
150.0,4899,22,0.2,3.1023183800000003,108544,53,0.2,520,-0.01722680989478249,0.15791015625,0.016057365,0.0003,0.015522487461566925,0.7133193016052246,0.37546460509765894,-1.6162316173315048
150.0,4903,22,0.22,4.156794810000001,110592,54,0.2,530,-0.024005760917498266,0.185693359375,0.019596316,0.0003,0.02173210307955742,0.5458366870880127,0.33566876910626886,-1.5904960356652738
150.0,4909,22,0.23,4.310472010000001,112640,55,0.2,540,-0.01816508777992567,0.127197265625,0.016662352,0.0003,0.03833372890949249,0.7041383385658264,0.3827760394429788,-1.5676600638777018
150.0,4912,23,0.22,4.18776814,114688,56,0.2,550,-0.020521115182782525,0.1533203125,0.015132647,0.0003,0.03282269835472107,0.731652557849884,0.3660567232873291,-1.5877056535333396
150.0,4918,23,0.24,4.65161791,116736,57,0.2,560,-0.017623374515096657,0.1572265625,0.015786605,0.0003,0.029518477618694305,0.8216136693954468,0.35398297097999604,-1.5957494609057903
150.0,4912,24,0.26,4.787861920000001,118784,58,0.2,570,-0.014831255574245005,0.138037109375,0.0117978705,0.0003,0.002471938729286194,0.6501026153564453,0.4087115949718282,-1.5774423584342003
150.0,4918,24,0.25,4.41782605,120832,59,0.2,580,-0.016209969329065644,0.1412109375,0.018511983,0.0003,0.05103438347578049,0.8501233458518982,0.5148277177009731,-1.5877656362950803
150.0,4921,24,0.28,5.459449260000001,122880,60,0.2,590,-0.020478728049783967,0.1390625,0.014984373,0.0003,0.02898651361465454,0.5999372005462646,0.427043348737061,-1.6060812152922153
150.0,4927,25,0.26,5.24760124,124928,61,0.2,600,-0.016723956684290896,0.14189453125,0.01290818,0.0003,0.04808824509382248,0.8892086148262024,0.5613774407655001,-1.5647716246545316
150.0,4931,25,0.26,5.46601857,126976,62,0.2,610,-0.018698754817887676,0.17099609375,0.016983557,0.0003,0.048403412103652954,0.8689713478088379,0.43065305780619384,-1.5915882620960473
150.0,4937,26,0.28,6.1229187000000005,129024,63,0.2,620,-0.01789533904666314,0.172412109375,0.013246348,0.0003,0.05181273818016052,0.792397141456604,0.38426184048876166,-1.546291371807456
150.0,4942,26,0.28,5.805638000000001,131072,64,0.2,630,-0.016736726419185288,0.152685546875,0.0134704765,0.0003,0.029646508395671844,0.873699963092804,0.5173690650612116,-1.498165611922741
150.0,4947,26,0.27,5.682468880000001,133120,65,0.2,640,-0.019876326793746558,0.167724609375,0.012532117,0.0003,0.04512283205986023,0.7673078775405884,0.4622747370041907,-1.511037365347147
150.0,4951,27,0.31,5.914295109999999,135168,66,0.2,650,-0.021384249597031158,0.167138671875,0.018920649,0.0003,0.015471205115318298,0.8248175382614136,0.49512443458661437,-1.508594486117363
150.0,4956,27,0.33,6.20005798,137216,67,0.2,660,-0.016924219473730774,0.16435546875,0.014432045,0.0003,0.07764136791229248,0.9036234021186829,0.555116249807179,-1.5204060297459363
150.0,4953,28,0.31,6.057762159999999,139264,68,0.2,670,-0.013358144879748578,0.147119140625,0.01893337,0.0003,0.08499950170516968,0.7527766823768616,0.6237948887515813,-1.463751981407404
150.0,4956,28,0.3,5.856349929999999,141312,69,0.2,680,-0.017945743865857365,0.16162109375,0.014446987,0.0003,0.14293602108955383,0.8163508176803589,0.5302707239752635,-1.5117577526718378
150.0,4960,28,0.31,6.1568751399999995,143360,70,0.2,690,-0.01717467366543133,0.161669921875,0.01492838,0.0003,0.04687781631946564,0.8597884774208069,0.431210704240948,-1.498024693131447
150.0,4963,29,0.32,5.992713159999998,145408,71,0.2,700,-0.0167844764131587,0.146044921875,0.013945267,0.0003,0.13856364786624908,0.8892332315444946,0.5810289481189101,-1.4892504099756478
150.0,4944,29,0.32,5.936713190000001,147456,72,0.2,710,-0.015030197708983905,0.142333984375,0.011966012,0.0003,0.15034087002277374,0.7178983092308044,0.6105836478061974,-1.4919606383889914
150.0,4928,30,0.32,6.15598747,149504,73,0.2,720,-0.021443229394208174,0.203125,0.019543074,0.0003,0.007585175335407257,0.8084750175476074,0.40901536513119935,-1.4423644356429577
150.0,4925,30,0.29,5.969096380000001,151552,74,0.2,730,-0.015369084388657939,0.1623046875,0.012042698,0.0003,0.08101485669612885,0.8782410621643066,0.418232487840578,-1.4777196820825338
150.0,4915,31,0.33,6.5110809000000005,153600,75,0.2,740,-0.01494978300179355,0.135546875,0.012073991,0.0003,0.03912869468331337,0.8659405708312988,0.41516237321775407,-1.4151469934731722
150.0,4906,31,0.32,6.299222370000001,155648,76,0.2,750,-0.02143102668924257,0.182177734375,0.017098248,0.0003,0.08511116355657578,0.9136028289794922,0.46994011017959564,-1.4431000530719758
150.0,4905,32,0.32,5.312969410000001,157696,77,0.2,760,-0.02338750017224811,0.1716796875,0.0205942,0.0003,0.06365206837654114,0.865395724773407,0.43844391708262265,-1.4444337401539087
150.0,4908,32,0.29,4.822916760000001,159744,78,0.2,770,-0.022447274485602974,0.152099609375,0.014690697,0.0003,0.04189549386501312,0.8863288164138794,0.4281356976367533,-1.4715123385190965
150.0,4889,33,0.3,4.644016730000001,161792,79,0.2,780,-0.017153457533277107,0.142578125,0.012130246,0.0003,0.04763340204954147,0.9081140756607056,0.4744826937559992,-1.4575145285576583
150.0,4893,33,0.3,4.93413166,163840,80,0.2,790,-0.01883996075921459,0.160302734375,0.015191889,0.0003,0.08255776762962341,0.8389557003974915,0.5725044628139585,-1.4669610057026148
150.0,4897,33,0.3,4.79066323,165888,81,0.2,800,-0.017648749345971736,0.177001953125,0.017340075,0.0003,0.08292500674724579,0.9359688758850098,0.5527697686105967,-1.445849161222577
150.0,4902,34,0.29,4.01893252,167936,82,0.2,810,-0.017621545659494586,0.13935546875,0.012867387,0.0003,0.10764378309249878,0.8876277804374695,0.7819250002037734,-1.3733058013021946
150.0,4906,34,0.28,3.7864348100000003,169984,83,0.2,820,-0.015402768121566624,0.127392578125,0.013628924,0.0003,0.1555042564868927,0.9249649047851562,0.7475881127174944,-1.4930823989212514
150.0,4909,35,0.31,4.55582232,172032,84,0.2,830,-0.015426695167843719,0.141015625,0.013839833,0.0003,0.031017344444990158,0.9329203367233276,0.5831447971519083,-1.4657324358820916
150.0,4913,35,0.33,4.991472849999999,174080,85,0.2,840,-0.020532092009671033,0.153515625,0.014453919,0.0003,0.0894513800740242,0.9312063455581665,0.648841817677021,-1.4564323082566262
150.0,4916,35,0.36,5.879143039999999,176128,86,0.2,850,-0.016540848575823476,0.16845703125,0.019051656,0.0003,0.15054170787334442,0.9633619785308838,0.6015210086479783,-1.438987623527646
150.0,4910,36,0.38,6.01392691,178176,87,0.2,860,-0.023603724887652788,0.150634765625,0.014347249,0.0003,0.10853060334920883,0.9523642063140869,0.6867879456374795,-1.417970073595643
150.0,4907,36,0.37,5.364633560000001,180224,88,0.2,870,-0.014703852582897525,0.185595703125,0.019685488,0.0003,0.1763220578432083,0.9683309197425842,0.5471651226282119,-1.4745072852820158
150.0,4910,37,0.38,5.68862754,182272,89,0.2,880,-0.01817888597288402,0.17060546875,0.018670049,0.0003,0.12266099452972412,0.9554828405380249,0.8165745158679784,-1.4271518893539905
150.0,4914,37,0.44,6.94947084,184320,90,0.2,890,-0.0206120011585881,0.176806640625,0.019912094,0.0003,0.22233468294143677,0.9435615539550781,0.8696209826506675,-1.4461048629134894
150.0,4918,37,0.44,7.108815149999999,186368,91,0.2,900,-0.013093474150809924,0.1462890625,0.018057495,0.0003,0.33736273646354675,0.9361242651939392,1.2718511292710901,-1.4041677333414555
150.0,4922,38,0.43,6.624345890000001,188416,92,0.2,910,-0.015674763459537645,0.15361328125,0.014530846,0.0003,0.11897836625576019,0.929771900177002,1.015158003102988,-1.4904449440538883
150.0,4927,38,0.41,6.030042239999999,190464,93,0.2,920,-0.01519921477593016,0.144091796875,0.014659405,0.0003,0.14155073463916779,0.9366380572319031,1.0772414604667575,-1.5958976697176694
150.0,4931,39,0.41,5.377318259999999,192512,94,0.2,930,-0.01962499749060953,0.143359375,0.013016882,0.0003,0.027483932673931122,0.9491598606109619,0.9160343809053302,-1.4313865352422
150.0,4928,39,0.4,5.50295556,194560,95,0.2,940,-0.01256904292094987,0.16064453125,0.01697832,0.0003,0.11552132666110992,0.9127880930900574,1.0996178375557064,-1.471194166317582
150.0,4931,39,0.39,5.318045079999998,196608,96,0.2,950,-0.01637212532950798,0.16171875,0.019252118,0.0003,0.1675407439470291,0.9452788233757019,0.9540342818014323,-1.42274383418262
150.0,4935,40,0.36,4.2501390500000005,198656,97,0.2,960,-0.014939318803953938,0.146484375,0.012278995,0.0003,0.19235223531723022,0.9478514194488525,1.017231565201655,-1.4798611160367727
150.0,4938,40,0.32,3.94416079,200704,98,0.2,970,-0.018803380701865536,0.132373046875,0.015544673,0.0003,0.22326375544071198,0.963235080242157,1.098641293682158,-1.4717614736407996
150.0,4942,41,0.3,4.0018769999999995,202752,99,0.2,980,-0.013627454689412843,0.162353515625,0.017420188,0.0003,0.06134533882141113,0.9351094365119934,0.6221866711508482,-1.5023926999419928
150.0,4946,41,0.26,3.62845501,204800,100,0.2,990,-0.014146886600065045,0.1587890625,0.014974261,0.0003,0.1782083809375763,0.9472206830978394,0.8624124779365957,-1.4719930328428745
150.0,4950,41,0.27,4.44767448,206848,101,0.2,1000,-0.018284750699240248,0.178955078125,0.015677534,0.0003,0.12622609734535217,0.9430773258209229,0.7953196895774454,-1.493414955213666
150.0,4951,42,0.26,4.48694931,208896,102,0.2,1010,-0.015147111054102425,0.15390625,0.013075716,0.0003,0.06943664699792862,0.9498883485794067,0.6989143959246575,-1.4284231811761856
150.0,4953,42,0.25,4.291921810000001,210944,103,0.2,1020,-0.017421181208919733,0.180859375,0.015742246,0.0003,0.14858581125736237,0.9549275040626526,0.71344730774872,-1.475311217457056
150.0,4956,42,0.26,4.50676046,212992,104,0.2,1030,-0.019739440688863397,0.196240234375,0.016996775,0.0003,0.09345827996730804,0.9268856048583984,0.768183636572212,-1.470574552938342
150.0,4960,43,0.25,3.7912497299999997,215040,105,0.2,1040,-0.01563193656911608,0.1962890625,0.01443259,0.0003,0.05744566768407822,0.9196611046791077,0.5981820478336886,-1.526745293289423
150.0,4962,43,0.28,3.8592952600000006,217088,106,0.2,1050,-0.016386233917728532,0.1787109375,0.020439483,0.0003,0.20124949514865875,0.9290516972541809,1.1449521648697556,-1.4939087625592946
150.0,4965,44,0.27,3.55512493,219136,107,0.2,1060,-0.016049869541893712,0.163330078125,0.01595732,0.0003,0.13454490900039673,0.9520879983901978,0.883718311227858,-1.385490208119154
150.0,4968,44,0.25,3.6809267099999987,221184,108,0.2,1070,-0.014866089497809298,0.214697265625,0.022622146,0.0003,0.04287351295351982,0.9618508219718933,0.5660281619988382,-1.513052025809884
150.0,4971,44,0.22,2.99867355,223232,109,0.2,1080,-0.020852669278974646,0.1744140625,0.015410985,0.0003,0.07409882545471191,0.9569420218467712,0.6766643915791064,-1.4349262848496438
150.0,4973,45,0.2,2.4416831500000002,225280,110,0.2,1090,-0.024175713758450002,0.19111328125,0.020482056,0.0003,0.07439868152141571,0.935405969619751,0.6753013618290424,-1.5418414510786533
150.0,4975,45,0.2,2.08576793,227328,111,0.2,1100,-0.01586268379469402,0.155029296875,0.012780146,0.0003,0.07977360486984253,0.9524593949317932,0.7031103683169931,-1.4219474986195564
150.0,4978,46,0.17,1.2157932999999999,229376,112,0.2,1110,-0.023635861673392357,0.19765625,0.02125621,0.0003,0.0026089586317539215,0.9394809007644653,0.6003497786354274,-1.494737295433879
150.0,4981,46,0.17,1.35226494,231424,113,0.2,1120,-0.01514807836501859,0.15078125,0.014362943,0.0003,0.05614473670721054,0.9491618871688843,0.6215431888122112,-1.5237002927809953
150.0,4984,46,0.16,1.23496248,233472,114,0.2,1130,-0.01477299153484637,0.188134765625,0.012104843,0.0003,0.21742527186870575,0.9643760919570923,0.6673693750053644,-1.4318470902740956
150.0,4984,47,0.19,1.18958648,235520,115,0.2,1140,-0.01830928000854328,0.172705078125,0.01599149,0.0003,0.1492301970720291,0.9513278603553772,0.8505694814957678,-1.4608589369803666
150.0,4985,47,0.22,1.0399964199999998,237568,116,0.2,1150,-0.020531293914245907,0.144287109375,0.014510444,0.0003,0.07616565376520157,0.9634207487106323,0.6714858774095773,-1.49442174769938
150.0,4984,48,0.27,2.1851184299999997,239616,117,0.2,1160,-0.01954818272497505,0.176513671875,0.029820934,0.0003,0.1980971395969391,0.967779815196991,1.0030410011298954,-1.4478848863393068
150.0,4964,48,0.29,3.02214942,241664,118,0.2,1170,-0.014867921860422939,0.1814453125,0.020869592,0.0003,0.2169838398694992,0.9570291042327881,0.6955553121864796,-1.407179979979992
150.0,4949,49,0.27,3.3473753599999996,243712,119,0.2,1180,-0.013084259902825579,0.17548828125,0.014946712,0.0003,0.03962760418653488,0.9643120169639587,0.7363149042706937,-1.4272067278623581
150.0,4945,49,0.29,3.62047865,245760,120,0.2,1190,-0.01146815607062308,0.1365234375,0.016650027,0.0003,0.14751765131950378,0.9300799369812012,0.9495323183946311,-1.5135596141219139
150.0,4943,50,0.27,3.1762224699999995,247808,121,0.2,1200,-0.014323320493713255,0.174267578125,0.019882482,0.0003,0.14336854219436646,0.9320927262306213,0.761199080105871,-1.4626114677637816
150.0,4945,50,0.3,3.8028018200000004,249856,122,0.2,1210,-0.018673719008802436,0.17587890625,0.01847863,0.0003,0.04714137315750122,0.9435561895370483,0.517157148802653,-1.521859133988619
150.0,4944,50,0.34,4.81412022,251904,123,0.2,1220,-0.014654609002172947,0.15732421875,0.01525417,0.0003,0.23084433376789093,0.9678150415420532,0.8521643775049597,-1.320540003478527
150.0,4946,51,0.3,4.2372272,253952,124,0.2,1230,-0.017223360676143783,0.175,0.01854965,0.0003,0.10348132252693176,0.9646685123443604,0.739645219128579,-1.3875000920146703
150.0,4945,51,0.35,4.58649035,256000,125,0.2,1240,-0.02063271643128246,0.19326171875,0.018007148,0.0003,0.13765200972557068,0.966530978679657,0.6402698418591172,-1.4526206970214843
150.0,4948,52,0.38,4.8056820799999995,258048,126,0.2,1250,-0.016072303944383748,0.1640625,0.01782552,0.0003,0.10640114545822144,0.9695667624473572,1.0127139425370841,-1.3132458779960872
150.0,4950,52,0.41,5.48302667,260096,127,0.2,1260,-0.013921025524905418,0.1294921875,0.01454822,0.0003,0.20482990145683289,0.9571880102157593,1.0157470932696016,-1.4772858809679748
150.0,4953,52,0.45,6.359034779999999,262144,128,0.2,1270,-0.013693090165907052,0.122998046875,0.015877064,0.0003,0.1793198585510254,0.9436540007591248,1.1019735671114177,-1.3795218694955111
150.0,4956,53,0.46,6.31119581,264192,129,0.2,1280,-0.014437647226441187,0.137060546875,0.015283315,0.0003,0.2257082313299179,0.9740859270095825,1.062944426992908,-1.318067031726241
150.0,4959,53,0.44,5.737117999999999,266240,130,0.2,1290,-0.016232647190918215,0.1380859375,0.019111857,0.0003,0.17853040993213654,0.9624975919723511,0.9496580995153636,-1.4319001235067845
150.0,4961,54,0.47,6.31187255,268288,131,0.2,1300,-0.011241300227993634,0.178271484375,0.01768375,0.0003,0.07136344909667969,0.9582729339599609,0.8098703671246767,-1.397262927517295
150.0,4963,54,0.42,5.3385951799999996,270336,132,0.2,1310,-0.013739683025050908,0.119921875,0.010217102,0.0003,0.14460010826587677,0.9715350270271301,1.2941650821827353,-1.3597848996520043
150.0,4965,54,0.46,5.85929304,272384,133,0.2,1320,-0.017150755421607756,0.145458984375,0.014493817,0.0003,0.0882323607802391,0.95953768491745,1.0045755250379442,-1.534840465337038
150.0,4968,55,0.53,6.08456405,274432,134,0.2,1330,-0.014289037557318807,0.139453125,0.017389487,0.0003,0.10577831417322159,0.9710210561752319,0.9354375576600432,-1.4280647587031126
150.0,4970,55,0.52,5.922500639999999,276480,135,0.2,1340,-0.014321746042696759,0.171435546875,0.014947069,0.0003,0.17778562009334564,0.9762571454048157,0.868671511951834,-1.3478355959057808
150.0,4973,56,0.52,5.72266617,278528,136,0.2,1350,-0.015536900308507028,0.164892578125,0.0157942,0.0003,0.10834264010190964,0.9755121469497681,1.0565500806085766,-1.3839631974697113
150.0,4975,56,0.54,5.76902994,280576,137,0.2,1360,-0.016053085555904546,0.140234375,0.010417305,0.0003,0.18341633677482605,0.9781405329704285,1.2312127041630447,-1.368896633386612
150.0,4978,56,0.55,5.7173093800000006,282624,138,0.2,1370,-0.014187810766452457,0.15478515625,0.019274822,0.0003,0.18975448608398438,0.9673230648040771,1.2947513615246862,-1.4068699195981025
150.0,4980,57,0.53,5.246817609999999,284672,139,0.2,1380,-0.009272967642755248,0.16474609375,0.01699116,0.0003,0.24982723593711853,0.9790720343589783,1.0218306195456535,-1.3714646626263858
150.0,4982,57,0.54,5.60367176,286720,140,0.2,1390,-0.02221235469332896,0.177197265625,0.021302309,0.0003,0.23360338807106018,0.9652767181396484,1.126498924382031,-1.47698660120368
150.0,4984,57,0.53,6.05903769,288768,141,0.2,1400,-0.013294883538037539,0.185498046875,0.020177228,0.0003,0.18911109864711761,0.9805361032485962,1.1448053068481385,-1.396560638025403
150.0,4985,58,0.52,5.783795640000001,290816,142,0.2,1410,-0.011790562354872237,0.10185546875,0.011307498,0.0003,0.3736783564090729,0.9786495566368103,1.35864516235888,-1.4010497137904168
