time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/learning_rate,train/loss,train/n_updates
150,-7.854846,0.9928750000000003,0,150.0,7154,0.0,1,,,
300,-12.2349255,0.98575,0,150.0,7328,0.0,2,,,
450,-15.307068999999998,0.9786250000000003,0,150.0,7447,0.0,3,,,
600,-14.036299499999998,0.9715,0,150.0,7426,0.0,4,,,
750,-15.2152696,0.9643750000000002,0,150.0,7481,0.0,5,,,
900,-13.067743166666666,0.9572499999999999,0,150.0,7455,0.0,6,,,
1050,-13.78671842857143,0.9501250000000002,0,150.0,5221,0.0,7,0.001,0.02407865971326828,12
1200,-15.002766874999999,0.943,0,150.0,5091,0.0,8,0.001,0.012665563262999058,49
1350,-15.122337666666665,0.9358750000000002,0,150.0,4983,0.0,9,0.001,0.007341277785599232,87
1500,-14.653411199999999,0.92875,0,150.0,4907,0.0,10,0.001,0.0110549945384264,124
1650,-14.283939181818182,0.9216250000000002,0,150.0,4847,0.0,11,0.001,0.01103302650153637,162
1800,-13.470613083333333,0.9145,0,150.0,4789,0.0,12,0.001,0.0037230176385492086,199
1950,-13.22811446153846,0.9073750000000002,0,150.0,4741,0.0,13,0.001,0.009255532175302505,237
2100,-13.584584071428571,0.9002499999999999,0,150.0,4706,0.0,14,0.001,0.04621635377407074,274
2250,-13.501260866666666,0.8931250000000002,0,150.0,4669,0.0,15,0.001,0.019604813307523727,312
2400,-13.6166294375,0.8859999999999999,0,150.0,4644,0.0,16,0.001,0.02458209916949272,349
2550,-13.62702017647059,0.8788750000000002,0,150.0,4613,0.0,17,0.001,0.02019299939274788,387
2700,-14.070932611111111,0.8717499999999999,0,150.0,4582,0.0,18,0.001,0.009127002209424973,424
2850,-13.891980210526317,0.8646250000000002,0,150.0,4553,0.0,19,0.001,0.021649813279509544,462
3000,-14.21969885,0.8574999999999999,0,150.0,4531,0.0,20,0.001,0.010560788214206696,499
3150,-13.615771857142859,0.8503750000000001,0,150.0,4511,0.0,21,0.001,0.025572802871465683,537
3300,-12.962499590909092,0.8432499999999998,0,150.0,4494,0.0,22,0.001,0.02752368524670601,574
3450,-12.554822000000001,0.8361250000000001,0,150.0,4478,0.0,23,0.001,0.02773411199450493,612
3600,-12.325568833333334,0.8289999999999998,0,150.0,4461,0.0,24,0.001,0.04344771429896355,649
3750,-12.71361756,0.8218750000000001,0,150.0,4444,0.0,25,0.001,0.029134538024663925,687
3900,-12.600588499999999,0.8147499999999999,0,150.0,4431,0.0,26,0.001,0.03276609629392624,724
4050,-12.389557148148148,0.807625,0,150.0,4413,0.0,27,0.001,0.03744833543896675,762
4200,-12.32237825,0.8004999999999999,0,150.0,4403,0.0,28,0.001,0.0462908111512661,799
4350,-12.372986620689655,0.7933750000000002,0,150.0,4392,0.0,29,0.001,0.024510227143764496,837
4500,-12.491412166666667,0.7862499999999998,1,150.0,4379,0.0,30,0.001,0.022786322981119156,874
4650,-12.897964193548386,0.7791250000000001,1,150.0,4368,0.0,31,0.001,0.03759540244936943,912
4800,-12.502106343749999,0.7719999999999998,1,150.0,4360,0.0,32,0.001,0.025890061631798744,949
4950,-12.428662727272725,0.7648750000000001,1,150.0,4351,0.0,33,0.001,0.03386694937944412,987
5100,-12.677020617647058,0.7577499999999998,1,150.0,4343,0.0,34,0.001,0.07626990228891373,1024
5250,-12.742018457142857,0.7506250000000001,1,150.0,4330,0.0,35,0.001,0.042572036385536194,1062
5400,-12.745751694444444,0.7434999999999998,1,150.0,4321,0.0,36,0.001,0.04484449326992035,1099
5550,-12.70294464864865,0.736375,1,150.0,4313,0.0,37,0.001,0.06176043301820755,1137
5700,-12.714365578947369,0.7292499999999997,1,150.0,4308,0.0,38,0.001,0.04880988597869873,1174
5850,-12.225569897435898,0.7221250000000001,1,150.0,4301,0.0,39,0.001,0.035084281116724014,1212
6000,-12.023243650000001,0.7149999999999997,1,150.0,4292,0.0,40,0.001,0.03687633201479912,1249
6150,-11.839926512195124,0.707875,1,150.0,4285,0.0,41,0.001,0.040684208273887634,1287
6300,-11.87384461904762,0.7007500000000003,1,150.0,4280,0.0,42,0.001,0.03189289942383766,1324
6450,-11.83866358139535,0.693625,1,150.0,4272,0.0,43,0.001,0.034794554114341736,1362
6600,-11.857799863636364,0.6864999999999998,1,150.0,4267,0.0,44,0.001,0.017196565866470337,1399
6750,-11.7063682,0.6793750000000001,1,150.0,4260,0.0,45,0.001,0.019328825175762177,1437
6900,-11.623918934782607,0.6722500000000002,1,150.0,4255,0.0,46,0.001,0.026085900142788887,1474
7050,-11.655906574468084,0.665125,1,150.0,4248,0.0,47,0.001,0.05526721104979515,1512
7200,-11.531398770833333,0.6580000000000004,1,150.0,4240,0.0,48,0.001,0.040199484676122665,1549
7350,-11.767225346938774,0.650875,1,150.0,4232,0.0,49,0.001,0.03331422060728073,1587
7500,-11.84579638,0.6437500000000003,1,150.0,4226,0.0,50,0.001,0.048758260905742645,1624
7650,-11.796288450980391,0.636625,1,150.0,4221,0.0,51,0.001,0.05279729887843132,1662
7800,-11.281172865384614,0.6295000000000002,1,150.0,4216,0.019230769230769232,52,0.001,0.05559568479657173,1699
7950,-11.289603566037734,0.6223749999999999,1,150.0,4211,0.018867924528301886,53,0.001,0.032561033964157104,1737
8100,-11.299404277777775,0.6152500000000002,1,150.0,4206,0.018518518518518517,54,0.001,0.045337267220020294,1774
8250,-11.346870272727271,0.608125,1,150.0,4200,0.01818181818181818,55,0.001,0.0687016025185585,1812
8400,-11.568526982142856,0.6010000000000002,2,150.0,4196,0.017857142857142856,56,0.001,0.03798520937561989,1849
8550,-11.498502543859649,0.5938749999999999,2,150.0,4192,0.017543859649122806,57,0.001,0.04866624251008034,1887
8700,-11.78790651724138,0.5867500000000002,2,150.0,4187,0.017241379310344827,58,0.001,0.016497816890478134,1924
8850,-11.657764559322032,0.5796249999999998,2,150.0,4181,0.01694915254237288,59,0.001,0.03386235237121582,1962
9000,-11.789840833333333,0.5725000000000002,2,150.0,4176,0.016666666666666666,60,0.001,0.03800810128450394,1999
9150,-11.598879360655738,0.565375,2,150.0,4171,0.01639344262295082,61,0.001,0.10321035236120224,2037
9300,-11.741086451612903,0.5582500000000001,2,150.0,4167,0.016129032258064516,62,0.001,0.055800892412662506,2074
9450,-11.873984476190476,0.5511249999999999,2,150.0,4162,0.015873015873015872,63,0.001,0.047513447701931,2112
9600,-11.862932375,0.5440000000000002,2,150.0,4158,0.015625,64,0.001,0.04920176416635513,2149
9750,-11.77126323076923,0.5368749999999999,2,150.0,4153,0.015384615384615385,65,0.001,0.053938478231430054,2187
9900,-11.842472333333333,0.5297500000000002,2,150.0,4148,0.015151515151515152,66,0.001,0.053036872297525406,2224
10050,-11.72018843283582,0.5226249999999999,2,150.0,4144,0.014925373134328358,67,0.001,0.049096785485744476,2262
10200,-11.766924205882352,0.5155000000000002,2,150.0,4141,0.014705882352941176,68,0.001,0.043747417628765106,2299
10350,-11.652106826086957,0.5083749999999999,2,150.0,4136,0.014492753623188406,69,0.001,0.05228105187416077,2337
10500,-11.869955957142858,0.5012500000000002,2,150.0,4131,0.014285714285714285,70,0.001,0.05524420738220215,2374
10650,-11.816765732394366,0.4941249999999999,2,150.0,4127,0.014084507042253521,71,0.001,0.026090718805789948,2412
10800,-11.828377555555555,0.4870000000000001,2,150.0,4122,0.013888888888888888,72,0.001,0.0356438010931015,2449
10950,-11.955380369863015,0.47987499999999983,2,150.0,4117,0.0136986301369863,73,0.001,0.05162593722343445,2487
11100,-12.019383972972975,0.4727500000000001,2,150.0,4072,0.013513513513513514,74,0.001,0.06167186424136162,2524
11250,-12.322200906666668,0.46562499999999984,2,150.0,4068,0.013333333333333334,75,0.001,0.03394703567028046,2562
11400,-12.144686157894737,0.45850000000000013,2,150.0,4065,0.013157894736842105,76,0.001,0.05972011014819145,2599
