time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/learning_rate,train/loss,train/n_updates
4050,-14.494908185185183,0.807625,0,150.0,4647,0.0,27,0.0005,0.02707374468445778,762
4200,-14.312718678571427,0.8004999999999999,0,150.0,4622,0.0,28,0.0005,0.03211166709661484,799
4350,-14.158368551724136,0.7933750000000002,0,150.0,4599,0.0,29,0.0005,0.06190335750579834,837
4500,-13.8459726,0.7862499999999998,0,150.0,4580,0.0,30,0.0005,0.01771552301943302,874
4650,-13.767449387096772,0.7791250000000001,1,150.0,4561,0.0,31,0.0005,0.036857541650533676,912
4800,-13.82333490625,0.7719999999999998,1,150.0,4547,0.0,32,0.0005,0.028896614909172058,949
4950,-13.371298545454547,0.7648750000000001,1,150.0,4525,0.0,33,0.0005,0.0411490797996521,987
5100,-13.595471705882353,0.7577499999999998,1,150.0,4386,0.0,34,0.0005,0.015629839152097702,1024
5250,-13.355601457142857,0.7506250000000001,1,150.0,4379,0.0,35,0.0005,0.02573017217218876,1062
5400,-13.182190944444445,0.7434999999999998,1,150.0,4366,0.0,36,0.0005,0.054506879299879074,1099
5550,-12.82414381081081,0.736375,1,150.0,4358,0.0,37,0.0005,0.02873331308364868,1137
5700,-13.155324315789473,0.7292499999999997,1,150.0,4350,0.0,38,0.0005,0.04769965261220932,1174
5850,-13.263245846153845,0.7221250000000001,1,150.0,4342,0.0,39,0.0005,0.051601193845272064,1212
6000,-13.19746425,0.7149999999999997,1,150.0,4332,0.0,40,0.0005,0.06330005824565887,1249
6150,-13.115654756097559,0.707875,1,150.0,4320,0.0,41,0.0005,0.0670098140835762,1287
6300,-13.151948404761903,0.7007500000000003,1,150.0,4312,0.0,42,0.0005,0.04269183427095413,1324
6450,-13.321081441860462,0.693625,1,150.0,4304,0.0,43,0.0005,0.07647452503442764,1362
6600,-13.20225459090909,0.6864999999999998,1,150.0,4298,0.0,44,0.0005,0.05047881603240967,1399
6750,-13.043536088888889,0.6793750000000001,1,150.0,4291,0.0,45,0.0005,0.033137351274490356,1437
6900,-12.859130847826085,0.6722500000000002,1,150.0,4285,0.0,46,0.0005,0.020304348319768906,1474
7050,-13.148417340425532,0.665125,1,150.0,4278,0.0,47,0.0005,0.04646360129117966,1512
7200,-12.664927791666665,0.6580000000000004,1,150.0,4273,0.020833333333333332,48,0.0005,0.021692663431167603,1549
7350,-12.677197857142856,0.650875,1,150.0,4264,0.02040816326530612,49,0.0005,0.08312051743268967,1587
7500,-12.741879579999999,0.6437500000000003,1,150.0,4256,0.02,50,0.0005,0.07115008682012558,1624
7650,-12.733734784313725,0.636625,1,150.0,4250,0.0196078431372549,51,0.0005,0.04361855611205101,1662
7800,-12.545074653846154,0.6295000000000002,1,150.0,4242,0.019230769230769232,52,0.0005,0.030669212341308594,1699
7950,-12.572073716981134,0.6223749999999999,1,150.0,4234,0.018867924528301886,53,0.0005,0.05673794075846672,1737
8100,-12.57544101851852,0.6152500000000002,1,150.0,4228,0.018518518518518517,54,0.0005,0.05782372131943703,1774
8250,-12.529227418181819,0.608125,1,150.0,4223,0.01818181818181818,55,0.0005,0.05146612226963043,1812
8400,-12.265773535714287,0.6010000000000002,1,150.0,4218,0.017857142857142856,56,0.0005,0.04885079711675644,1849
8550,-12.385987666666667,0.5938749999999999,2,150.0,4212,0.017543859649122806,57,0.0005,0.04922308027744293,1887
8700,-12.559183051724139,0.5867500000000002,2,150.0,4207,0.017241379310344827,58,0.0005,0.023811399936676025,1924
8850,-12.586398474576272,0.5796249999999998,2,150.0,4200,0.01694915254237288,59,0.0005,0.030901441350579262,1962
9000,-12.47752086666667,0.5725000000000002,2,150.0,4195,0.016666666666666666,60,0.0005,0.03907480090856552,1999
9150,-12.182893704918035,0.565375,2,150.0,4188,0.03278688524590164,61,0.0005,0.046482108533382416,2037
9300,-12.16255398387097,0.5582500000000001,2,150.0,4181,0.03225806451612903,62,0.0005,0.06069393828511238,2074
9450,-12.099117206349208,0.5511249999999999,2,150.0,4173,0.031746031746031744,63,0.0005,0.046601552516222,2112
9600,-11.825437734375,0.5440000000000002,2,150.0,4168,0.046875,64,0.0005,0.0496683195233345,2149
9750,-11.745947092307693,0.5368749999999999,2,150.0,4161,0.046153846153846156,65,0.0005,0.0328851118683815,2187
9900,-11.817275636363636,0.5297500000000002,2,150.0,4156,0.045454545454545456,66,0.0005,0.03350765258073807,2224
10050,-11.753313358208954,0.5226249999999999,2,150.0,4151,0.04477611940298507,67,0.0005,0.02220926061272621,2262
10200,-11.609829132352942,0.5155000000000002,2,150.0,4145,0.04411764705882353,68,0.0005,0.02102464996278286,2299
10350,-11.67775488405797,0.5083749999999999,2,150.0,4140,0.043478260869565216,69,0.0005,0.029329938814044,2337
10500,-11.433358742857143,0.5012500000000002,2,150.0,4136,0.04285714285714286,70,0.0005,0.0374014787375927,2374
10650,-11.368110450704226,0.4941249999999999,2,150.0,4131,0.04225352112676056,71,0.0005,0.027214599773287773,2412
10800,-11.353956041666667,0.4870000000000001,2,150.0,4125,0.041666666666666664,72,0.0005,0.03448566794395447,2449
10950,-11.362615369863013,0.47987499999999983,2,150.0,4121,0.0410958904109589,73,0.0005,0.026088425889611244,2487
11100,-11.200419959459458,0.4727500000000001,2,150.0,4116,0.04054054054054054,74,0.0005,0.03835481032729149,2524
11250,-11.120012946666666,0.46562499999999984,2,150.0,4112,0.04,75,0.0005,0.06460278481245041,2562
11400,-11.092607486842104,0.45850000000000013,2,150.0,4106,0.039473684210526314,76,0.0005,0.02082788571715355,2599
11550,-11.222367649350648,0.45137499999999986,2,150.0,4100,0.03896103896103896,77,0.0005,0.04524499922990799,2637
11700,-11.160569833333334,0.44425000000000014,2,150.0,4096,0.038461538461538464,78,0.0005,0.01830034703016281,2674
11850,-10.898746113924052,0.4371249999999999,2,150.0,4092,0.05063291139240506,79,0.0005,0.029986241832375526,2712
12000,-10.9940815625,0.43000000000000005,2,150.0,4088,0.05,80,0.0005,0.02452077344059944,2749
12150,-10.706522802469136,0.42287500000000033,2,150.0,4084,0.06172839506172839,81,0.0005,0.034876421093940735,2787
12300,-10.787048487804878,0.41575000000000006,3,150.0,4079,0.06097560975609756,82,0.0005,0.02648002654314041,2824
12450,-10.887364975903614,0.4086249999999998,3,150.0,4075,0.060240963855421686,83,0.0005,0.05143634229898453,2862
12600,-10.608329464285715,0.4015000000000001,3,150.0,4073,0.07142857142857142,84,0.0005,0.06557202339172363,2899
12750,-10.32874871764706,0.39437500000000036,3,150.0,4070,0.08235294117647059,85,0.0005,0.026950404047966003,2937
12900,-10.56041369767442,0.3872500000000001,3,150.0,4067,0.08139534883720931,86,0.0005,0.03234446048736572,2974
13050,-10.504327229885059,0.3801249999999997,3,150.0,4062,0.08045977011494253,87,0.0005,0.03239034488797188,3012
13200,-10.533835295454544,0.373,3,150.0,4058,0.07954545454545454,88,0.0005,0.05384022742509842,3049
13350,-10.571907966292136,0.3658750000000004,3,150.0,4054,0.07865168539325842,89,0.0005,0.033499542623758316,3087
13500,-10.547053066666667,0.35875,3,150.0,4050,0.07777777777777778,90,0.0005,0.015618311241269112,3124
13650,-10.280503384615384,0.35162499999999974,3,150.0,4047,0.08791208791208792,91,0.0005,0.029564544558525085,3162
13800,-10.038763543478261,0.34450000000000003,3,150.0,4044,0.09782608695652174,92,0.0005,0.0376790426671505,3199
13950,-10.01964417204301,0.3373750000000003,3,150.0,4039,0.0967741935483871,93,0.0005,0.034494612365961075,3237
14100,-10.045303638297872,0.33024999999999993,3,150.0,4036,0.09574468085106383,94,0.0005,0.029907148331403732,3274
14250,-10.03212945263158,0.3231250000000002,3,150.0,4033,0.09473684210526316,95,0.0005,0.037270594388246536,3312
14400,-10.016505989583333,0.31600000000000006,3,150.0,4031,0.09375,96,0.0005,0.030315589159727097,3349
14550,-9.8767206185567,0.30887500000000023,3,150.0,4027,0.09278350515463918,97,0.0005,0.015699515119194984,3387
14700,-9.914130928571428,0.30174999999999996,3,150.0,4022,0.09183673469387756,98,0.0005,0.047965098172426224,3424
14850,-10.06034002020202,0.29462500000000025,3,150.0,4018,0.09090909090909091,99,0.0005,0.03729664161801338,3462
15000,-10.019888669999998,0.2875,3,150.0,4014,0.09,100,0.0005,0.029194170609116554,3499
15150,-9.86084575,0.28037500000000015,3,150.0,4010,0.09,101,0.0005,0.028110239654779434,3537
15300,-9.9052273,0.27325,3,150.0,4007,0.09,102,0.0005,0.03782515600323677,3574
15450,-9.801994689999999,0.2661250000000003,3,150.0,4003,0.09,103,0.0005,0.038660064339637756,3612
15600,-9.43492476,0.2589999999999999,3,150.0,3999,0.1,104,0.0005,0.06887900084257126,3649
15750,-9.40621854,0.2518750000000002,3,150.0,3996,0.1,105,0.0005,0.021601255983114243,3687
15900,-9.50232587,0.2447499999999999,3,150.0,3993,0.1,106,0.0005,0.049782343208789825,3724
16050,-9.21958025,0.2376250000000002,4,150.0,3988,0.11,107,0.0005,0.04226041957736015,3762
16200,-9.02298913,0.23049999999999982,4,150.0,3986,0.11,108,0.0005,0.037681881338357925,3799
16350,-8.63162565,0.2233750000000002,4,150.0,3982,0.12,109,0.0005,0.1025526225566864,3837
16500,-8.439741640000001,0.21624999999999994,4,150.0,3980,0.12,110,0.0005,0.05047338083386421,3874
16650,-8.243679770000002,0.20912500000000012,4,150.0,3977,0.13,111,0.0005,0.04273998737335205,3912
16800,-8.06147801,0.20199999999999996,4,150.0,3973,0.13,112,0.0005,0.03944864124059677,3949
16950,-8.01089456,0.19487500000000013,4,150.0,3969,0.13,113,0.0005,0.03627484664320946,3987
17100,-7.679104130000001,0.18774999999999986,4,150.0,3965,0.14,114,0.0005,0.019823752343654633,4024
17250,-7.55791646,0.18062500000000004,4,150.0,3962,0.14,115,0.0005,0.044779740273952484,4062
17400,-7.3935173,0.17350000000000043,4,150.0,3960,0.15,116,0.0005,0.06524306535720825,4099
17550,-7.222034140000001,0.16637500000000016,4,150.0,3955,0.15,117,0.0005,0.028843984007835388,4137
17700,-7.49985332,0.15924999999999978,4,150.0,3952,0.15,118,0.0005,0.02500341646373272,4174
17850,-7.546823240000001,0.15212500000000018,4,150.0,3948,0.15,119,0.0005,0.036129433661699295,4212
18000,-7.6269558700000015,0.14500000000000035,4,150.0,3945,0.15,120,0.0005,0.037128619849681854,4249
18150,-7.562195290000002,0.13787500000000008,4,150.0,3942,0.15,121,0.0005,0.03055921569466591,4287
18300,-7.774053190000001,0.13074999999999992,4,150.0,3938,0.15,122,0.0005,0.02428981475532055,4324
18450,-7.645231860000001,0.1236250000000001,4,150.0,3934,0.15,123,0.0005,0.021284133195877075,4362
18600,-7.827040490000002,0.11650000000000038,4,150.0,3931,0.15,124,0.0005,0.04384489357471466,4399
18750,-7.99591072,0.10937500000000011,4,150.0,3928,0.15,125,0.0005,0.01601089909672737,4437
18900,-7.945541380000001,0.10224999999999984,4,150.0,3925,0.15,126,0.0005,0.10481247305870056,4474
19050,-7.82804317,0.09512500000000002,4,150.0,3922,0.15,127,0.0005,0.034632012248039246,4512
19200,-7.79097103,0.0880000000000003,4,150.0,3902,0.15,128,0.0005,0.03568068891763687,4549
19350,-7.772024139999998,0.08087500000000014,4,150.0,3898,0.15,129,0.0005,0.04554395377635956,4587
19500,-7.78038844,0.07374999999999976,5,150.0,3895,0.15,130,0.0005,0.052869297564029694,4624
19650,-7.77000383,0.06662500000000005,5,150.0,3892,0.15,131,0.0005,0.029735863208770752,4662
19800,-7.77921365,0.05950000000000033,5,150.0,3890,0.15,132,0.0005,0.04900265857577324,4699
19950,-7.9346599200000005,0.05237500000000006,5,150.0,3888,0.15,133,0.0005,0.030643586069345474,4737
20100,-7.79842279,0.05,5,150.0,3885,0.15,134,0.0005,0.05233973637223244,4774
20250,-7.96091341,0.05,5,150.0,3882,0.15,135,0.0005,0.05031362920999527,4812
20400,-7.947175059999999,0.05,5,150.0,3880,0.15,136,0.0005,0.03887757658958435,4849
20550,-7.953430190000001,0.05,5,150.0,3877,0.15,137,0.0005,0.05243440717458725,4887
20700,-7.891734169999999,0.05,5,150.0,3875,0.15,138,0.0005,0.03504377231001854,4924
20850,-7.99445695,0.05,5,150.0,3872,0.15,139,0.0005,0.06686607003211975,4962
21000,-8.16014907,0.05,5,150.0,3869,0.15,140,0.0005,0.02270742878317833,4999
21150,-8.127346,0.05,5,150.0,3866,0.15,141,0.0005,0.029986409470438957,5037
21300,-8.066632219999999,0.05,5,150.0,3864,0.15,142,0.0005,0.025472387671470642,5074
21450,-7.898954219999999,0.05,5,150.0,3861,0.15,143,0.0005,0.0434655025601387,5112
21600,-7.90058736,0.05,5,150.0,3858,0.15,144,0.0005,0.02942458540201187,5149
21750,-8.028538800000002,0.05,5,150.0,3856,0.15,145,0.0005,0.023541178554296494,5187
21900,-8.08310373,0.05,5,150.0,3854,0.15,146,0.0005,0.020600173622369766,5224
22050,-8.09212974,0.05,5,150.0,3851,0.15,147,0.0005,0.04473408684134483,5262
22200,-8.32720625,0.05,5,150.0,3850,0.14,148,0.0005,0.05559185519814491,5299
22350,-8.29500581,0.05,5,150.0,3847,0.14,149,0.0005,0.035950981080532074,5337
22500,-8.322580709999999,0.05,5,150.0,3845,0.14,150,0.0005,0.02406924217939377,5374
22650,-8.27757207,0.05,5,150.0,3842,0.14,151,0.0005,0.025633446872234344,5412
22800,-8.25853934,0.05,5,150.0,3840,0.14,152,0.0005,0.03701544925570488,5449
22950,-8.214433739999999,0.05,5,150.0,3838,0.14,153,0.0005,0.028486434370279312,5487
23100,-8.20363145,0.05,6,150.0,3836,0.14,154,0.0005,0.06115300580859184,5524
23250,-8.19046086,0.05,6,150.0,3834,0.14,155,0.0005,0.018998008221387863,5562
23400,-8.40698616,0.05,6,150.0,3832,0.14,156,0.0005,0.018554257228970528,5599
23550,-8.3979314,0.05,6,150.0,3830,0.14,157,0.0005,0.030769620090723038,5637
23700,-8.207870479999999,0.05,6,150.0,3828,0.14,158,0.0005,0.028788670897483826,5674
23850,-8.11005509,0.05,6,150.0,3826,0.14,159,0.0005,0.06265445798635483,5712
24000,-8.132612609999999,0.05,6,150.0,3824,0.14,160,0.0005,0.020440392196178436,5749
24150,-8.314233549999999,0.05,6,150.0,3822,0.13,161,0.0005,0.04966335743665695,5787
24300,-8.14914943,0.05,6,150.0,3820,0.14,162,0.0005,0.02846425771713257,5824
24450,-8.22914561,0.05,6,150.0,3818,0.14,163,0.0005,0.09795960783958435,5862
24600,-8.45372993,0.05,6,150.0,3816,0.13,164,0.0005,0.025684993714094162,5899
24750,-8.694731319999999,0.05,6,150.0,3814,0.13,165,0.0005,0.05237850546836853,5937
24900,-8.41864629,0.05,6,150.0,3812,0.13,166,0.0005,0.12504397332668304,5974
25050,-8.36896351,0.05,6,150.0,3807,0.13,167,0.0005,0.06345754116773605,6012
25200,-8.510095,0.05,6,150.0,3805,0.13,168,0.0005,0.05308603495359421,6049
25350,-8.438134600000001,0.05,6,150.0,3803,0.13,169,0.0005,0.02564118430018425,6087
25500,-8.74962545,0.05,6,150.0,3802,0.13,170,0.0005,0.05033200979232788,6124
25650,-8.58248089,0.05,6,150.0,3800,0.14,171,0.0005,0.02746070921421051,6162
25800,-8.48293494,0.05,6,150.0,3799,0.14,172,0.0005,0.0156254805624485,6199
25950,-8.3730846,0.05,6,150.0,3797,0.14,173,0.0005,0.053638774901628494,6237
26100,-8.469478969999999,0.05,6,150.0,3795,0.14,174,0.0005,0.03966338932514191,6274
26250,-8.453767269999998,0.05,6,150.0,3793,0.14,175,0.0005,0.06017458438873291,6312
26400,-8.5273826,0.05,6,150.0,3792,0.14,176,0.0005,0.02176145277917385,6349
26550,-8.43226318,0.05,7,150.0,3790,0.14,177,0.0005,0.029682908207178116,6387
26700,-8.40142294,0.05,7,150.0,3788,0.14,178,0.0005,0.03429605811834335,6424
26850,-8.53659017,0.05,7,150.0,3786,0.13,179,0.0005,0.02646583691239357,6462
27000,-8.59017138,0.05,7,150.0,3785,0.13,180,0.0005,0.038480356335639954,6499
27150,-8.913165020000001,0.05,7,150.0,3782,0.12,181,0.0005,0.020874442532658577,6537
27300,-8.719489829999999,0.05,7,150.0,3779,0.12,182,0.0005,0.024767685681581497,6574
27450,-8.611644159999999,0.05,7,150.0,3778,0.12,183,0.0005,0.04695429652929306,6612
27600,-8.86684225,0.05,7,150.0,3776,0.11,184,0.0005,0.0345953032374382,6649
27750,-9.101234530000001,0.05,7,150.0,3775,0.1,185,0.0005,0.04972725361585617,6687
27900,-9.05731866,0.05,7,150.0,3773,0.1,186,0.0005,0.03901810944080353,6724
28050,-9.123888950000001,0.05,7,150.0,3772,0.1,187,0.0005,0.0756445974111557,6762
28200,-8.9456582,0.05,7,150.0,3770,0.1,188,0.0005,0.03955964744091034,6799
28350,-8.9089115,0.05,7,150.0,3768,0.1,189,0.0005,0.04476144537329674,6837
28500,-8.887465650000001,0.05,7,150.0,3767,0.1,190,0.0005,0.046529337763786316,6874
28650,-9.13524807,0.05,7,150.0,3765,0.09,191,0.0005,0.03988701105117798,6912
28800,-9.27408819,0.05,7,150.0,3763,0.08,192,0.0005,0.05915723368525505,6949
28950,-9.065399919999999,0.05,7,150.0,3760,0.09,193,0.0005,0.0306853074580431,6987
29100,-9.014621479999999,0.05,7,150.0,3759,0.09,194,0.0005,0.02282623201608658,7024
29250,-8.93486996,0.05,7,150.0,3757,0.09,195,0.0005,0.026407647877931595,7062
29400,-8.923951420000002,0.05,7,150.0,3755,0.09,196,0.0005,0.060747742652893066,7099
29550,-9.270695070000002,0.05,7,150.0,3754,0.09,197,0.0005,0.026287458837032318,7137
29700,-9.185580080000001,0.05,7,150.0,3740,0.09,198,0.0005,0.05731620639562607,7174
29850,-9.042716570000001,0.05,8,150.0,3728,0.09,199,0.0005,0.032871317118406296,7212
30000,-9.27033454,0.05,8,150.0,3726,0.09,200,0.0005,0.045035578310489655,7249
30150,-9.27940341,0.05,8,150.0,3725,0.09,201,0.0005,0.03457612544298172,7287
30300,-9.05920271,0.05,8,150.0,3724,0.1,202,0.0005,0.022253744304180145,7324
30450,-9.01097533,0.05,8,150.0,3723,0.1,203,0.0005,0.04645029827952385,7362
30600,-9.32565906,0.05,8,150.0,3723,0.09,204,0.0005,0.03806541860103607,7399
30750,-9.436093190000001,0.05,8,150.0,3720,0.09,205,0.0005,0.0591573603451252,7437
30900,-9.16496162,0.05,8,150.0,3716,0.1,206,0.0005,0.017795927822589874,7474
31050,-9.386987099999999,0.05,8,150.0,3715,0.09,207,0.0005,0.024893121793866158,7512
31200,-9.451083139999998,0.05,8,150.0,3714,0.09,208,0.0005,0.02852482534945011,7549
31350,-9.89930214,0.05,8,150.0,3712,0.08,209,0.0005,0.03092903085052967,7587
31500,-9.9621329,0.05,8,150.0,3711,0.08,210,0.0005,0.04655047506093979,7624
31650,-10.14198734,0.05,8,150.0,3710,0.07,211,0.0005,0.03138228505849838,7662
31800,-10.3191724,0.05,8,150.0,3708,0.07,212,0.0005,0.06917527318000793,7699
31950,-10.331330859999998,0.05,8,150.0,3707,0.07,213,0.0005,0.03029514104127884,7737
32100,-10.308281820000001,0.05,8,150.0,3707,0.07,214,0.0005,0.03519104793667793,7774
32250,-10.299952639999999,0.05,8,150.0,3706,0.07,215,0.0005,0.0724162682890892,7812
32400,-10.324387269999999,0.05,8,150.0,3705,0.06,216,0.0005,0.08224451541900635,7849
32550,-10.29832461,0.05,8,150.0,3704,0.06,217,0.0005,0.055818237364292145,7887
32700,-10.10221943,0.05,8,150.0,3704,0.06,218,0.0005,0.03754962235689163,7924
32850,-10.22239641,0.05,8,150.0,3703,0.06,219,0.0005,0.021674878895282745,7962
33000,-10.27433839,0.05,8,150.0,3702,0.06,220,0.0005,0.08360612392425537,7999
33150,-10.36210781,0.05,8,150.0,3701,0.06,221,0.0005,0.037618204951286316,8037
33300,-10.01007431,0.05,8,150.0,3700,0.06,222,0.0005,0.07453414052724838,8074
33450,-10.186906950000001,0.05,9,150.0,3699,0.06,223,0.0005,0.059038423001766205,8112
33600,-9.95184624,0.05,9,150.0,3699,0.06,224,0.0005,0.12227664887905121,8149
33750,-9.82392266,0.05,9,150.0,3698,0.06,225,0.0005,0.024867508560419083,8187
33900,-9.85409112,0.05,9,150.0,3697,0.06,226,0.0005,0.04046771675348282,8224
34050,-10.037507,0.05,9,150.0,3697,0.06,227,0.0005,0.0215986929833889,8262
34200,-9.963172539999999,0.05,9,150.0,3696,0.06,228,0.0005,0.037298306822776794,8299
34350,-9.832186339999998,0.05,9,150.0,3695,0.06,229,0.0005,0.0493670217692852,8337
34500,-9.838349689999998,0.05,9,150.0,3694,0.06,230,0.0005,0.06528367102146149,8374
34650,-9.888525589999999,0.05,9,150.0,3693,0.06,231,0.0005,0.02331782504916191,8412
34800,-9.820804599999997,0.05,9,150.0,3692,0.06,232,0.0005,0.12638580799102783,8449
34950,-9.577312419999998,0.05,9,150.0,3691,0.07,233,0.0005,0.018747014924883842,8487
35100,-9.649374989999998,0.05,9,150.0,3691,0.07,234,0.0005,0.01969490759074688,8524
35250,-9.339907419999998,0.05,9,150.0,3690,0.08,235,0.0005,0.05859855189919472,8562
35400,-9.522548209999998,0.05,9,150.0,3689,0.08,236,0.0005,0.030572544783353806,8599
35550,-9.59454348,0.05,9,150.0,3688,0.08,237,0.0005,0.015442032366991043,8637
35700,-9.55152197,0.05,9,150.0,3688,0.08,238,0.0005,0.04880397394299507,8674
35850,-9.436068740000001,0.05,9,150.0,3688,0.08,239,0.0005,0.02187957800924778,8712
36000,-9.27170301,0.05,9,150.0,3687,0.08,240,0.0005,0.03199753165245056,8749
36150,-9.18857109,0.05,9,150.0,3686,0.08,241,0.0005,0.06759396195411682,8787
36300,-9.22222327,0.05,9,150.0,3686,0.08,242,0.0005,0.03269091993570328,8824
36450,-9.24594742,0.05,9,150.0,3685,0.08,243,0.0005,0.0305485799908638,8862
36600,-9.220100099999998,0.05,9,150.0,3684,0.08,244,0.0005,0.03215137869119644,8899
36750,-9.1253961,0.05,9,150.0,3683,0.08,245,0.0005,0.056387923657894135,8937
36900,-9.21502867,0.05,10,150.0,3683,0.08,246,0.0005,0.04888318479061127,8974
37050,-8.930041660000002,0.05,10,150.0,3682,0.08,247,0.0005,0.0286114439368248,9012
37200,-8.92686861,0.05,10,150.0,3681,0.08,248,0.0005,0.04459463432431221,9049
37350,-9.01530462,0.05,10,150.0,3680,0.08,249,0.0005,0.031663455069065094,9087
37500,-8.70420958,0.05,10,150.0,3680,0.09,250,0.0005,0.02136775478720665,9124
37650,-8.49410845,0.05,10,150.0,3679,0.1,251,0.0005,0.020532000809907913,9162
37800,-8.58576341,0.05,10,150.0,3678,0.1,252,0.0005,0.031131481751799583,9199
37950,-8.582566749999998,0.05,10,150.0,3678,0.1,253,0.0005,0.037383802235126495,9237
38100,-8.5360982,0.05,10,150.0,3677,0.1,254,0.0005,0.03543293848633766,9274
38250,-8.51601617,0.05,10,150.0,3676,0.1,255,0.0005,0.0230213962495327,9312
38400,-8.42756727,0.05,10,150.0,3675,0.1,256,0.0005,0.04803244769573212,9349
38550,-8.26376027,0.05,10,150.0,3674,0.1,257,0.0005,0.044868458062410355,9387
38700,-8.31988596,0.05,10,150.0,3674,0.1,258,0.0005,0.023829299956560135,9424
38850,-8.22341337,0.05,10,150.0,3674,0.1,259,0.0005,0.041423868387937546,9462
39000,-8.1749779,0.05,10,150.0,3673,0.1,260,0.0005,0.018101835623383522,9499
39150,-7.8910406,0.05,10,150.0,3672,0.11,261,0.0005,0.028608690947294235,9537
39300,-8.08835155,0.05,10,150.0,3672,0.1,262,0.0005,0.053710781037807465,9574
39450,-7.82970128,0.05,10,150.0,3671,0.11,263,0.0005,0.04333428665995598,9612
39600,-7.6344867700000005,0.05,10,150.0,3671,0.11,264,0.0005,0.07406777143478394,9649
39750,-7.427418409999999,0.05,10,150.0,3670,0.11,265,0.0005,0.03410414606332779,9687
39900,-7.63151576,0.05,10,150.0,3669,0.11,266,0.0005,0.04431958496570587,9724
40050,-7.67047331,0.05,10,150.0,3669,0.11,267,0.0005,0.039678625762462616,9762
40200,-7.603521590000001,0.05,10,150.0,3668,0.11,268,0.0005,0.04021197557449341,9799
40350,-7.654254089999999,0.05,11,150.0,3668,0.11,269,0.0005,0.053713612258434296,9837
40500,-7.540908189999999,0.05,11,150.0,3667,0.11,270,0.0005,0.014243341982364655,9874
40650,-7.848545579999999,0.05,11,150.0,3666,0.1,271,0.0005,0.024517524987459183,9912
40800,-7.990884659999999,0.05,11,150.0,3666,0.1,272,0.0005,0.0684669017791748,9949
40950,-8.10558051,0.05,11,150.0,3665,0.1,273,0.0005,0.018125539645552635,9987
41100,-8.08353856,0.05,11,150.0,3665,0.1,274,0.0005,0.021790094673633575,10024
41250,-8.01173827,0.05,11,150.0,3665,0.1,275,0.0005,0.03818218410015106,10062
41400,-7.84477377,0.05,11,150.0,3664,0.1,276,0.0005,0.03858361393213272,10099
41550,-7.817732680000001,0.05,11,150.0,3664,0.1,277,0.0005,0.08664530515670776,10137
41700,-7.86833116,0.05,11,150.0,3663,0.1,278,0.0005,0.031949419528245926,10174
