time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/learning_rate,train/loss,train/n_updates
150,-20.323902,0.9928750000000003,0,150.0,7176,0.0,1,,,
300,-21.475692000000002,0.98575,0,150.0,7224,0.0,2,,,
450,-18.809536333333337,0.9786250000000003,0,150.0,7230,0.0,3,,,
600,-18.487283,0.9715,0,150.0,7225,0.0,4,,,
750,-18.8935332,0.9643750000000002,0,150.0,7265,0.0,5,,,
900,-17.69679566666667,0.9572499999999999,0,150.0,7300,0.0,6,,,
1050,-18.401061571428574,0.9501250000000002,0,150.0,7006,0.0,7,0.0005,0.03228217735886574,12
1200,-16.584887375,0.943,0,150.0,6458,0.0,8,0.0005,0.004408096894621849,49
1350,-16.521557333333334,0.9358750000000002,0,150.0,6089,0.0,9,0.0005,0.05720654875040054,87
1500,-17.5262483,0.92875,0,150.0,5825,0.0,10,0.0005,0.008770324289798737,124
1650,-18.697348545454545,0.9216250000000002,0,150.0,5632,0.0,11,0.0005,0.0033479377161711454,162
1800,-18.44141825,0.9145,0,150.0,5481,0.0,12,0.0005,0.03265882283449173,199
1950,-18.15485753846154,0.9073750000000002,0,150.0,5341,0.0,13,0.0005,0.020789705216884613,237
2100,-18.44750607142857,0.9002499999999999,0,150.0,5242,0.0,14,0.0005,0.04584357142448425,274
2250,-18.4309662,0.8931250000000002,0,150.0,5146,0.0,15,0.0005,0.013373417779803276,312
2400,-17.810405875,0.8859999999999999,0,150.0,5072,0.0,16,0.0005,0.005423548631370068,349
2550,-17.61325217647059,0.8788750000000002,0,150.0,4998,0.0,17,0.0005,0.00885719247162342,387
2700,-16.886585888888888,0.8717499999999999,0,150.0,4944,0.0,18,0.0005,0.02575743943452835,424
2850,-16.67189405263158,0.8646250000000002,0,150.0,4898,0.0,19,0.0005,0.00992590095847845,462
3000,-15.425389050000001,0.8574999999999999,0,150.0,4853,0.05,20,0.0005,0.016928618773818016,499
3150,-15.793614285714288,0.8503750000000001,0,150.0,4813,0.047619047619047616,21,0.0005,0.03650974854826927,537
3300,-15.48951340909091,0.8432499999999998,0,150.0,4778,0.045454545454545456,22,0.0005,0.03582978993654251,574
3450,-15.018287608695653,0.8361250000000001,0,150.0,4743,0.043478260869565216,23,0.0005,0.036803681403398514,612
3600,-13.968668875,0.8289999999999998,0,150.0,4710,0.08333333333333333,24,0.0005,0.02595888264477253,649
3750,-13.948002200000001,0.8218750000000001,0,150.0,4683,0.08,25,0.0005,0.03321332484483719,687
3900,-13.658595538461539,0.8147499999999999,0,150.0,4660,0.07692307692307693,26,0.0005,0.047922104597091675,724
4050,-13.272217074074076,0.807625,0,150.0,4639,0.07407407407407407,27,0.0005,0.06401564180850983,762
4200,-13.367680500000002,0.8004999999999999,0,150.0,4619,0.07142857142857142,28,0.0005,0.04228568077087402,799
4350,-13.268962103448278,0.7933750000000002,0,150.0,4595,0.06896551724137931,29,0.0005,0.05130152404308319,837
4500,-13.407894633333335,0.7862499999999998,0,150.0,4579,0.06666666666666667,30,0.0005,0.040768567472696304,874
4650,-13.156132967741936,0.7791250000000001,1,150.0,4562,0.06451612903225806,31,0.0005,0.048174016177654266,912
4800,-13.3141048125,0.7719999999999998,1,150.0,4541,0.0625,32,0.0005,0.03803224116563797,949
4950,-13.314969333333332,0.7648750000000001,1,150.0,4524,0.06060606060606061,33,0.0005,0.050549574196338654,987
5100,-13.381182794117647,0.7577499999999998,1,150.0,4509,0.058823529411764705,34,0.0005,0.039413221180438995,1024
5250,-13.439025657142858,0.7506250000000001,1,150.0,4492,0.05714285714285714,35,0.0005,0.030650701373815536,1062
5400,-13.51627486111111,0.7434999999999998,1,150.0,4481,0.05555555555555555,36,0.0005,0.03447207435965538,1099
5550,-13.297787972972973,0.736375,1,150.0,4466,0.05405405405405406,37,0.0005,0.04941726475954056,1137
5700,-13.224135236842105,0.7292499999999997,1,150.0,4453,0.05263157894736842,38,0.0005,0.03914458677172661,1174
5850,-13.118532641025642,0.7221250000000001,1,150.0,4442,0.05128205128205128,39,0.0005,0.06257026642560959,1212
6000,-13.156004024999998,0.7149999999999997,1,150.0,4431,0.05,40,0.0005,0.049490056931972504,1249
6150,-12.96006075609756,0.707875,1,150.0,4421,0.04878048780487805,41,0.0005,0.03888631612062454,1287
6300,-13.041105,0.7007500000000003,1,150.0,4411,0.047619047619047616,42,0.0005,0.0308515802025795,1324
6450,-12.950711255813953,0.693625,1,150.0,4401,0.046511627906976744,43,0.0005,0.031832173466682434,1362
6600,-12.938734409090909,0.6864999999999998,1,150.0,4391,0.045454545454545456,44,0.0005,0.04600532725453377,1399
6750,-13.1024748,0.6793750000000001,1,150.0,4380,0.044444444444444446,45,0.0005,0.030465615913271904,1437
6900,-13.381217239130434,0.6722500000000002,1,150.0,4371,0.043478260869565216,46,0.0005,0.030493877828121185,1474
7050,-13.149008978723405,0.665125,1,150.0,4360,0.0425531914893617,47,0.0005,0.03499036654829979,1512
7200,-13.015503645833334,0.6580000000000004,1,150.0,4352,0.041666666666666664,48,0.0005,0.04458845779299736,1549
7350,-13.042683836734696,0.650875,1,150.0,4342,0.04081632653061224,49,0.0005,0.04646044224500656,1587
7500,-12.770580460000001,0.6437500000000003,1,150.0,4331,0.04,50,0.0005,0.039910122752189636,1624
7650,-12.740308549019609,0.636625,1,150.0,4321,0.0392156862745098,51,0.0005,0.04862299561500549,1662
7800,-12.34058055769231,0.6295000000000002,1,150.0,4315,0.057692307692307696,52,0.0005,0.07816606760025024,1699
7950,-12.467082698113211,0.6223749999999999,1,150.0,4305,0.05660377358490566,53,0.0005,0.027074076235294342,1737
8100,-12.212776111111113,0.6152500000000002,1,150.0,4299,0.05555555555555555,54,0.0005,0.09673187136650085,1774
8250,-12.12600841818182,0.608125,1,150.0,4292,0.05454545454545454,55,0.0005,0.027763856574892998,1812
8400,-12.168109660714284,0.6010000000000002,1,150.0,4284,0.05357142857142857,56,0.0005,0.04697895050048828,1849
8550,-12.273668771929824,0.5938749999999999,1,150.0,4277,0.05263157894736842,57,0.0005,0.056288089603185654,1887
8700,-12.20448698275862,0.5867500000000002,2,150.0,4270,0.05172413793103448,58,0.0005,0.06598485261201859,1924
8850,-12.311102288135592,0.5796249999999998,2,150.0,4262,0.05084745762711865,59,0.0005,0.06532800197601318,1962
9000,-12.536913216666665,0.5725000000000002,2,150.0,4254,0.05,60,0.0005,0.027680687606334686,1999
9150,-12.498019491803277,0.565375,2,150.0,4249,0.04918032786885246,61,0.0005,0.03507913649082184,2037
9300,-12.370068790322579,0.5582500000000001,2,150.0,4243,0.04838709677419355,62,0.0005,0.043890826404094696,2074
9450,-12.608311253968251,0.5511249999999999,2,150.0,4234,0.047619047619047616,63,0.0005,0.03912900760769844,2112
9600,-12.62739925,0.5440000000000002,2,150.0,4229,0.046875,64,0.0005,0.05398694798350334,2149
9750,-12.721681,0.5368749999999999,2,150.0,4224,0.046153846153846156,65,0.0005,0.05634579062461853,2187
9900,-12.728673348484849,0.5297500000000002,2,150.0,4217,0.045454545454545456,66,0.0005,0.04918404668569565,2224
10050,-12.680837388059702,0.5226249999999999,2,150.0,4211,0.04477611940298507,67,0.0005,0.08255574107170105,2262
10200,-12.795518338235295,0.5155000000000002,2,150.0,4204,0.04411764705882353,68,0.0005,0.04595252126455307,2299
10350,-12.560635173913045,0.5083749999999999,2,150.0,4197,0.043478260869565216,69,0.0005,0.05554220825433731,2337
10500,-12.484341371428572,0.5012500000000002,2,150.0,4191,0.04285714285714286,70,0.0005,0.04349265247583389,2374
10650,-12.362249,0.4941249999999999,2,150.0,4181,0.04225352112676056,71,0.0005,0.04207158088684082,2412
10800,-12.302549527777778,0.4870000000000001,2,150.0,4175,0.041666666666666664,72,0.0005,0.055682651698589325,2449
10950,-12.437286246575344,0.47987499999999983,2,150.0,4169,0.0410958904109589,73,0.0005,0.0651833638548851,2487
11100,-12.418288364864866,0.4727500000000001,2,150.0,4124,0.04054054054054054,74,0.0005,0.03537160903215408,2524
11250,-12.352586386666667,0.46562499999999984,2,150.0,4116,0.04,75,0.0005,0.04586661607027054,2562
11400,-12.360645171052631,0.45850000000000013,2,150.0,4113,0.039473684210526314,76,0.0005,0.041818372905254364,2599
11550,-12.31318874025974,0.45137499999999986,2,150.0,4109,0.03896103896103896,77,0.0005,0.02971545048058033,2637
11700,-12.269506435897437,0.44425000000000014,2,150.0,4105,0.038461538461538464,78,0.0005,0.029185088351368904,2674
11850,-12.270088936708861,0.4371249999999999,2,150.0,4098,0.0379746835443038,79,0.0005,0.04302100092172623,2712
12000,-12.245998037499998,0.43000000000000005,2,150.0,4095,0.0375,80,0.0005,0.07896126061677933,2749
12150,-12.14648697530864,0.42287500000000033,2,150.0,4090,0.037037037037037035,81,0.0005,0.04933656379580498,2787
12300,-12.114268951219511,0.41575000000000006,3,150.0,4085,0.036585365853658534,82,0.0005,0.045747142285108566,2824
12450,-12.041966385542167,0.4086249999999998,3,150.0,4081,0.03614457831325301,83,0.0005,0.06312918663024902,2862
12600,-11.910121666666665,0.4015000000000001,3,150.0,4076,0.03571428571428571,84,0.0005,0.04378420114517212,2899
12750,-11.899416988235291,0.39437500000000036,3,150.0,4071,0.03529411764705882,85,0.0005,0.02443072944879532,2937
12900,-11.903153232558138,0.3872500000000001,3,150.0,4067,0.03488372093023256,86,0.0005,0.022803399711847305,2974
13050,-11.764597264367815,0.3801249999999997,3,150.0,4063,0.034482758620689655,87,0.0005,0.0997517853975296,3012
