episode,total_timesteps,reward
1,800,-24.0151
2,800,-23.1648
3,800,-22.4994
4,800,-24.4004
5,1600,-22.8439
6,1600,-23.5974
7,1600,-23.0033
8,1600,-23.9702
9,2372,-24.4666
10,2380,-24.68
11,2384,-24.4229
12,2388,-23.8463
13,3128,-24.1716
14,3144,-24.4063
15,3156,-23.5767
16,3164,-24.6883
17,3916,-25.481
18,3944,-23.5081
19,3956,-26.1326
20,3956,-24.9534
21,4716,-24.6044
22,4744,-22.9058
23,4756,-22.9113
24,4756,-22.8611
