time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/entropy_loss,train/policy_loss,train/explained_variance,train/value_loss,train/learning_rate,train/n_updates,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean
3540,9801,0,177,-1.9423420429229736,-0.09268312156200409,0.615929126739502,0.0045227790251374245,0.0007,176,0.0,-23.8595620625,196.75
3560,9804,0,178,-2.0050339698791504,-0.048899777233600616,0.7944533228874207,0.0012471498921513557,0.0007,177,0.0,-23.8595620625,196.75
3580,9807,0,179,-2.0159378051757812,-0.0280156247317791,0.6199725270271301,0.0018971875542774796,0.0007,178,0.0,-23.8595620625,196.75
3600,9809,0,180,-2.0502681732177734,-0.01247434876859188,0.8039231300354004,0.0005957288667559624,0.0007,179,0.0,-23.8595620625,196.75
3620,9811,0,181,-2.056457757949829,0.02586221694946289,0.7488096952438354,0.0007659854018129408,0.0007,180,0.0,-23.8595620625,196.75
3640,9809,0,182,-2.0584492683410645,0.047979701310396194,0.8928123116493225,0.0007039567572064698,0.0007,181,0.0,-23.8595620625,196.75
3660,9804,0,183,-2.066347599029541,0.09393288195133209,0.5192393660545349,0.002516021952033043,0.0007,182,0.0,-23.8595620625,196.75
3680,9804,0,184,-2.0651230812072754,0.042858466506004333,0.5639052391052246,0.0009429955971427262,0.0007,183,0.0,-23.8595620625,196.75
3700,9805,0,185,-2.0552868843078613,0.0046439403668046,0.3770594000816345,0.006053565535694361,0.0007,184,0.0,-23.8595620625,196.75
3720,9806,0,186,-2.0387043952941895,0.08248726278543472,0.694624662399292,0.002329371403902769,0.0007,185,0.0,-23.8595620625,196.75
3740,9809,0,187,-2.035745143890381,0.04200805723667145,0.4734753370285034,0.0037737407255917788,0.0007,186,0.0,-23.8595620625,196.75
3760,9811,0,188,-2.027813196182251,0.05315748602151871,0.6583218574523926,0.0022467211820185184,0.0007,187,0.0,-23.8595620625,196.75
3780,9814,0,189,-2.0571208000183105,-0.062367476522922516,0.46422815322875977,0.0035576142836362123,0.0007,188,0.0,-23.8595620625,196.75
3800,9817,0,190,-2.0623462200164795,-0.041793156415224075,-0.017560243606567383,0.0033762864768505096,0.0007,189,0.0,-23.8595620625,196.75
3820,9820,0,191,-2.0577266216278076,-0.026512596756219864,0.24616390466690063,0.002461624564602971,0.0007,190,0.0,-23.8595620625,196.75
3840,9818,0,192,-2.0521819591522217,-0.08875058591365814,0.2659003734588623,0.00830939132720232,0.0007,191,0.0,-23.8595620625,196.75
3860,9819,0,193,-2.0441761016845703,-0.017513932660222054,0.25347524881362915,0.007968127727508545,0.0007,192,0.0,-23.8595620625,196.75
3880,9821,0,194,-2.04632568359375,0.006669342517852783,-0.6111204624176025,0.0008300741901621222,0.0007,193,0.0,-23.8595620625,196.75
3900,9821,0,195,-2.0519611835479736,-0.023291930556297302,0.36690855026245117,0.003959582652896643,0.0007,194,0.0,-23.8595620625,196.75
