time/fps,time/iterations,rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/n_updates,train/clip_fraction
5027,55,0.05,-2.41839891,56320,11,150.0,0.0003,0.012651789,0.2,-0.05960049480199814,-1.829774685949087,0.8253171443939209,-0.030487793707288803,0.35476704430766404,540,0.2025390625
5027,56,0.05,-2.219551009999999,57344,11,150.0,0.0003,0.01287041,0.2,-0.05458133667707443,-1.8519956558942794,0.689549446105957,-0.020178997502080166,0.42242740704678,550,0.12255859375
5026,57,0.04,-2.1057090700000005,58368,11,150.0,0.0003,0.01232847,0.2,-0.09836701303720474,-1.827030736207962,0.9244201183319092,-0.023692473507253453,0.15592153929173946,560,0.14990234375
5028,58,0.04,-2.0112036900000003,59392,11,150.0,0.0003,0.015178524,0.2,-0.05785246193408966,-1.8243927098810673,0.9102458953857422,-0.028989993763389066,0.17983670348767192,570,0.1765625
5029,59,0.04,-1.85096524,60416,12,150.0,0.0003,0.018058924,0.2,-0.05936093628406525,-1.8414242185652256,0.8112972378730774,-0.02805939800746273,0.2661954989191145,580,0.18056640625
5031,60,0.04,-1.9041159,61440,12,150.0,0.0003,0.017034054,0.2,-0.06100603938102722,-1.893026875704527,0.697306752204895,-0.02508456142968498,0.23029368105344475,590,0.16337890625
5034,61,0.03,-1.8830902099999998,62464,12,150.0,0.0003,0.015873564,0.2,-0.11818404495716095,-1.860867466777563,0.860437273979187,-0.030924413062166423,0.22265636301599442,600,0.162109375
5037,62,0.03,-1.7413590300000001,63488,12,150.0,0.0003,0.014346815,0.2,-0.08987883478403091,-1.837065327167511,0.8907235860824585,-0.03177774290088564,0.20515532568097114,610,0.19375
5038,63,0.03,-1.89084515,64512,12,150.0,0.0003,0.017395422,0.2,-0.09148631989955902,-1.8250694483518601,0.8490407466888428,-0.0235349502065219,0.25750397951342163,620,0.16171875
5040,64,0.03,-2.0827628300000005,65536,13,150.0,0.0003,0.015766827,0.2,-0.10133880376815796,-1.879097294062376,0.8967312574386597,-0.029011579399229957,0.23489560554735361,630,0.146875
5042,65,0.04,-1.7198067600000002,66560,13,150.0,0.0003,0.012258495,0.2,-0.059882014989852905,-1.7253595173358918,0.764358639717102,-0.023582808350329287,0.25519847960677,640,0.14345703125
5046,66,0.05,-1.12494965,67584,13,150.0,0.0003,0.010729601,0.2,-0.0980214849114418,-1.8347722351551057,0.8132305145263672,-0.022082070173928513,0.2990203228779137,650,0.1201171875
5046,67,0.06,-0.6654523899999998,68608,13,150.0,0.0003,0.012665015,0.2,-0.0818312019109726,-1.8049940854310988,0.8820809125900269,-0.028824337909463794,0.20551052768714725,660,0.16630859375
5046,68,0.07,-0.6689328600000003,69632,13,150.0,0.0003,0.012094008,0.2,-0.03974904119968414,-1.8557126320898534,0.8577865362167358,-0.024051833886187524,0.3287886723410338,670,0.1197265625
5045,69,0.07,-0.6056243000000001,70656,14,150.0,0.0003,0.015830122,0.2,-0.10389446467161179,-1.8132787570357323,0.7368795871734619,-0.026143901800969614,0.3186957189347595,680,0.14716796875
5046,70,0.07,-0.6722860700000001,71680,14,150.0,0.0003,0.013056962,0.2,-0.0757516473531723,-1.8369873203337193,0.7203675508499146,-0.021920873373164795,0.2121206807671115,690,0.14736328125
5048,71,0.07,-0.8331033200000003,72704,14,150.0,0.0003,0.012310792,0.2,-0.08413252234458923,-1.8144327707588672,0.6493877172470093,-0.02324028961593285,0.30522718825377526,700,0.13125
5048,72,0.07,-0.7628465700000001,73728,14,150.0,0.0003,0.016309319,0.2,-0.07564973831176758,-1.8216888464987278,0.8213471174240112,-0.02527162171318196,0.31127257593907415,710,0.180859375
5048,73,0.07,-0.53371894,74752,14,150.0,0.0003,0.016461624,0.2,-0.06608061492443085,-1.8752132013440133,0.767085611820221,-0.02601890076184645,0.29134188159368934,720,0.1267578125
5046,74,0.07,-0.5163540600000001,75776,15,150.0,0.0003,0.012476502,0.2,-0.09902949631214142,-1.8491925157606601,0.8674349784851074,-0.023606133804423734,0.2796215527225286,730,0.16318359375
5034,75,0.07,-0.60901096,76800,15,150.0,0.0003,0.014915265,0.2,-0.06874873489141464,-1.8428416602313518,0.9185627102851868,-0.025262958777602762,0.20956586173269898,740,0.15888671875
5036,76,0.07,-0.7111212700000001,77824,15,150.0,0.0003,0.013572907,0.2,-0.07956542819738388,-1.844010479748249,0.9191738963127136,-0.027790608035866173,0.18297674253117294,750,0.1521484375
5037,77,0.08,-0.48788061,78848,15,150.0,0.0003,0.015284358,0.2,-0.0793115645647049,-1.8970861338078975,0.7382615804672241,-0.029117114713881165,0.33019290934316814,760,0.1525390625
5037,78,0.08,-0.79083644,79872,15,150.0,0.0003,0.011968365,0.2,-0.12303613126277924,-1.9219382777810097,0.7235227823257446,-0.02401171954115853,0.21649893457069994,770,0.16806640625
5038,79,0.09,-0.35378027999999995,80896,16,150.0,0.0003,0.01774786,0.2,-0.0821935310959816,-1.871467935293913,0.6753168106079102,-0.02907355344505049,0.2664046199526638,780,0.17041015625
5035,80,0.07,-0.7972065099999998,81920,16,150.0,0.0003,0.015807664,0.2,0.005035169422626495,-1.8767888508737087,0.7042281627655029,-0.029762167052831502,0.3570189797319472,790,0.15400390625
5035,81,0.07,-1.1872689799999998,82944,16,150.0,0.0003,0.013810756,0.2,-0.1018756777048111,-1.8968449220061303,0.8316812515258789,-0.030653026228537782,0.2804300031159073,800,0.1890625
5036,82,0.06,-1.5687306,83968,16,150.0,0.0003,0.01574535,0.2,-0.08636950701475143,-1.8698829583823682,0.7814742922782898,-0.022329714786610565,0.34579035330098123,810,0.13232421875
5037,83,0.08,-1.0874023800000001,84992,16,150.0,0.0003,0.013641596,0.2,-0.03135883808135986,-1.8354477353394032,0.6749998331069946,-0.02707611946389079,0.31127447094768285,820,0.18662109375
5038,84,0.1,-0.8327082299999999,86016,17,150.0,0.0003,0.011794929,0.2,-0.011112242937088013,-1.843766523897648,0.7211732268333435,-0.019136146234814078,0.4872043639421463,830,0.126171875
5039,85,0.11,-0.6563417599999998,87040,17,150.0,0.0003,0.017985988,0.2,-0.04851539433002472,-1.7769418068230152,0.5890135169029236,-0.02714554113917984,0.571395666571334,840,0.16064453125
5041,86,0.11,-0.6627274500000001,88064,17,150.0,0.0003,0.014697562,0.2,-0.07001525163650513,-1.856922972202301,0.597346305847168,-0.02245154306292534,0.4062959554605186,850,0.1369140625
5041,87,0.11,-0.6553208500000001,89088,17,150.0,0.0003,0.015394347,0.2,-0.08612670749425888,-1.8066237166523933,0.835581362247467,-0.029427110741380602,0.3336558083537966,860,0.19521484375
5043,88,0.11,-0.6050291500000001,90112,17,150.0,0.0003,0.014649104,0.2,-0.047794029116630554,-1.8432860046625137,0.848482072353363,-0.023566671955632047,0.3138712329789996,870,0.16591796875
5043,89,0.12,-0.30711578,91136,18,150.0,0.0003,0.0133123575,0.2,-0.050854720175266266,-1.7713212244212628,0.8706350326538086,-0.024077230965485797,0.2705318089108914,880,0.14404296875
5040,90,0.12,-0.22418688000000003,92160,18,150.0,0.0003,0.011866567,0.2,-0.05684516578912735,-1.8316704146564007,0.8361052870750427,-0.02619710118160583,0.37577914288267494,890,0.11416015625
5026,91,0.12,-0.24431396999999996,93184,18,150.0,0.0003,0.01563666,0.2,-0.06795065850019455,-1.8111452162265778,0.8770138621330261,-0.02848890993045643,0.35167927178554237,900,0.177734375
5022,92,0.12,-0.02932813000000012,94208,18,150.0,0.0003,0.016224863,0.2,-0.10547706484794617,-1.7604266233742236,0.8143953680992126,-0.028653540898812935,0.22427490181289614,910,0.1638671875
5020,93,0.12,0.14181558999999996,95232,18,150.0,0.0003,0.019046327,0.2,-0.1063871830701828,-1.7709791108965873,0.7387807369232178,-0.03403146782075055,0.4087174711283296,920,0.17119140625
5022,94,0.13,0.47299110000000005,96256,19,150.0,0.0003,0.014205341,0.2,-0.07747279107570648,-1.7909526698291303,0.8376638293266296,-0.024147935488144867,0.3243386297486722,930,0.15029296875
5025,95,0.14,0.8781560200000001,97280,19,150.0,0.0003,0.0155803375,0.2,-0.06326960772275925,-1.7893351964652537,0.8587852716445923,-0.022392301697982474,0.46471920809708533,940,0.13544921875
5014,96,0.14,1.0341524400000002,98304,19,150.0,0.0003,0.013480776,0.2,-0.07192733883857727,-1.8121717698872088,0.8796727657318115,-0.02729471636994276,0.28641932564787564,950,0.193359375
5015,97,0.14,1.0127128300000001,99328,19,150.0,0.0003,0.014077678,0.2,-0.12714582681655884,-1.7678854137659072,0.8028160333633423,-0.026458251420990564,0.24504811060614884,960,0.13095703125
5016,98,0.1,0.1295386400000001,100352,20,150.0,0.0003,0.014697854,0.2,0.030612021684646606,-1.7768193453550338,0.7314913272857666,-0.02646501493290998,0.5736330524552613,970,0.1845703125
