time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/learning_rate,train/loss,train/n_updates
150,-13.606628,0.9928750000000003,0,150.0,7178,0.0,1,,,
300,-18.093665,0.98575,0,150.0,7186,0.0,2,,,
450,-16.956578333333336,0.9786250000000003,0,150.0,7185,0.0,3,,,
600,-15.050227250000002,0.9715,0,150.0,7213,0.0,4,,,
750,-16.715403000000002,0.9643750000000002,0,150.0,7218,0.0,5,,,
900,-16.7795315,0.9572499999999999,0,150.0,7225,0.0,6,,,
1050,-18.26416142857143,0.9501250000000002,0,150.0,6912,0.0,7,0.001,0.0322568379342556,12
1200,-16.556382375000002,0.943,0,150.0,6340,0.0,8,0.001,0.04903268441557884,49
1350,-17.037877333333334,0.9358750000000002,0,150.0,5972,0.0,9,0.001,0.0058364043943583965,87
1500,-16.719487300000004,0.92875,0,150.0,5718,0.0,10,0.001,0.006469424813985825,124
1650,-17.360784909090913,0.9216250000000002,0,150.0,5499,0.0,11,0.001,0.011757656931877136,162
1800,-16.620730500000004,0.9145,0,150.0,5346,0.0,12,0.001,0.019801640883088112,199
1950,-17.09073176923077,0.9073750000000002,0,150.0,5225,0.0,13,0.001,0.01073005236685276,237
2100,-16.23224985714286,0.9002499999999999,0,150.0,5098,0.0,14,0.001,0.03757895156741142,274
2250,-16.195271533333337,0.8931250000000002,0,150.0,5010,0.0,15,0.001,0.02622010000050068,312
2400,-15.685085687499999,0.8859999999999999,0,150.0,4932,0.0,16,0.001,0.018478775396943092,349
2550,-15.754605235294116,0.8788750000000002,0,150.0,4856,0.0,17,0.001,0.007690120488405228,387
2700,-15.843885333333333,0.8717499999999999,0,150.0,4799,0.0,18,0.001,0.0186290442943573,424
2850,-16.15140389473684,0.8646250000000002,0,150.0,4752,0.0,19,0.001,0.051109641790390015,462
3000,-15.955350999999999,0.8574999999999999,0,150.0,4702,0.0,20,0.001,0.013865719549357891,499
