time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/explained_variance,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/policy_loss,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean
8143,2240,0,35,0.09610450267791748,0.0003,0.8232097625732422,34,-2.1904633045196533,-1.6594396829605103,0.0,150.0,-16.90619475
8169,2304,0,36,0.10432165861129761,0.0003,1.31184720993042,35,-2.190941572189331,-1.446507215499878,0.0,150.0,-16.90619475
8200,2368,0,37,0.08296281099319458,0.0003,4.5204620361328125,36,-2.191433906555176,0.7538439035415649,0.0,150.0,-16.90619475
8211,2432,0,38,0.12911778688430786,0.0003,1.2026453018188477,37,-2.193021297454834,-1.3724743127822876,0.0,150.0,-16.2243573125
8233,2496,0,39,0.23478150367736816,0.0003,0.34588998556137085,38,-2.1915760040283203,-0.1014203131198883,0.0,150.0,-16.2243573125
8259,2560,0,40,-0.16263747215270996,0.0003,0.08413108438253403,39,-2.1906814575195312,-0.04419172555208206,0.0,150.0,-16.2243573125
8281,2624,0,41,-0.33823227882385254,0.0003,0.1560383141040802,40,-2.187215566635132,-0.5309551954269409,0.0,150.0,-16.2243573125
8308,2688,0,42,0.005305767059326172,0.0003,1.0181442499160767,41,-2.1873223781585693,-0.016425609588623047,0.0,150.0,-16.2243573125
8333,2752,0,43,-0.08007586002349854,0.0003,2.2749593257904053,42,-2.189126491546631,1.2026331424713135,0.0,150.0,-16.2243573125
8340,2816,0,44,0.1880509853363037,0.0003,0.5259000062942505,43,-2.1893234252929688,-1.0220462083816528,0.0,150.0,-16.2243573125
8276,2880,0,45,0.017688512802124023,0.0003,1.435615062713623,44,-2.189091920852661,-0.5610514283180237,0.0,150.0,-16.2243573125
8252,2944,0,46,0.08896255493164062,0.0003,0.9989572167396545,45,-2.1890792846679688,-1.9346734285354614,0.0,150.0,-16.2243573125
8256,3008,0,47,0.0981903076171875,0.0003,1.2053905725479126,46,-2.189826488494873,-1.5311079025268555,0.0,150.0,-15.376849000000002
8217,3072,0,48,0.10188984870910645,0.0003,1.2124704122543335,47,-2.1898839473724365,-1.140152096748352,0.0,150.0,-15.376849000000002
8206,3136,0,49,0.126331627368927,0.0003,0.3961108922958374,48,-2.1883544921875,1.120007038116455,0.0,150.0,-15.376849000000002
8225,3200,0,50,-0.14375126361846924,0.0003,0.052892010658979416,49,-2.187412738800049,-0.18054762482643127,0.0,150.0,-15.376849000000002
8244,3264,0,51,0.008829474449157715,0.0003,0.3775830566883087,50,-2.185818910598755,-0.8232779502868652,0.0,150.0,-15.376849000000002
8251,3328,0,52,-0.11899232864379883,0.0003,0.35694730281829834,51,-2.1866462230682373,-0.6025357842445374,0.0,150.0,-15.376849000000002
8263,3392,0,53,0.13819444179534912,0.0003,1.7900707721710205,52,-2.1875734329223633,-1.1835048198699951,0.0,150.0,-15.376849000000002
8232,3456,0,54,0.08440715074539185,0.0003,1.2046713829040527,53,-2.1862435340881348,0.06074605882167816,0.0,150.0,-15.376849000000002
8211,3520,0,55,0.1730594038963318,0.0003,1.2290287017822266,54,-2.18524432182312,1.1084877252578735,0.0,150.0,-15.376849000000002
8220,3584,0,56,0.006469070911407471,0.0003,3.06191086769104,55,-2.1853251457214355,-1.279949426651001,0.0,150.0,-15.376849000000002
8236,3648,0,57,-0.2338085174560547,0.0003,2.1140990257263184,56,-2.1860814094543457,-2.259922742843628,0.0,150.0,-14.906524374999998
8255,3712,0,58,0.2470652461051941,0.0003,0.35809212923049927,57,-2.1831939220428467,0.7999980449676514,0.0,150.0,-14.906524374999998
8275,3776,0,59,0.08013534545898438,0.0003,0.3424741327762604,58,-2.183046579360962,0.7341369986534119,0.0,150.0,-14.906524374999998
8295,3840,0,60,0.022605061531066895,0.0003,0.17721614241600037,59,-2.183544158935547,-0.01151728630065918,0.0,150.0,-14.906524374999998
8301,3904,0,61,0.37716805934906006,0.0003,0.07447941601276398,60,-2.184715747833252,-0.016631532460451126,0.0,150.0,-14.906524374999998
8294,3968,0,62,0.07052809000015259,0.0003,0.6091347932815552,61,-2.1866605281829834,-1.1899055242538452,0.0,150.0,-14.906524374999998
7485,4032,0,63,0.011510312557220459,0.0003,0.922696590423584,62,-2.1860289573669434,-1.6104888916015625,0.0,150.0,-14.906524374999998
7388,4096,0,64,0.025551021099090576,0.0003,0.7738016843795776,63,-2.187589645385742,-1.136231780052185,0.0,150.0,-14.906524374999998
