time/fps,time/iterations,rollout/success_rate,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/loss
4885,85,0.14,87040,17,1.2841630499999999,150.0,0.2910332233179361,0.01909756,0.2,0.0003,840,0.1736328125,0.8331893086433411,-0.029024592484347522,-1.5679061539471149,-0.00475652888417244
4889,86,0.14,88064,18,1.4162925600000003,150.0,0.35662738704122604,0.020019455,0.2,0.0003,850,0.16298828125,0.6039793491363525,-0.025209178711520508,-1.5692541629076004,-0.06151047721505165
4893,87,0.13,89088,18,0.9921916799999998,150.0,0.3028798419050872,0.0130242035,0.2,0.0003,860,0.15048828125,0.7975277900695801,-0.021906134142773225,-1.5947602443397044,-0.0026724115014076233
4896,88,0.15,90112,18,1.3020560199999998,150.0,0.2661049543414265,0.0190049,0.2,0.0003,870,0.1572265625,0.8269602060317993,-0.03093861754750833,-1.5432541027665139,-0.04036436229944229
4899,89,0.15,91136,18,1.2274830799999998,150.0,0.40870008622296156,0.013708787,0.2,0.0003,880,0.128515625,0.6222789287567139,-0.02162495825323276,-1.5642805002629756,0.008654098957777023
4902,90,0.14,92160,18,0.9007874199999999,150.0,0.2760602899361402,0.014275389,0.2,0.0003,890,0.19765625,0.7376787066459656,-0.023077636017114857,-1.631925206631422,-0.014558646827936172
4903,91,0.14,93184,19,1.4221654900000003,150.0,0.31853064936585723,0.013274378,0.2,0.0003,900,0.16630859375,0.5900533199310303,-0.01988621803757269,-1.5988465301692485,0.009645029902458191
4906,92,0.16,94208,19,1.3055001299999998,150.0,0.5269234899431468,0.014013931,0.2,0.0003,910,0.15146484375,0.8064142465591431,-0.021635952941142022,-1.5584161296486854,0.16204097867012024
4906,93,0.15,95232,19,1.2129961300000003,150.0,0.4778953690547496,0.022437274,0.2,0.0003,920,0.18671875,0.7190332412719727,-0.02710508641321212,-1.5639565669000148,0.030869513750076294
4909,94,0.19,96256,19,2.0672267399999997,150.0,0.4141600522212684,0.015920222,0.2,0.0003,930,0.1455078125,0.7933425307273865,-0.027765299449674784,-1.5830160565674305,-0.003586873412132263
4910,95,0.24,97280,19,3.030760730000001,150.0,0.9034549527801573,0.014480585,0.2,0.0003,940,0.15087890625,0.8103976845741272,-0.024475274166616146,-1.5678175963461398,0.13528400659561157
4913,96,0.24,98304,20,2.9621819499999997,150.0,0.8173066467046738,0.015582662,0.2,0.0003,950,0.15380859375,0.7509349584579468,-0.010293487564194948,-1.6409798637032509,0.09370601177215576
4917,97,0.25,99328,20,3.38663099,150.0,0.45599407237023115,0.012820398,0.2,0.0003,960,0.1298828125,0.7861969470977783,-0.019518251811678055,-1.5678746983408929,0.02993851900100708
4905,98,0.25,100352,20,3.1715961,150.0,0.5218347207177431,0.01712558,0.2,0.0003,970,0.1705078125,0.8999366164207458,-0.02066230747150257,-1.5352264173328876,0.08649380505084991
