time/fps,time/iterations,rollout/success_rate,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/loss
5003,1,0.0,1024,0,-16.75152125,150.0,,,,,,,,,,
3681,2,0.0,2048,0,-16.867593000000003,150.0,0.8208568104542792,0.007443973,0.2,0.0003,10,0.053515625,0.10775882005691528,-0.015150714432820678,-2.192532616853714,0.05869445949792862
3552,3,0.0,3072,0,-15.343825249999998,150.0,0.7625281127169729,0.00941333,0.2,0.0003,20,0.08076171875,0.4935039281845093,-0.01637248707120307,-2.1802183464169502,0.0294903963804245
3616,4,0.0,4096,1,-14.506862208333331,150.0,0.6920939897187054,0.011099152,0.2,0.0003,30,0.0904296875,0.40358537435531616,-0.019843946628679988,-2.1739912420511245,0.05557309836149216
3692,5,0.0,5120,1,-14.9525856875,150.0,0.7746726218611002,0.009489015,0.2,0.0003,40,0.065234375,0.5887411832809448,-0.013161293248413131,-2.1645660534501077,0.06990326941013336
3820,6,0.0,6144,1,-14.850311475000002,150.0,0.48872501216828823,0.011648626,0.2,0.0003,50,0.11240234375,0.4950237274169922,-0.02171969072660431,-2.1489870280027388,0.046752385795116425
3948,7,0.0,7168,1,-15.048309590909088,150.0,0.5839885830879211,0.0110936705,0.2,0.0003,60,0.096484375,0.7420086860656738,-0.020682648848742248,-2.1372516945004465,0.08567160367965698
4055,8,0.0,8192,2,-15.395265346153845,150.0,0.6216125630307943,0.010091813,0.2,0.0003,70,0.07490234375,0.5234078764915466,-0.016168035106966273,-2.14471375644207,0.08942718058824539
4147,9,0.0,9216,2,-14.742536499999998,150.0,0.5802873071283102,0.0110638905,0.2,0.0003,80,0.11962890625,0.6968970894813538,-0.018522817856865003,-2.140230956673622,0.06714635342359543
4222,10,0.0,10240,2,-14.626247235294118,150.0,0.3577785139903426,0.013214127,0.2,0.0003,90,0.09677734375,0.683312177658081,-0.019450091614271515,-2.140926778316498,-0.009075388312339783
4287,11,0.0,11264,2,-14.750918430555556,150.0,0.5649203675799072,0.011551155,0.2,0.0003,100,0.08251953125,0.7271721959114075,-0.018743951956275852,-2.1320519626140593,0.07295596599578857
4342,12,0.0,12288,2,-14.399751437499997,150.0,0.554786945041269,0.010897728,0.2,0.0003,110,0.07041015625,0.5382668375968933,-0.020189094127272256,-2.114476737380028,0.05241372436285019
4391,13,0.0,13312,3,-14.391854840909092,150.0,0.33757871934212746,0.008567174,0.2,0.0003,120,0.08251953125,0.7348369359970093,-0.01728604743257165,-2.103764571249485,0.005246013402938843
4439,14,0.0,14336,3,-14.051936521739131,150.0,0.4434305840171874,0.011422233,0.2,0.0003,130,0.1150390625,0.6394435167312622,-0.018960609700297937,-2.1153002634644507,0.0005951002240180969
4477,15,0.0,15360,3,-13.983648700000002,150.0,0.48349222680553794,0.013308715,0.2,0.0003,140,0.0994140625,0.5575027465820312,-0.020902428129920735,-2.1063568517565727,0.07529405504465103
4491,16,0.01,16384,3,-13.483217419999999,150.0,0.3552478924393654,0.011421302,0.2,0.0003,150,0.13935546875,0.5316668748855591,-0.023345877588144503,-2.087432062625885,0.038454554975032806
4513,17,0.01,17408,3,-13.2102849,150.0,0.38673119000159206,0.0125312265,0.2,0.0003,160,0.1140625,0.5557825565338135,-0.018611646030331032,-2.080825944244862,0.03798140585422516
4541,18,0.02,18432,4,-12.771425330000005,150.0,0.5140622519422322,0.011703813,0.2,0.0003,170,0.09609375,0.7705543041229248,-0.016426326154032722,-2.067531298100948,0.02036358043551445
4565,19,0.02,19456,4,-12.853841839999998,150.0,0.5476638230495154,0.011331603,0.2,0.0003,180,0.08916015625,0.8464602828025818,-0.020855473558185622,-2.068727371096611,0.09264805912971497
4588,20,0.03,20480,4,-12.64077517,150.0,0.39231217885389924,0.0152972285,0.2,0.0003,190,0.1388671875,0.7804332375526428,-0.024115206106216647,-2.038066101074219,-0.036166757345199585
4606,21,0.03,21504,4,-12.467594940000001,150.0,0.469897242449224,0.012189634,0.2,0.0003,200,0.13544921875,0.7274547815322876,-0.02412388806696981,-2.0491347700357436,0.004834450781345367
4626,22,0.03,22528,4,-12.252358860000001,150.0,0.4549432656727731,0.012175638,0.2,0.0003,210,0.08505859375,0.7125511765480042,-0.016041592348483392,-2.0525185450911523,0.07774148136377335
4646,23,0.03,23552,5,-11.329174259999997,150.0,0.36965673016384243,0.010171684,0.2,0.0003,220,0.0900390625,0.8086025714874268,-0.021520417797728442,-2.010448645800352,0.030196458101272583
4665,24,0.03,24576,5,-11.37753634,150.0,0.335212177503854,0.015694484,0.2,0.0003,230,0.1564453125,0.8963513970375061,-0.021933483582688495,-2.002709113061428,-0.010320104658603668
4673,25,0.04,25600,5,-11.141099789999998,150.0,0.38349642786197363,0.012066567,0.2,0.0003,240,0.13408203125,0.7949272990226746,-0.023470200540032238,-1.9946971140801906,0.036376647651195526
4687,26,0.04,26624,5,-10.496087520000001,150.0,0.48461971487849953,0.012151986,0.2,0.0003,250,0.12294921875,0.7815311551094055,-0.02043813176569529,-1.9412773057818413,0.02217239886522293
4699,27,0.04,27648,5,-10.20883845,150.0,0.5722028482705355,0.012887592,0.2,0.0003,260,0.14453125,0.7792997360229492,-0.029836313106352465,-1.9674486093223096,0.07661405950784683
4717,28,0.04,28672,6,-10.314219940000001,150.0,0.5134257887955755,0.011121007,0.2,0.0003,270,0.119921875,0.8201048970222473,-0.024895878275856376,-1.9401791624724865,-0.02089577168226242
4729,29,0.06,29696,6,-9.7901423,150.0,0.4963895016349852,0.019085702,0.2,0.0003,280,0.20244140625,0.587881326675415,-0.027952607109909877,-1.9389620155096055,0.027140527963638306
4742,30,0.07,30720,6,-8.78716903,150.0,0.6138430627062916,0.010357529,0.2,0.0003,290,0.0994140625,0.6681433916091919,-0.01797884094703477,-1.943450728058815,0.07305252552032471
4754,31,0.06,31744,6,-8.787010850000001,150.0,0.5835173645056784,0.014175976,0.2,0.0003,300,0.1357421875,0.6033011078834534,-0.02673770883702673,-1.9573655396699905,0.002895668148994446
4764,32,0.06,32768,6,-8.58491845,150.0,0.4744134498760104,0.0115608275,0.2,0.0003,310,0.12236328125,0.8197304010391235,-0.020912469638278707,-1.9307872205972672,0.05244860053062439
4777,33,0.05,33792,7,-8.56580345,150.0,0.4815056544728577,0.011466811,0.2,0.0003,320,0.10458984375,0.762897253036499,-0.021767002006527036,-1.939431269466877,0.00693850964307785
4790,34,0.06,34816,7,-7.554041010000001,150.0,0.37434193887747824,0.014575476,0.2,0.0003,330,0.13896484375,0.822144627571106,-0.020965810504276306,-1.8773865312337876,0.006889551877975464
4800,35,0.06,35840,7,-7.36330745,150.0,0.604651904758066,0.014069961,0.2,0.0003,340,0.11884765625,0.8086826205253601,-0.018677598296198993,-1.890607448667288,0.10501375794410706
4810,36,0.06,36864,7,-7.204111210000001,150.0,0.36931918752379717,0.01416838,0.2,0.0003,350,0.1451171875,0.8099052309989929,-0.019584112567827106,-1.8274052530527114,0.013139210641384125
4818,37,0.06,37888,7,-7.121708529999999,150.0,0.36470717475749553,0.016638733,0.2,0.0003,360,0.121484375,0.8714943528175354,-0.021112399228150024,-1.815448585897684,-0.01220894604921341
4828,38,0.07,38912,8,-6.817829390000001,150.0,0.27175319083034993,0.013751085,0.2,0.0003,370,0.1369140625,0.89335036277771,-0.02246076870360412,-1.8409747682511806,0.03867831081151962
4837,39,0.08,39936,8,-5.8396943299999995,150.0,0.6375180027447641,0.013698637,0.2,0.0003,380,0.13837890625,0.8556614518165588,-0.019584784272592515,-1.8674456678330897,0.12931595742702484
4813,40,0.08,40960,8,-5.3533966,150.0,0.6894810195080936,0.012495493,0.2,0.0003,390,0.13857421875,0.7740471959114075,-0.018472918280167505,-1.8260335713624953,0.1703433394432068
4772,41,0.08,41984,8,-5.41035919,150.0,0.5271568286232651,0.014385888,0.2,0.0003,400,0.11240234375,0.8351545333862305,-0.01941467099240981,-1.7996606603264809,0.05087072402238846
4757,42,0.11,43008,9,-4.11867659,150.0,0.5398587103467435,0.013698331,0.2,0.0003,410,0.14931640625,0.7624977827072144,-0.028664867737097664,-1.7946269497275353,0.050355128943920135
4755,43,0.11,44032,9,-3.93488825,150.0,0.5644847180694341,0.01622284,0.2,0.0003,420,0.1740234375,0.7588197588920593,-0.022854830502183177,-1.7472799882292747,0.05444236099720001
4763,44,0.09,45056,9,-4.6791018,150.0,0.3773593817837536,0.014322944,0.2,0.0003,430,0.15703125,0.8209393620491028,-0.01864797984017059,-1.7672221571207047,0.006002172827720642
4769,45,0.09,46080,9,-4.82307567,150.0,0.4555299597792327,0.015854187,0.2,0.0003,440,0.14951171875,0.8030972480773926,-0.022695047105662523,-1.7624292321503163,0.03638895973563194
4778,46,0.11,47104,9,-3.9325699700000003,150.0,0.3991240524686873,0.011310572,0.2,0.0003,450,0.11982421875,0.797217845916748,-0.017686216213041915,-1.757829300314188,0.03292402625083923
4787,47,0.12,48128,10,-3.35817669,150.0,0.4057755245827138,0.012156637,0.2,0.0003,460,0.1548828125,0.8272556066513062,-0.01983262500289129,-1.6892253316938877,0.038869187235832214
4795,48,0.12,49152,10,-3.33261779,150.0,0.4000086969230324,0.015394687,0.2,0.0003,470,0.17353515625,0.8487681150436401,-0.025829300767509267,-1.7364313788712025,0.03998146951198578
4799,49,0.12,50176,10,-3.1364990499999994,150.0,0.27688006926327946,0.014676711,0.2,0.0003,480,0.15302734375,0.7464654445648193,-0.02780367009108886,-1.7162475384771825,0.001087687909603119
4805,50,0.13,51200,10,-2.53531751,150.0,0.47036354783922435,0.011400957,0.2,0.0003,490,0.12587890625,0.6935935020446777,-0.02314149349112995,-1.7707203760743142,0.011109493672847748
4809,51,0.13,52224,10,-1.67469665,150.0,0.43794948221184316,0.016126493,0.2,0.0003,500,0.1740234375,0.6267112493515015,-0.02356640403450001,-1.657008992880583,0.046558886766433716
4814,52,0.13,53248,11,-1.3167683799999998,150.0,0.31835271352902056,0.0133528225,0.2,0.0003,510,0.15673828125,0.8116506934165955,-0.027654509572312237,-1.7302508018910885,0.017211850732564926
4821,53,0.14,54272,11,-1.25462821,150.0,0.28111580163240435,0.016027462,0.2,0.0003,520,0.15126953125,0.8603874444961548,-0.02656788628664799,-1.6606063716113568,-0.025779422372579575
4826,54,0.14,55296,11,-0.99278841,150.0,0.43472088389098645,0.011476963,0.2,0.0003,530,0.1615234375,0.8485243320465088,-0.01874882664415054,-1.7135955832898617,0.09454326331615448
4830,55,0.15,56320,11,-0.7648193400000001,150.0,0.4447461606934667,0.012882899,0.2,0.0003,540,0.16591796875,0.85624098777771,-0.02067173985997215,-1.6688335493206978,0.0632052794098854
4826,56,0.15,57344,11,-0.48289833000000015,150.0,0.4174092520494014,0.018515281,0.2,0.0003,550,0.17578125,0.8052251935005188,-0.020903760261717252,-1.7399338766932488,0.039766497910022736
4832,57,0.13,58368,12,-0.7976676099999999,150.0,0.3276372134219855,0.015677076,0.2,0.0003,560,0.1462890625,0.7768738865852356,-0.024369884154293687,-1.6923789218068124,0.008849583566188812
4830,58,0.13,59392,12,-0.3806182399999999,150.0,0.550071457773447,0.013889696,0.2,0.0003,570,0.16396484375,0.521028995513916,-0.022246275993529706,-1.7245069697499276,0.01883763074874878
4834,59,0.13,60416,12,0.36964494000000014,150.0,0.32557204328477385,0.018867318,0.2,0.0003,580,0.16162109375,0.7840241193771362,-0.031191749461868312,-1.6931571699678898,0.03579481691122055
4836,60,0.15,61440,12,0.81799592,150.0,0.45919952397234737,0.02449435,0.2,0.0003,590,0.14072265625,0.5393736362457275,-0.02480147364549339,-1.6056264787912369,-0.0277363583445549
4842,61,0.15,62464,12,1.1077082299999998,150.0,0.49099834435619416,0.012327819,0.2,0.0003,600,0.11611328125,0.7290045022964478,-0.015645249281078577,-1.5996656835079193,0.06593780964612961
4849,62,0.16,63488,13,1.3481815099999996,150.0,0.5516907475888729,0.011776476,0.2,0.0003,610,0.1263671875,0.6249105930328369,-0.018315851213992575,-1.6437802590429782,0.027672551572322845
4857,63,0.17,64512,13,1.4647907600000003,150.0,0.482418748922646,0.01590695,0.2,0.0003,620,0.16396484375,0.6222964525222778,-0.02426855029189028,-1.6681976839900017,0.022640906274318695
4865,64,0.14,65536,13,1.02083291,150.0,0.3278384015429765,0.016200293,0.2,0.0003,630,0.215625,0.641518235206604,-0.027811352704884485,-1.709892788529396,-0.019033685326576233
4868,65,0.15,66560,13,1.1233058099999997,150.0,0.2863601402845234,0.01402933,0.2,0.0003,640,0.165625,0.7193130254745483,-0.027000113963731566,-1.5980279691517354,-0.014013707637786865
4869,66,0.15,67584,13,0.8641272799999998,150.0,0.4401530181057751,0.018472716,0.2,0.0003,650,0.1896484375,0.7387611865997314,-0.016448896646033974,-1.604636947065592,0.04156991094350815
4857,67,0.15,68608,14,0.9537212299999999,150.0,0.4498597821686417,0.01618941,0.2,0.0003,660,0.14736328125,0.7668569087982178,-0.02101867740857415,-1.5995769411325456,0.04402060806751251
4859,68,0.15,69632,14,1.0533751399999998,150.0,0.24350934918038547,0.018047098,0.2,0.0003,670,0.15419921875,0.8044371604919434,-0.02415650626353454,-1.6604821063578128,-0.0037277638912200928
4861,69,0.13,70656,14,0.67587455,150.0,0.3643247785512358,0.017323155,0.2,0.0003,680,0.15810546875,0.8576132655143738,-0.024854465437238106,-1.597155148535967,-0.008380800485610962
4865,70,0.14,71680,14,0.7898589199999998,150.0,0.30850847950205207,0.014647786,0.2,0.0003,690,0.17744140625,0.759239673614502,-0.01905777484353166,-1.6379271000623703,0.015897613018751144
4869,71,0.15,72704,14,0.9941789499999999,150.0,0.4846615167334676,0.019916493,0.2,0.0003,700,0.19423828125,0.6389431357383728,-0.02885857171495445,-1.6637887448072433,0.11866772919893265
4873,72,0.16,73728,15,1.2865559799999997,150.0,0.3263674056623131,0.014780911,0.2,0.0003,710,0.1892578125,0.6007500886917114,-0.02178046748158522,-1.6395657166838646,0.03692467883229256
4877,73,0.18,74752,15,1.6801756399999999,150.0,0.42846198063343766,0.015057947,0.2,0.0003,720,0.134375,0.46873587369918823,-0.017502689885441215,-1.6229188650846482,-0.012233562767505646
4877,74,0.19,75776,15,2.24091019,150.0,0.3978317919652909,0.011681864,0.2,0.0003,730,0.1376953125,0.7834738492965698,-0.021253326830628794,-1.7113510482013226,0.025072824209928513
4881,75,0.19,76800,15,2.4064729,150.0,0.4398999339900911,0.013459191,0.2,0.0003,740,0.17109375,0.8316864371299744,-0.02413960014237091,-1.589692261815071,-0.013665735721588135
4883,76,0.19,77824,15,2.1392303299999997,150.0,0.5573904038406908,0.012909224,0.2,0.0003,750,0.13818359375,0.6492231488227844,-0.022994623798877,-1.6284692578017712,0.15157565474510193
4888,77,0.16,78848,16,1.51096725,150.0,0.4269942562095821,0.015002687,0.2,0.0003,760,0.18994140625,0.4886051416397095,-0.027199255203595386,-1.527242086082697,0.03718065470457077
4890,78,0.17,79872,16,1.769554,150.0,0.34429354341700674,0.016889133,0.2,0.0003,770,0.18466796875,0.4521610140800476,-0.02305921259103343,-1.6176970258355141,0.013897567987442017
4893,79,0.18,80896,16,1.9506937100000001,150.0,0.29441399658098816,0.014069255,0.2,0.0003,780,0.132421875,0.7291845083236694,-0.025274635397363455,-1.573144968599081,0.0068001821637153625
4886,80,0.17,81920,16,1.5702014,150.0,0.32037636335007846,0.01833005,0.2,0.0003,790,0.21396484375,0.7663443684577942,-0.03062325540231541,-1.6321812324225902,0.02746376395225525
4884,81,0.17,82944,16,1.6260456099999998,150.0,0.2887423983309418,0.019468501,0.2,0.0003,800,0.2431640625,0.850359320640564,-0.027862693450879307,-1.593252069503069,0.00674520805478096
4886,82,0.16,83968,17,1.4458672800000003,150.0,0.2117382633499801,0.014746489,0.2,0.0003,810,0.1578125,0.7951188087463379,-0.024201760190771894,-1.58928999081254,-0.030401982367038727
4880,83,0.17,84992,17,1.5870912699999997,150.0,0.3707342832814902,0.016875431,0.2,0.0003,820,0.1701171875,0.732806384563446,-0.025265867433336097,-1.5332648940384388,0.014639467000961304
4882,84,0.16,86016,17,1.6898305999999998,150.0,0.42547359941527246,0.013365542,0.2,0.0003,830,0.16953125,0.7110439538955688,-0.024034066306194292,-1.549111445248127,0.04707299917936325
