time/fps,time/iterations,rollout/success_rate,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/loss
5088,31,0.05,31744,6,-6.87381958,150.0,0.21619588553439825,0.02271573,0.2,0.001,300,0.2900390625,0.8650484681129456,-0.03212449786369689,-1.9117392882704736,-0.13585904240608215
5091,32,0.06,32768,6,-6.6510796800000005,150.0,0.3470529589103535,0.02628337,0.2,0.001,310,0.2890625,0.6329914331436157,-0.03629972664639354,-1.8564387418329715,-0.10324045270681381
5091,33,0.06,33792,6,-6.979271859999999,150.0,0.2502891079988331,0.02231909,0.2,0.001,320,0.29873046875,0.6570923328399658,-0.03631768681225367,-1.9123235031962396,-0.11186879873275757
5092,34,0.06,34816,6,-7.127777499999999,150.0,0.1769277534331195,0.021101464,0.2,0.001,330,0.2767578125,0.8377705812454224,-0.037287158775143325,-1.9212693773210048,-0.1596161276102066
5096,35,0.07,35840,7,-7.051975719999999,150.0,0.20878942508716136,0.024927512,0.2,0.001,340,0.2697265625,0.8422444462776184,-0.03784849994990509,-1.9216047897934914,-0.12096989154815674
5098,36,0.06,36864,7,-6.935681089999999,150.0,0.24414239728357642,0.02513121,0.2,0.001,350,0.3224609375,0.6408216953277588,-0.04165340366889723,-1.9304085463285445,-0.04588278383016586
5099,37,0.06,37888,7,-6.48470566,150.0,0.20007518199272453,0.024167508,0.2,0.001,360,0.29482421875,0.72688889503479,-0.044818788848351686,-1.9018726713955403,-0.09966244548559189
5101,38,0.07,38912,7,-6.61952272,150.0,0.16670133641455323,0.024458665,0.2,0.001,370,0.2623046875,0.7339091300964355,-0.03562950207851827,-1.8715711854398251,-0.1079244390130043
5104,39,0.05,39936,7,-6.423905609999999,150.0,0.3214475456625223,0.027336491,0.2,0.001,380,0.29560546875,0.4713476300239563,-0.03615949799423106,-1.9092946119606495,-0.12317604571580887
5106,40,0.07,40960,8,-6.03216286,150.0,0.2698995504062623,0.020363802,0.2,0.001,390,0.27998046875,0.6975624561309814,-0.032057658792473374,-1.8819103218615054,-0.0929705947637558
5108,41,0.08,41984,8,-5.5472693500000005,150.0,0.45458918414078653,0.023744937,0.2,0.001,400,0.28310546875,0.44211894273757935,-0.03441691217012703,-1.872128824144602,-0.07056804746389389
5109,42,0.09,43008,8,-5.030957540000002,150.0,0.3086469604168087,0.03577953,0.2,0.001,410,0.2912109375,0.5314627289772034,-0.024926861590938643,-1.8759134404361248,-0.07834737002849579
5110,43,0.11,44032,8,-4.276393100000001,150.0,0.26412066773045806,0.026876258,0.2,0.001,420,0.3193359375,0.8748603463172913,-0.03216104183229618,-1.8749676309525967,-0.07574275881052017
5114,44,0.11,45056,8,-3.9502556100000006,150.0,0.33543422068469225,0.033745453,0.2,0.001,430,0.28095703125,0.4900537133216858,-0.033845436770934614,-1.840793574601412,-0.10652165859937668
5115,45,0.12,46080,9,-3.67919709,150.0,0.1641054424457252,0.027816083,0.2,0.001,440,0.341015625,0.8475738167762756,-0.04414446806185879,-1.841131402552128,-0.13465365767478943
5114,46,0.11,47104,9,-3.60167071,150.0,0.21719306530430912,0.026668135,0.2,0.001,450,0.31396484375,0.7050516605377197,-0.038595684274332596,-1.861315369606018,-0.0870698019862175
5115,47,0.12,48128,9,-2.9279084900000005,150.0,0.22227113954722882,0.032351732,0.2,0.001,460,0.31640625,0.7697041034698486,-0.033210728026460856,-1.8644335463643074,-0.048420682549476624
5116,48,0.13,49152,9,-2.6172487799999997,150.0,0.2131905369227752,0.038119372,0.2,0.001,470,0.324609375,0.71738600730896,-0.035206104721874,-1.8279560774564743,-0.12228106707334518
5092,49,0.13,50176,9,-2.1047434000000003,150.0,0.2648868351941928,0.03578725,0.2,0.001,480,0.312890625,0.6462780833244324,-0.02699579808395356,-1.8226166285574437,-0.10291829705238342
5095,50,0.12,51200,10,-2.4010747099999996,150.0,0.29609766562934964,0.031794984,0.2,0.001,490,0.29951171875,0.7619701027870178,-0.03757091818551998,-1.8182959668338299,-0.12351028621196747
5098,51,0.12,52224,10,-2.45946641,150.0,0.22236297049093992,0.024167322,0.2,0.001,500,0.26455078125,0.8554736375808716,-0.027063378860475495,-1.8438137240707875,-0.1314530074596405
5099,52,0.12,53248,10,-2.7437212600000005,150.0,0.21579069029539824,0.030683149,0.2,0.001,510,0.3123046875,0.8294488191604614,-0.03543915086484049,-1.8179927907884121,-0.08096808195114136
5099,53,0.1,54272,10,-2.5283232000000004,150.0,0.19217327159130945,0.039047495,0.2,0.001,520,0.3474609375,0.8598177433013916,-0.0417171479028184,-1.8902294725179671,-0.08542105555534363
5100,54,0.08,55296,10,-2.8627914499999996,150.0,0.19397493836004287,0.028232422,0.2,0.001,530,0.32529296875,0.7440241575241089,-0.047261574282310904,-1.8506293304264545,-0.1457148641347885
5101,55,0.08,56320,11,-2.4647525499999996,150.0,0.14527282575145364,0.028655756,0.2,0.001,540,0.33232421875,0.8458870649337769,-0.03919612132012844,-1.850294890254736,-0.13268281519412994
5103,56,0.08,57344,11,-1.8722103299999997,150.0,0.21961833022069185,0.029723942,0.2,0.001,550,0.30361328125,0.49316835403442383,-0.031227682274766265,-1.8584593325853347,-0.12470364570617676
5104,57,0.09,58368,11,-1.64977242,150.0,0.14706110985716805,0.03334416,0.2,0.001,560,0.2828125,0.8875516653060913,-0.028039746114518493,-1.795071142911911,-0.06758418679237366
5105,58,0.07,59392,11,-1.6944040700000003,150.0,0.1716332351323217,0.03217362,0.2,0.001,570,0.32158203125,0.4871295690536499,-0.03442956950457301,-1.8479928180575371,-0.1517341136932373
5106,59,0.09,60416,11,-1.63583979,150.0,0.20771051549818367,0.02685047,0.2,0.001,580,0.32119140625,0.6303589344024658,-0.038708840368781236,-1.8782177560031414,-0.12364953011274338
5107,60,0.08,61440,12,-1.87017126,150.0,0.23324563568457962,0.029306725,0.2,0.001,590,0.30517578125,0.6255243420600891,-0.040945977193769065,-1.8328029669821262,-0.10195183753967285
5107,61,0.08,62464,12,-1.5448074100000004,150.0,0.2814188271295279,0.029828336,0.2,0.001,600,0.31240234375,0.24856293201446533,-0.039458022231701764,-1.8297414518892765,-0.11628907173871994
5110,62,0.08,63488,12,-1.6988815699999997,150.0,0.3161113586742431,0.026227959,0.2,0.001,610,0.30537109375,0.5120106935501099,-0.03785257816780359,-1.8384807370603085,-0.1202227994799614
5112,63,0.07,64512,12,-1.9178299699999999,150.0,0.1704038976226002,0.028343756,0.2,0.001,620,0.3224609375,0.7879148721694946,-0.0387950285570696,-1.8459403738379478,-0.15126995742321014
5113,64,0.08,65536,12,-1.7941912000000002,150.0,0.21436352806631476,0.03125533,0.2,0.001,630,0.31171875,0.6334725618362427,-0.038100049598142505,-1.8591581374406814,-0.12135204672813416
5105,65,0.08,66560,13,-1.1956238199999996,150.0,0.2854699255665764,0.036087878,0.2,0.001,640,0.29931640625,0.6542514562606812,-0.03623060832032934,-1.8238374628126621,-0.13850684463977814
5106,66,0.09,67584,13,-0.9917002500000001,150.0,0.30040795719251034,0.027383566,0.2,0.001,650,0.27099609375,0.6431807279586792,-0.03142959155375138,-1.7789100967347622,-0.07850781083106995
5107,67,0.12,68608,13,-0.23012205999999988,150.0,0.25499445050954817,0.02552844,0.2,0.001,660,0.2658203125,0.8649730086326599,-0.03549969279556535,-1.7873181849718094,-0.13904574513435364
5108,68,0.15,69632,13,-0.11269741000000007,150.0,0.3340000682976097,0.029650522,0.2,0.001,670,0.3263671875,0.6483131051063538,-0.020581777859479188,-1.8174107834696769,-0.09002790600061417
5110,69,0.16,70656,13,-0.05807812000000005,150.0,0.4364884213078767,0.038544208,0.2,0.001,680,0.30595703125,0.7121983766555786,-0.03843986862921156,-1.8245759092271328,0.003103703260421753
5109,70,0.17,71680,14,-0.6148613000000002,150.0,0.2822691728360951,0.02752947,0.2,0.001,690,0.27919921875,0.7101898193359375,-0.023553645139327273,-1.830160766094923,-0.0820641741156578
5108,71,0.16,72704,14,-0.88027866,150.0,0.320991147775203,0.025681268,0.2,0.001,700,0.316796875,0.7716250419616699,-0.040323465247638524,-1.9223121114075183,-0.12487299740314484
5111,72,0.16,73728,14,-0.8897753599999999,150.0,0.38723207195289433,0.027529556,0.2,0.001,710,0.28056640625,0.707030713558197,-0.033313346497016026,-1.84906028136611,-0.0508703738451004
5111,73,0.16,74752,14,-0.95925871,150.0,0.25953165867831557,0.03333985,0.2,0.001,720,0.300390625,0.6804883480072021,-0.03676753892214037,-1.829913792014122,-0.11647121608257294
5109,74,0.15,75776,14,-1.1001871,150.0,0.2789843624457717,0.02546067,0.2,0.001,730,0.28564453125,0.5204850435256958,-0.040623847307870165,-1.8704120822250843,-0.10600481927394867
5109,75,0.18,76800,15,-0.5534221600000003,150.0,0.1934991166461259,0.031926848,0.2,0.001,740,0.323046875,0.6471036672592163,-0.041180381155572834,-1.8437059424817561,-0.05649571865797043
5110,76,0.19,77824,15,-0.2942631300000001,150.0,0.3544515621848404,0.023486491,0.2,0.001,750,0.2875,0.5040543079376221,-0.03396923433756456,-1.8119459681212902,-0.08889123797416687
5108,77,0.22,78848,15,-0.007608699999999829,150.0,0.28214990582782773,0.030994829,0.2,0.001,760,0.33759765625,0.5249727964401245,-0.04554434010497062,-1.8825054369866847,-0.06020675599575043
5105,78,0.24,79872,15,0.9310314999999999,150.0,0.3391973622841761,0.024003142,0.2,0.001,770,0.29404296875,0.544784426689148,-0.0324374054762302,-1.860705418139696,-0.1165613979101181
5103,79,0.24,80896,15,0.9366556500000002,150.0,0.28110381807200613,0.027462564,0.2,0.001,780,0.2857421875,0.5000030994415283,-0.04091376950382255,-1.797804569453001,-0.1353520154953003
5104,80,0.23,81920,16,1.11709296,150.0,0.30232829893939195,0.02518671,0.2,0.001,790,0.303515625,0.40666764974594116,-0.03213673586724326,-1.8049912951886653,-0.11684080958366394
5106,81,0.24,82944,16,1.0069284200000002,150.0,0.3313975712750107,0.035457507,0.2,0.001,800,0.32919921875,0.6629600524902344,-0.04835189419100061,-1.7876374140381812,-0.12808077037334442
5108,82,0.25,83968,16,1.28907634,150.0,0.35201518088579176,0.022297706,0.2,0.001,810,0.27919921875,0.32894814014434814,-0.029774603591067716,-1.799479702860117,-0.057725198566913605
5109,83,0.24,84992,16,1.3063235899999999,150.0,0.36665635043755174,0.02692461,0.2,0.001,820,0.2904296875,0.692878782749176,-0.03229686403064989,-1.7715426996350288,-0.04659126698970795
5110,84,0.23,86016,16,1.418058,150.0,0.3563485911116004,0.032619968,0.2,0.001,830,0.34580078125,0.5519789457321167,-0.04221920705458615,-1.7461062103509903,-0.11778461188077927
5110,85,0.24,87040,17,1.65709778,150.0,0.3027044893475249,0.026515618,0.2,0.001,840,0.28857421875,0.6689931154251099,-0.03796954187564552,-1.6769579164683819,-0.09568513929843903
5111,86,0.24,88064,17,1.3583364000000002,150.0,0.3746098315343261,0.026849955,0.2,0.001,850,0.29736328125,0.7408806085586548,-0.031642466102493924,-1.8003570780158042,-0.08290211856365204
5111,87,0.25,89088,17,0.8629143000000002,150.0,0.26316367506515237,0.030919693,0.2,0.001,860,0.27158203125,0.7129083275794983,-0.023424434469779952,-1.822898054867983,-0.0691719576716423
5112,88,0.24,90112,17,0.8193048000000002,150.0,0.38567485006060453,0.03414633,0.2,0.001,870,0.30732421875,0.21724694967269897,-0.033053598960395905,-1.7966204568743707,-0.14557868242263794
5112,89,0.24,91136,17,0.7313927800000001,150.0,0.2737798891728744,0.038509425,0.2,0.001,880,0.32138671875,0.8390169739723206,-0.0412835254217498,-1.8452185347676278,-0.10605636239051819
5114,90,0.21,92160,18,-0.23497895999999993,150.0,0.3164579825475812,0.026704319,0.2,0.001,890,0.271875,0.7322676777839661,-0.033164976944681256,-1.7622262090444565,-0.0937650203704834
5099,91,0.2,93184,18,-0.2929454400000001,150.0,0.29504923382773995,0.044785146,0.2,0.001,900,0.3048828125,0.8224936127662659,-0.03679136431310326,-1.7216711334884167,-0.09746026992797852
5098,92,0.19,94208,18,-0.6463402900000002,150.0,0.31448607265483586,0.03061371,0.2,0.001,910,0.2904296875,0.6497699618339539,-0.0307237489905674,-1.7430253013968469,-0.11481064558029175
5098,93,0.2,95232,18,-0.70655788,150.0,0.2533749487483874,0.026968064,0.2,0.001,920,0.3029296875,0.664720892906189,-0.033135211173794234,-1.8421603076159954,-0.08363571763038635
5096,94,0.19,96256,18,-1.66212765,150.0,0.2778624772792682,0.026039977,0.2,0.001,930,0.27978515625,0.6568049788475037,-0.03813405034015886,-1.8040223531425,-0.09291042387485504
5096,95,0.19,97280,19,-1.43796859,150.0,0.2246660418342799,0.03052057,0.2,0.001,940,0.322265625,0.8626341819763184,-0.031087500299327074,-1.8618893466889859,-0.1121600866317749
5097,96,0.16,98304,19,-1.9830482100000004,150.0,0.15631839233683423,0.034027625,0.2,0.001,950,0.31826171875,0.8246942162513733,-0.03573947756667621,-1.8403667084872724,-0.13050851225852966
5098,97,0.18,99328,19,-1.5248469400000004,150.0,0.15079880270641297,0.03933315,0.2,0.001,960,0.3115234375,0.8829520344734192,-0.03642603918560781,-1.778043795377016,-0.08009195327758789
5095,98,0.17,100352,19,-1.87765871,150.0,0.38568984461016953,0.022987287,0.2,0.001,970,0.23544921875,0.6886439919471741,-0.028503962757531552,-1.7024224720895291,-0.023301318287849426
